Gene = stwl
index = 1900
Annotated 5SS: [325]
Annotated 3SS: [3101]
SMsplice 5SS: [325]
SMsplice 3SS: [3101]
top_k =  500
Partition function (log Z): -10.243224200115424

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.8925378421661898
Position 3382: 0.3439999713270671
Position 1194: 0.16466129746987818
Position 2193: 0.08103284819561593
Position 1767: 0.055061880492341994
Position 332: 0.04558368824850905
Position 2600: 0.033012520962855084
Position 3015: 0.029308135681685953
Position 4449: 0.026732134347794215
Position 3870: 0.021437651759358745
Position 5200: 0.020531541222573505
Position 1527: 0.0160345190320947
Position 6105: 0.015045310430154682
Position 1523: 0.012982735485453338
Position 588: 0.008061935005323878
Position 215: 0.008052948653050788
Position 629: 0.007435981533037651
Position 465: 0.0072630693735785245
Position 3417: 0.006431631108390041
Position 1669: 0.006336870854718313
Position 1511: 0.006108818393421993
Position 1722: 0.005816536237683481
Position 2466: 0.0036631922590133724
Position 2221: 0.0036408791891321276
Position 4323: 0.003534826014375785
Position 1952: 0.003393192211478135
Position 1003: 0.003247701683171494
Position 3710: 0.0031763528508309295
Position 974: 0.002872866678157566
Position 280: 0.002483584685711761
Position 3413: 0.002383432303039193
Position 1996: 0.0022289901506755963
Position 195: 0.0020085583909421265
Position 1684: 0.0018476076722356415
Position 916: 0.0018189658472699975
Position 4533: 0.0017062866669608216
Position 992: 0.0012533472271244296
Position 1492: 0.0011327001964804011
Position 408: 0.0010612488070114846
Position 1372: 0.0010364230190527358
Position 1798: 0.0010330382492539987
Position 573: 0.0008944676198945462
Position 925: 0.0008743017867607596
Position 440: 0.0004307118921553418
Position 1007: 0.0004068108959353721
Position 2462: 0.0003687997230387255
Position 68: 0.00033764637750424687
Position 1578: 0.00025663778597824304
Position 4058: 0.0002542347571403629
Position 33: 0.0002533257076626353
Position 981: 0.00023431648928548725
Position 98: 0.0001739184675417259
Position 1279: 0.0001111263807723098
Position 950: 9.006750608637256e-05
Position 645: 7.732745027595575e-05
Position 1692: 6.970956057671462e-05
Position 37: 6.752734797690478e-05
Position 1937: 6.100441989421407e-05
Position 653: 6.029266846104025e-05
Position 1420: 4.004406903598225e-05
Position 528: 3.955858519436533e-05
Position 445: 2.5343462473457294e-05
Position 336: 2.2379416378237333e-05
Position 92: 1.4195637001807808e-05
Position 1313: 1.2952720117687087e-05
Position 83: 1.19221678674945e-05
Position 81: 1.1101182181015922e-05
Position 43: 1.0637405298596266e-05
Position 102: 1.0209071226931271e-05
Position 75: 9.56068321379096e-06
Position 364: 8.529626542763564e-06
Position 300: 6.871977271445085e-06
Position 72: 6.384411211465236e-06
Position 50: 5.872570347914357e-06
Position 166: 3.6686051643044707e-06
Position 312: 4.947536584155885e-07
Position 219: 4.581605173362041e-07
Position 21: 3.44091221058521e-07
Position 247: 3.099610588681573e-07
Position 70: 2.96420804210028e-07
Position 320: 2.142614491586569e-07
Position 206: 1.7628316685597493e-07
Position 559: 1.6598965826437555e-07
Position 716: 1.4183011572193718e-07
Position 601: 8.891415213047204e-08
Position 390: 8.536215532466171e-08
Position 660: 8.325721646432954e-08
Position 443: 6.52259032702351e-08
Position 657: 6.16056182176306e-08
Position 512: 2.8823768514085517e-08
Position 451: 2.7432559307446516e-08
Position 329: 2.2878699351647792e-08
Position 531: 2.1893969748658674e-08
Position 519: 1.874105771803145e-08
Position 367: 3.958650331930957e-09
Position 412: 4.022861913851807e-10
Position 359: 8.28380956809645e-11
Position 378: 3.5146501112672616e-11
Position 415: 1.483355784945009e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3101: 0.7375403282007669
Position 6520: 0.17451906056999592
Position 6286: 0.17358500826948053
Position 1631: 0.1258514400239835
Position 4934: 0.11686567616063147
Position 5911: 0.08921340767387909
Position 869: 0.07117141304579593
Position 945: 0.0541630991983993
Position 1824: 0.04131721958704777
Position 764: 0.039365620898528395
Position 4291: 0.033219537074671956
Position 6838: 0.02266051331140467
Position 6539: 0.02076698113137141
Position 2030: 0.015543173343572398
Position 4532: 0.012394991323402658
Position 3771: 0.012003454111211231
Position 2074: 0.011821948275904642
Position 1391: 0.010530162248069566
Position 3568: 0.008793882167443767
Position 767: 0.008701875210664086
Position 2528: 0.007862008240867175
Position 4602: 0.007064382634771392
Position 6780: 0.006477971387294908
