Gene = Tig
index = 1561
Annotated 5SS: [ 183 1051 4625 5653 7754]
Annotated 3SS: [ 789 1358 4692 5725 7811]
SMsplice 5SS: [ 183 1051 2198 4625 5653 7754]
SMsplice 3SS: [ 789 1358 4330 4692 5725 7811]
top_k =  500
Partition function (log Z): 10.98935287536683

Sorted 5' Splice Sites (High to Low Probability):
Position 5653: 0.9981715985900408
Position 1051: 0.993583382467425
Position 4625: 0.9907367028415769
Position 7754: 0.8684432647396129
Position 183: 0.8342132721367336
Position 2198: 0.7597552216361709
Position 1559: 0.16499139977580277
Position 7914: 0.12079581133547637
Position 65: 0.09349400411136237
Position 7932: 0.044635932304322605
Position 2391: 0.04132990507764395
Position 703: 0.024566799571934302
Position 3311: 0.014908389071422876
Position 4241: 0.013755435866640336
Position 1288: 0.01357358008642959
Position 1607: 0.010889619863828665
Position 6939: 0.009672863212086847
Position 6895: 0.008777072332512096
Position 6648: 0.005617670590690049
Position 231: 0.005539289211131482
Position 4902: 0.0033840451042070905
Position 74: 0.0033337300117852763
Position 6194: 0.0033243433660569612
Position 6605: 0.002908324712079165
Position 518: 0.002837387119939057
Position 7157: 0.0025638967677826382
Position 171: 0.0025542875727852204
Position 7877: 0.0025340956866846194
Position 5791: 0.002515244855108614
Position 83: 0.00236007117539454
Position 4777: 0.0021334946604950737
Position 1985: 0.002071735399240977
Position 1136: 0.002004032816557021
Position 7911: 0.001921527565063957
Position 1188: 0.0018953897813285669
Position 963: 0.001873655270310371
Position 1304: 0.0017584760260762574
Position 6527: 0.0016948307971040432
Position 5641: 0.0015017338668043981
Position 227: 0.0013901489897128877
Position 5243: 0.0013725135354057927
Position 6522: 0.001344299388077677
Position 6315: 0.0013082259209347984
Position 7918: 0.0012669676732688616
Position 5816: 0.001220095361877473
Position 1634: 0.0012154659932661607
Position 6321: 0.0011884930699487873
Position 1814: 0.0011046361326998778
Position 1267: 0.0010335230198668225
Position 2473: 0.0009955778248785523
Position 511: 0.0009213957250003665
Position 1238: 0.0008639368012837922
Position 630: 0.0008366216123075759
Position 5344: 0.00072171813856451
Position 1164: 0.0007080108624769498
Position 7154: 0.0006708146986967036
Position 4629: 0.0006651780051975849
Position 6199: 0.0006649185367805155
