Gene = Atg3
index = 37
Annotated 5SS: [ 203  793 1052]
Annotated 3SS: [ 656  860 1105]
SMsplice 5SS: [ 203  793 1052]
SMsplice 3SS: [ 656  860 1105]
top_k =  500
Partition function (log Z): 7.516973328906989

Sorted 5' Splice Sites (High to Low Probability):
Position 793: 0.9996054738349522
Position 1052: 0.9979536836727803
Position 203: 0.9616762217500116
Position 1580: 0.07468876648379655
Position 496: 0.04922704165492409
Position 1447: 0.021295215361428702
Position 1323: 0.011047568476258736
Position 502: 0.00885356644782245
Position 426: 0.0076805057868699535
Position 1596: 0.0073873801385178975
Position 440: 0.003390464250574874
Position 1348: 0.0021191196514711
Position 253: 0.00102886026669325
Position 210: 0.0004485591383010004
Position 1403: 0.0002805151270410278
Position 52: 0.0002415026848762292
Position 241: 0.00023933907207482203
Position 529: 0.0002326071434194595
Position 8: 0.0002290672757370679
Position 270: 0.0001770923555295987
Position 239: 0.00015807530653096357
Position 272: 0.00013417122607256278
Position 46: 0.00011810114201319946
Position 1515: 0.00011654529622230076
Position 1375: 9.89411110540254e-05
Position 77: 8.187181951248449e-05
Position 797: 5.816757398326658e-05
Position 1062: 5.579686378971448e-05
Position 611: 4.051655242916506e-05
Position 314: 2.832860998027211e-05
Position 4: 2.2614729561848055e-05
Position 1400: 1.7897700503207962e-05
Position 467: 1.7547045764961167e-05
Position 1056: 1.690528822447386e-05
Position 1331: 1.4497067780165847e-05
Position 173: 1.0099446570360456e-05
Position 465: 8.929689115809892e-06
Position 1436: 5.815908757514542e-06
Position 1457: 5.629739060693826e-06
Position 1229: 5.428389384797447e-06
Position 746: 5.275711404773472e-06
Position 88: 2.677906264775877e-06
Position 106: 2.0366055028890055e-06
Position 966: 1.8453002315333684e-06
Position 957: 1.4336202972100908e-06
Position 152: 1.3878568668356383e-06
Position 370: 1.0780111824090987e-06
Position 194: 9.471044294673978e-07
Position 1495: 8.442032345551979e-07
Position 368: 7.860790590356038e-07
Position 1607: 7.817397994523296e-07
Position 1532: 7.115469692319035e-07
Position 140: 6.798774175397674e-07
Position 1542: 5.673960723978219e-07
Position 138: 5.087744396474496e-07
Position 347: 4.1619906676791174e-07
Position 625: 3.9279256370684263e-07
Position 416: 2.857325453721087e-07
Position 615: 2.360593936553907e-07
Position 1693: 2.2292927440800414e-07
Position 96: 1.9964031485784734e-07
Position 941: 1.2789004566197157e-07
Position 1289: 1.2504139186960363e-07
Position 723: 8.639071745707043e-08
Position 712: 6.38678157570904e-08
Position 971: 6.023672589826337e-08
Position 628: 5.573616767856588e-08
Position 670: 4.385338838211132e-08
Position 952: 3.573928308468742e-08
Position 733: 3.3857447755366556e-08
Position 1241: 2.8507805004527183e-08
Position 679: 1.4465673113865313e-08
Position 1092: 1.3514482044201906e-08
Position 923: 1.8624963675893294e-10
Position 887: 1.1986671863343765e-16
Position 639: 1.859360571058618e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 860: 0.9947426181973584
Position 656: 0.9910283553514732
Position 1105: 0.8998782783061974
Position 1645: 0.0854831955490716
Position 1124: 0.06807314949764896
Position 1514: 0.03896996774742671
Position 363: 0.03568706364078723
Position 1128: 0.00848177107105019
Position 1109: 0.004924728677845968
Position 678: 0.003626154917222463
Position 913: 0.00308509340265329
Position 1420: 0.002710678115192483
Position 1384: 0.0022906026416558674
Position 1444: 0.002120626323485871
Position 910: 0.00097688524882441
Position 306: 0.0006494708199112721
Position 412: 0.0006151533905220019
Position 268: 0.0005745062686272564
Position 865: 0.0005361728964798061
Position 1465: 0.0004562790872929129
Position 585: 0.0004208712740420585
Position 1365: 0.0003830731025716991
Position 1159: 0.0003700093560515936
Position 934: 0.00033820993182947004
Position 1755: 0.0003359080627839964
Position 1780: 0.00033231520741890656
Position 477: 0.00025810432535988866
Position 696: 0.00025457888200980416
Position 593: 0.000254493415939386
Position 293: 0.00024377042220463438
Position 88: 0.00012499820316941955
Position 101: 0.00011950560101038331
Position 1244: 0.00010029992830302649
Position 1700: 8.947445054827434e-05
Position 1576: 5.784333585416195e-05
Position 1567: 2.6828160991953633e-05
Position 527: 2.5957075953208562e-05
Position 311: 2.483178234109485e-05
Position 94: 2.3133981905261946e-05
Position 119: 2.3033897838241252e-05
Position 435: 2.067076152646287e-05
Position 106: 1.643049776840352e-05
Position 136: 1.564807507634292e-05
Position 746: 1.4895277333836335e-05
Position 1426: 1.3174368695909501e-05
Position 1477: 7.872775363151266e-06
Position 446: 7.691805617612383e-06
Position 1261: 6.8865220908210014e-06
Position 1207: 5.42522033572303e-06
Position 157: 4.3646654102708375e-06
Position 1009: 3.343189443840647e-06
Position 1375: 3.334088128205269e-06
Position 1564: 1.526722488328481e-06
Position 931: 1.2479781521394482e-06
Position 534: 5.449911680814187e-07
Position 791: 2.623630549169656e-07
Position 674: 2.0106327911967878e-07
Position 202: 1.733660673052698e-07
Position 823: 1.518758348207369e-07
Position 387: 1.3322917103731412e-07
Position 541: 1.1734499596187646e-07
Position 952: 9.567526368729868e-08
Position 1042: 8.485590559314096e-08
Position 164: 7.83119220815729e-08
Position 1015: 4.5644906717745265e-08
Position 949: 1.2948596293981539e-08
Position 52: 1.2719248158468607e-08
Position 1021: 8.67899211200066e-09
Position 138: 4.694081986383198e-09
Position 1166: 1.7716501927222462e-09
Position 1183: 1.7428801395708472e-09
Position 1295: 2.192173734059404e-10
Position 1284: 1.7774688730101392e-10
Position 1279: 1.3626316481588484e-10
Position 1315: 5.612607864174027e-11
Position 1092: 4.8208184205473576e-11
Position 61: 2.4918096529883608e-11
Position 46: 1.039775231118464e-11
Position 210: 3.5440256039384635e-12
Position 1267: 1.2112095715447957e-12
Position 1274: 1.10645091038363e-12
Position 1225: 8.364597133887403e-13
Position 63: 3.570682213465354e-14
Position 65: 1.1175443789437677e-16
