Gene = mRpL50
index = 1775
Annotated 5SS: [ 74 240]
Annotated 3SS: [129 298]
SMsplice 5SS: [ 74 240 471]
SMsplice 3SS: [129 298 519]
top_k =  500
Partition function (log Z): 1.412903319301147

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9986596068428649
Position 471: 0.8514856262297376
Position 74: 0.80733337710919
Position 741: 0.22659737411883443
Position 593: 0.006808489648616237
Position 60: 0.0058630886959410876
Position 78: 0.0014939306774879014
Position 748: 0.0012329916278589449
Position 692: 0.0011966853938225033
Position 456: 0.00079081360958373
Position 587: 0.0006804031071348239
Position 277: 0.0004572552722855967
Position 745: 0.0004339742127343325
Position 597: 0.00010581708389767786
Position 392: 6.97540227975348e-05
Position 754: 2.7538916707871243e-05
Position 360: 2.7384429095984335e-05
Position 680: 2.0222600997121394e-05
Position 349: 1.926201563146373e-05
Position 489: 1.4984236496049226e-05
Position 431: 1.3893023099566499e-05
Position 307: 1.5082155581801081e-06
Position 214: 1.0225591027062913e-06
Position 498: 8.982768003286367e-07
Position 539: 5.44854168744028e-07
Position 34: 4.6496589980579156e-07
Position 22: 4.339695386131698e-07
Position 673: 3.213934834767088e-07
Position 96: 2.7087694040176564e-07
Position 685: 2.561206636575374e-07
Position 534: 2.4428052316412725e-07
Position 222: 2.3396320475043608e-07
Position 295: 1.7600867211698091e-07
Position 320: 1.0651701321150007e-07
Position 190: 4.1005680357029556e-08
Position 152: 5.905170640157225e-10
Position 522: 2.4155126499119358e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 298: 0.9282439844810809
Position 519: 0.8561201408962749
Position 129: 0.7523946687116946
Position 809: 0.23055215015555544
Position 317: 0.04540002927228099
Position 149: 0.03862290991467688
Position 140: 0.021005382850836786
Position 336: 0.015831229519133773
Position 653: 0.006232847907968967
Position 363: 0.0034602657983373356
Position 171: 0.0022008119202386067
Position 554: 0.0009634824690257455
Position 392: 0.000886374925857224
Position 666: 0.0006009727381177034
Position 440: 0.000255115300934797
Position 587: 0.00014580349007695893
Position 618: 0.00014215367567876926
Position 593: 0.00013416644111905257
Position 211: 3.20043151874806e-05
Position 783: 2.4760228622177826e-05
Position 470: 1.6062911159671885e-05
Position 443: 1.4592244154903232e-05
Position 200: 1.1874597703273446e-05
Position 789: 8.938900981863433e-06
Position 745: 8.64709196384731e-06
Position 152: 8.39658747629423e-06
Position 493: 5.2266531005477686e-06
Position 680: 4.319733852297828e-06
Position 655: 2.2541064782054726e-06
Position 728: 2.055224810191563e-06
Position 277: 1.8430238365964667e-06
Position 614: 1.8114237434264887e-06
Position 181: 1.0648497930430238e-06
Position 692: 9.984301475814214e-07
Position 186: 6.66947912528314e-07
Position 449: 3.542633523773731e-07
Position 734: 3.253051729812993e-07
Position 410: 2.573491769156483e-07
Position 563: 3.303589625487718e-08
Position 78: 1.2488182932381202e-08
Position 237: 6.312570349398029e-09
Position 222: 1.3439214533083975e-12
Position 244: 1.2308956602640408e-12
