Gene = Marf1
index = 1269
Annotated 5SS: [ 3284 46215 55540 56570 58419 58743 59422]
Annotated 3SS: [46056 54674 56437 56621 58480 58810 59490]
SMsplice 5SS: [   92   247 56570 58419 58743 59422]
SMsplice 3SS: [  145 56406 56621 58480 58810 59490]
top_k =  500
Partition function (log Z): -53.49223987542947

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9922391458412426
Position 92: 0.5575883322597757
Position 1444: 0.2834225837797477
Position 3284: 0.10327967306951011
Position 17092: 0.06277739631459579
Position 1100: 0.03926201497326567
Position 5340: 0.020527259712535963
Position 698: 0.009904677646398073
Position 1232: 0.009376828775243649
Position 966: 0.005759705745705891
Position 1244: 0.005118960051393632
Position 1159: 0.0046189399068983904
Position 1177: 0.0024163570197035513
Position 1572: 0.0020381069067026366
Position 320: 0.001892312929676025
Position 1238: 0.001808866936841821
Position 2918: 0.0012830142852004866
Position 693: 0.0012119649040645746
Position 671: 0.0011985966119020203
Position 818: 0.0010941368053742676
Position 254: 0.0010286781857199328
Position 2025: 0.0007557870448689824
Position 811: 0.000718230540229969
Position 398: 0.0006451780870245002
Position 1041: 0.0006118843430215902
Position 782: 0.0006009108884022915
Position 66: 0.0005056028121185542
Position 348: 0.0003358131767747346
Position 1010: 0.0002576938105792775
Position 1089: 9.075564000178962e-05
Position 46: 6.614515102204534e-05
Position 17: 3.1378835467242944e-05
Position 2180: 1.704411155183552e-05
Position 251: 8.968580898987991e-06
Position 12: 7.533562882536826e-06
Position 779: 6.79047609193057e-06
Position 646: 5.43501698294139e-06
Position 335: 3.014347059040969e-06
Position 1046: 2.2131839539985307e-06
Position 173: 1.8763588568399378e-06
Position 395: 1.546049529137339e-06
Position 4: 1.4720884780103884e-06
Position 271: 1.314619739152633e-06
Position 37: 1.2756699951020705e-06
Position 465: 1.2443985084580235e-06
Position 372: 1.2322002793583122e-06
Position 211: 9.010802414737429e-07
Position 638: 7.286236118287782e-07
Position 195: 3.991191245898921e-07
Position 164: 3.024851788357804e-07
Position 374: 2.5825016057339644e-07
Position 325: 6.047145546920177e-08
Position 357: 4.355958781144936e-08
Position 147: 4.124967737286847e-08
Position 406: 3.789854195499862e-08
Position 558: 3.363663437325675e-08
Position 554: 2.3267871008859325e-08
Position 273: 1.6993126899314556e-08
Position 137: 1.5279290862319457e-08
Position 149: 1.353970131059409e-08
Position 155: 1.2244600739262392e-08
Position 127: 5.285566320463413e-09
Position 602: 4.70007686544933e-09
Position 214: 1.6351256583493084e-09
Position 6733: 2.5436135160511984e-10
Position 2176: 3.237754914811544e-14
Position 496: 4.2452600466395427e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 24105: 0.9891049982329247
Position 145: 0.5522820987816821
Position 1326: 0.1712303727059026
Position 3109: 0.09673145996757576
Position 541: 0.06612875230296887
Position 16712: 0.06281281904010853
Position 595: 0.040490434880129794
Position 870: 0.021918660800338777
Position 496: 0.017649692077601132
Position 5174: 0.010121638142923581
Position 22889: 0.009892388401912857
Position 294: 0.008557519107382231
Position 1272: 0.00818520499778254
Position 1099: 0.008027715675238646
Position 1125: 0.007591639389827266
Position 5103: 0.0054730762555981055
Position 688: 0.004812322479309763
Position 3132: 0.004684608084904552
Position 554: 0.004274901172262654
Position 155: 0.0028757327120666944
Position 4758: 0.0025767993867939726
Position 173: 0.002489751477447297
Position 817: 0.0023934335691013857
Position 1037: 0.0022252697316806707
Position 1383: 0.0019303105148812786
Position 5155: 0.0017584916747387853
Position 3169: 0.0013362234500175407
Position 20094: 0.0009023486430791352
Position 372: 0.0007902071457868249
Position 2854: 0.0007117851420569664
Position 4718: 0.0005972543108034103
Position 732: 0.0005610745363520383
Position 2990: 0.0002518952693477496
Position 620: 0.00019666794610275637
Position 2390: 0.00017614782276964712
Position 2509: 0.00016637043946631267
Position 520: 0.00014157440675520747
Position 975: 0.0001330718169963461
Position 2242: 0.0001191247751799104
Position 335: 3.699393918459709e-05
Position 17184: 2.8347257588838763e-05
Position 18703: 2.6159318845791093e-05
Position 222: 2.573550459977014e-05
Position 1919: 2.5486981369286602e-05
Position 1248: 2.3479731255620777e-05
Position 1970: 1.8365941559896583e-05
Position 1685: 1.7070679705577874e-05
Position 1764: 1.2484127282884873e-05
Position 16257: 4.350676020983232e-06
Position 16232: 2.9095813646029043e-06
Position 16684: 1.985084391127252e-06
Position 348: 1.208808289632221e-06
Position 457: 5.108508678470044e-07
Position 14770: 4.522355566869832e-07
Position 227: 3.4466644179819105e-07
Position 14881: 2.1707717144140246e-07
Position 629: 2.1223030725406935e-07
Position 14831: 2.069552773074693e-07
Position 13793: 1.6163287623001683e-07
Position 646: 1.4640288272357788e-07
Position 69: 4.271892176576662e-08
Position 12472: 3.237015748136974e-08
Position 66: 2.4128724471465876e-08
Position 10414: 9.413317123214058e-09
Position 92: 7.0124218841275975e-09
Position 6843: 2.3040904503748114e-09
