Gene = Kr-h2
index = 1246
Annotated 5SS: [ 198 1687 1994 2184]
Annotated 3SS: [1423 1743 2049 2246]
SMsplice 5SS: [ 198 1687 1994 2184]
SMsplice 3SS: [1423 1743 2049 2246]
top_k =  500
Partition function (log Z): 9.545560029956123

Sorted 5' Splice Sites (High to Low Probability):
Position 2184: 0.9992267038028136
Position 1687: 0.9983439179939316
Position 1994: 0.9905691762134828
Position 198: 0.9356290736683026
Position 990: 0.054618697994580204
Position 739: 0.039481206823319535
Position 1136: 0.032548798589870344
Position 2421: 0.028210166630252744
Position 191: 0.023518791565616506
Position 1326: 0.0151907659061519
Position 635: 0.014775080127554928
Position 756: 0.013827967094522867
Position 1280: 0.012208350329274508
Position 2469: 0.011521258995500185
Position 2629: 0.007901881282004797
Position 774: 0.006860214697114459
Position 750: 0.004910654321187836
Position 1069: 0.0041242566746553
Position 36: 0.0040386079791589575
Position 494: 0.0035889468357080227
Position 617: 0.0028682932355162025
Position 2040: 0.002769729392901045
Position 838: 0.002390934100792816
Position 215: 0.0018489145506058544
Position 484: 0.0010060024579894983
Position 40: 0.0008760157836064315
Position 656: 0.0007927948880415904
Position 351: 0.0007620979937047982
Position 202: 0.0006886988325592249
Position 489: 0.0006182329467318378
Position 541: 0.0006132732451461455
Position 1224: 0.0005978298804064819
Position 1063: 0.00044802782987871033
Position 1691: 0.00043632902714348104
Position 2590: 0.00040307260511570237
Position 326: 0.00039075005892099556
Position 1200: 0.0003895586832408576
Position 258: 0.000368197663072214
Position 2573: 0.0002849726502254209
Position 1948: 0.0002727843958440358
Position 115: 0.0002718327810427498
Position 1769: 0.0002675934518237031
Position 2632: 0.0002669790587027476
Position 996: 0.0002463825991448904
Position 1888: 0.00024260838013085058
Position 23: 0.00020172456795419373
Position 338: 0.00019709851853646546
Position 779: 0.00018789889912223238
Position 310: 0.00013895990514460423
Position 886: 0.00012894956300500565
Position 8: 0.00012580317376228303
Position 479: 0.00011312741600737375
Position 627: 0.00010051279442845348
Position 1574: 9.591857580209493e-05
Position 2604: 9.27013357125033e-05
Position 177: 7.844963814101408e-05
Position 1059: 6.85724648795525e-05
Position 842: 6.657815931401081e-05
Position 2581: 6.339976575720319e-05
Position 1928: 5.506005318408091e-05
Position 1661: 5.295044669778641e-05
Position 2351: 4.9605895162301635e-05
Position 2026: 4.6960796903131975e-05
Position 1670: 4.3003162539838354e-05
Position 1140: 4.2844334470779617e-05
Position 381: 4.159340344482429e-05
Position 1858: 4.0844833552448484e-05
Position 2293: 4.0195949846380345e-05
Position 568: 3.0413259393590054e-05
Position 862: 2.9346140013212094e-05
Position 1836: 2.8069444300609275e-05
Position 539: 2.760985825865543e-05
Position 2554: 2.3475712415269235e-05
Position 844: 2.1889426055464692e-05
Position 2425: 1.816057176310073e-05
Position 2538: 1.6568021570376945e-05
Position 2877: 1.5642291560045154e-05
Position 2188: 1.1563265449507276e-05
Position 1825: 9.566102342250193e-06
Position 2170: 8.62771067641354e-06
Position 1803: 7.236410165149077e-06
Position 2408: 6.950327395302625e-06
Position 869: 5.092108764392476e-06
Position 84: 4.919812894058406e-06
Position 1646: 4.208868751768271e-06
Position 1843: 3.7256724020092198e-06
Position 1955: 3.567343235137069e-06
Position 1940: 3.4909626902486504e-06
Position 1875: 3.020896203100314e-06
Position 2881: 2.8901600707076855e-06
Position 2773: 1.7427762066173978e-06
Position 34: 1.2505403265334684e-06
Position 2272: 1.1949691735289366e-06
Position 1699: 1.1066038483926535e-06
Position 1386: 7.35794013763823e-07
Position 288: 6.774618171854409e-07
Position 2070: 6.332588044524513e-07
Position 2647: 5.04399623881693e-07
Position 1831: 4.886184847909304e-07
Position 44: 4.125753803757495e-07
Position 1638: 4.1060925194231614e-07
Position 312: 3.136297213777112e-07
Position 1873: 2.772281837587414e-07
Position 140: 2.377791249765264e-07
Position 466: 2.3757033326774684e-07
Position 291: 2.2029289854351873e-07
Position 233: 1.9817601706845341e-07
Position 152: 1.7829107350569243e-07
Position 418: 1.699995285513101e-07
Position 2902: 1.659686223741287e-07
Position 2908: 1.1961793022433698e-07
Position 2067: 9.229512561465634e-08
Position 2075: 3.7338540275725325e-08
Position 472: 2.7754825829880183e-08
Position 2098: 4.882049146877598e-09
Position 73: 2.6771723549579565e-09
Position 2081: 2.5282511388640763e-10
Position 2103: 2.5269291769859836e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9946640301592853
Position 2246: 0.9873484595215598
Position 1423: 0.9465170884079402
Position 2049: 0.7772498457628171
Position 2101: 0.214525545886523
Position 267: 0.06472868261837132
Position 901: 0.05498099028685821
Position 2688: 0.054891038553339745
Position 434: 0.047997530075782176
Position 350: 0.018356646353003915
Position 675: 0.012310304437616274
Position 940: 0.006145015662980466
Position 655: 0.004480051122511758
Position 796: 0.004322021269809175
Position 691: 0.004196405818975246
Position 84: 0.004168595578595944
Position 1753: 0.003856098612257796
Position 1175: 0.0029811302945361934
Position 1616: 0.0017475740725299903
Position 1300: 0.0016981027739739695
Position 2103: 0.0016727666158113344
Position 2229: 0.0016270680081555456
Position 2306: 0.0015854145398406215
Position 634: 0.0014164478974542935
Position 2594: 0.0011000790571386858
Position 1011: 0.0009927091434061691
