Gene = Tfb4
index = 1555
Annotated 5SS: [  61  299  547 1027]
Annotated 3SS: [ 117  350  607 1090]
SMsplice 5SS: [  61  299  547 1027]
SMsplice 3SS: [ 117  350  607 1090]
top_k =  500
Partition function (log Z): 5.312645228135915

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9892812431684014
Position 547: 0.951454626426092
Position 61: 0.9437663257134048
Position 1027: 0.9136987467144964
Position 818: 0.026858606098034178
Position 494: 0.025073304147038362
Position 276: 0.007263017096229441
Position 1160: 0.004195964327446804
Position 808: 0.0039267579484344
Position 688: 0.0037339240093573448
Position 531: 0.002346107152228863
Position 853: 0.0013746794625333963
Position 977: 0.0012219807738017396
Position 676: 0.0011144258140586777
Position 219: 0.000905913573196878
Position 303: 0.0006271584234736091
Position 771: 0.000521682687484838
Position 273: 0.0004313409817470699
Position 1031: 0.00039975123777950095
Position 945: 0.0003460922808972939
Position 439: 0.000325800879066183
Position 789: 0.0003063252014179282
Position 989: 0.0002660934447410416
Position 408: 0.00017918055193608896
Position 697: 0.00016404932169989512
Position 321: 0.00014474987960451973
Position 1172: 0.00012222278748110483
Position 707: 7.074536532440136e-05
Position 500: 5.8583727264833945e-05
Position 67: 3.6056737615941554e-05
Position 519: 2.8958395768129175e-05
Position 857: 1.9940019370277703e-05
Position 427: 1.6695361091916925e-05
Position 397: 1.4992080025731855e-05
Position 844: 5.752836534227224e-06
Position 656: 3.306329126232913e-06
Position 141: 2.8197548008040333e-06
Position 632: 2.5134061102444663e-06
Position 1005: 2.3419920915618895e-06
Position 968: 2.1662251157381874e-06
Position 417: 1.7585804444501853e-06
Position 382: 1.671863685500184e-06
Position 177: 1.3942103993288055e-06
Position 1185: 6.238531943844415e-07
Position 914: 6.06777514117341e-07
Position 659: 2.70216643156646e-07
Position 602: 2.379011164204368e-07
Position 360: 1.3849385521606683e-07
Position 147: 1.4090457508417758e-08
Position 882: 6.324734378640736e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.9893384172953469
Position 607: 0.9673771326301315
Position 117: 0.9402887299032774
Position 1090: 0.9066465719209899
Position 877: 0.040749511169961
Position 374: 0.007081374496772255
Position 613: 0.005650914184518425
Position 1103: 0.004867592423775342
Position 1229: 0.004460479282425591
Position 1127: 0.002840333410018322
Position 377: 0.0021413280330329033
Position 808: 0.0020839896001856113
Position 170: 0.0014651696480204141
Position 914: 0.0012487007526321746
Position 1069: 0.0011397968855954514
Position 194: 0.000989788439745774
Position 724: 0.00041532904533442516
Position 1056: 0.0002538540214270109
Position 665: 0.00022814501131937563
Position 185: 0.0001905964186089948
Position 688: 0.00017151303279794582
Position 637: 0.00016117603694218896
Position 1217: 9.966043039274903e-05
Position 1005: 6.513484344429871e-05
Position 1169: 5.469451896835729e-05
Position 414: 4.090397099077075e-05
Position 435: 3.3653277965193436e-05
Position 1172: 3.276757458617439e-05
Position 215: 2.8184601752328518e-05
Position 557: 2.0806064456100336e-05
Position 615: 2.0206970772445197e-05
Position 817: 1.823918804932645e-05
Position 1027: 1.8111676296527972e-05
Position 251: 1.120376366792723e-05
Position 844: 9.384224650110616e-06
Position 545: 8.904451007686685e-06
Position 781: 8.38960900324916e-06
Position 1175: 7.660225732402523e-06
Position 826: 7.125354413449949e-06
Position 669: 6.9661389196938355e-06
Position 254: 5.865212174671726e-06
Position 771: 5.486911439765042e-06
Position 785: 4.714350299899632e-06
Position 1136: 4.565333402772974e-06
Position 763: 4.2499405302237895e-06
Position 397: 4.187865107821916e-06
Position 1142: 2.667473401761592e-06
Position 1194: 2.2429619929335063e-06
Position 408: 2.184177762046472e-06
Position 1145: 1.4376864606581423e-06
Position 550: 3.5283341990729106e-07
Position 1198: 2.454205279146287e-07
Position 485: 2.4180856425106893e-07
Position 552: 1.9094753919884834e-07
Position 382: 1.7691051519625277e-07
Position 515: 1.4018198318876047e-07
Position 260: 9.94894372496809e-08
Position 306: 5.9013751368738646e-08
Position 450: 5.813001385170254e-08
Position 447: 5.175913953833547e-08
Position 308: 1.58689005037944e-11
Position 303: 8.408900886248902e-13
Position 444: 5.8328458247734006e-15
