Gene = CkIIalpha-i3
index = 1076
Annotated 5SS: [ 298  870 1051 1275 1396 1528 1617]
Annotated 3SS: [ 359  993 1112 1323 1452 1583 1678]
SMsplice 5SS: [ 870 1051 1396 1528]
SMsplice 3SS: [ 993 1112 1452 1583]
top_k =  500
Partition function (log Z): -0.6506933760457907

Sorted 5' Splice Sites (High to Low Probability):
Position 1396: 0.9148670159284191
Position 870: 0.8833815971671121
Position 1528: 0.7852325223600778
Position 1051: 0.7840950979385153
Position 1617: 0.4296222427721526
Position 1275: 0.37041195540645966
Position 532: 0.24098689222126193
Position 573: 0.18030712573265503
Position 82: 0.09304462882563203
Position 304: 0.07590679346366835
Position 15: 0.053026243680294974
Position 1200: 0.04366794538036904
Position 648: 0.029814105577795482
Position 162: 0.025813195428802505
Position 1400: 0.024145017881904915
Position 1042: 0.018238560167183237
Position 23: 0.01340291875546814
Position 298: 0.007365907543683072
Position 279: 0.0062119805429481315
Position 1141: 0.005756354457118756
Position 101: 0.00510429551491663
Position 602: 0.003649793897563966
Position 170: 0.003601300416020238
Position 1195: 0.0033324321014723325
Position 310: 0.0021011861047997597
Position 879: 0.0019684049618812816
Position 1055: 0.0014141551424819423
Position 1148: 0.0011620528638580506
Position 445: 0.0008360358182865631
Position 1091: 0.000701724847201919
Position 729: 0.0006662883393205018
Position 181: 0.0006630104314985765
Position 580: 0.0006387875581615688
Position 152: 0.0006371117976271143
Position 187: 0.0006323668738526328
Position 147: 0.0004790574486899257
Position 1621: 0.00043163228562663475
Position 315: 0.0002783549655393114
Position 788: 0.00027122683502121576
Position 672: 0.00025242675698221995
Position 1351: 0.00023072147768533254
Position 1718: 0.00022176725705630392
Position 1410: 0.00015116280123870506
Position 1345: 0.00014441662987594537
Position 1204: 0.00013462882203619682
Position 1214: 0.0001174538822675524
Position 1355: 0.00011631358373658325
Position 1404: 6.338602330815809e-05
Position 365: 5.265467377731983e-05
Position 536: 2.9503578676092096e-05
Position 1532: 1.5254565861252254e-05
Position 551: 1.1492618696688473e-05
Position 1787: 9.353149473019154e-06
Position 750: 7.228521505634007e-06
Position 434: 6.889745604281202e-06
Position 27: 4.953305765707794e-06
Position 804: 7.472610801171064e-08
Position 379: 3.8548331412362147e-08
Position 359: 2.7607657638715393e-08
Position 1029: 2.0207003602205017e-08
Position 501: 1.2778055876232135e-08
Position 400: 2.6222386178349626e-09
Position 1611: 2.358464538843913e-09
Position 1629: 1.1331417575695083e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9478093312920486
Position 993: 0.8599668132964852
Position 1583: 0.7768191329857429
Position 1112: 0.7723015137105284
Position 1323: 0.4678696809569497
Position 1678: 0.4268130501091894
Position 629: 0.34577038381139363
Position 359: 0.2504012005358425
Position 716: 0.07386029577778436
Position 755: 0.019640655366830503
Position 1199: 0.012460045306784191
Position 588: 0.0069863933468787675
Position 1681: 0.006886110075759288
Position 663: 0.006611512841054766
Position 761: 0.006166593633606033
Position 607: 0.005389824464100095
Position 393: 0.003828091551179322
Position 787: 0.0031342669901370562
Position 1135: 0.0027971362471269643
Position 695: 0.0024276575116257545
Position 213: 0.0018113622029363513
Position 1646: 0.0013781447664715932
Position 332: 0.001145778548308885
Position 647: 0.001087339159542598
Position 1795: 0.0009978744908635867
Position 1001: 0.0009516626077852612
Position 81: 0.0007822881516643403
Position 170: 0.0007750384700277851
Position 1798: 0.0007646859982799
Position 1608: 0.0007402034753400845
Position 1029: 0.0006093737802445051
Position 1628: 0.0005547865313225826
Position 1474: 0.0005356320098828035
Position 1786: 0.0005313065776397006
Position 429: 0.0004892229825164518
Position 1329: 0.00039907054448751824
Position 137: 0.000375949588138297
Position 602: 0.0003555948675672707
Position 1611: 0.00032381741767682667
Position 62: 0.00030258890221486587
Position 1721: 0.00027016090206359437
Position 1145: 0.00022658578346098398
Position 1236: 0.00021733808397282652
Position 701: 0.00020514323599257398
Position 187: 0.0001951666365909486
Position 181: 0.00015205574875448718
Position 147: 0.00014990158953415568
Position 512: 0.00010335252956872214
Position 1162: 0.00010000255555230262
Position 279: 9.627018260256645e-05
Position 291: 9.032719637600025e-05
Position 722: 8.857021438497081e-05
Position 1876: 8.537885059302968e-05
Position 1230: 8.178727403441405e-05
Position 1120: 7.931329503735259e-05
Position 1345: 7.730499000580724e-05
Position 1166: 6.617762644516874e-05
Position 310: 5.391093591697046e-05
Position 509: 3.702676578902276e-05
Position 736: 3.07537267220305e-05
Position 491: 2.9979455937323292e-05
Position 1074: 2.953193561574945e-05
Position 1847: 2.410467532643112e-05
Position 1342: 2.3159721728601128e-05
Position 729: 1.497334331207412e-05
Position 114: 1.2958894408321183e-05
Position 545: 1.220476373688256e-05
Position 1497: 8.436518973504245e-06
Position 573: 5.7949913963495655e-06
Position 1983: 5.57211490087615e-06
Position 304: 5.231354804658627e-06
Position 515: 4.571866427390162e-06
Position 93: 2.471977811211767e-06
Position 88: 1.1601940411167808e-07
Position 518: 6.01687509046988e-08
