Gene = Su(z)12
index = 1531
Annotated 5SS: [ 664  778 1496 2411 3309]
Annotated 3SS: [ 730 1005 1557 2475 4171]
SMsplice 5SS: [ 664  778 1496 2411 3309]
SMsplice 3SS: [ 730 1005 1557 2475 4171]
top_k =  500
Partition function (log Z): 11.16544675992363

Sorted 5' Splice Sites (High to Low Probability):
Position 2411: 0.9997249960514106
Position 1496: 0.9897174726094238
Position 664: 0.9754484363934313
Position 3309: 0.9637560984371059
Position 778: 0.9501497137522732
Position 4104: 0.13301972958731473
Position 1249: 0.1087963769414877
Position 1084: 0.08406507530687708
Position 4749: 0.030709892642720043
Position 91: 0.029371625953507247
Position 4446: 0.027097383452629218
Position 4101: 0.026929068718689855
Position 1948: 0.015527624345433425
Position 1971: 0.012205633935220749
Position 4005: 0.008057966282579515
Position 4780: 0.007753182328537033
Position 860: 0.006876123930828665
Position 1655: 0.006353505699116683
Position 1619: 0.005165376812047768
Position 1126: 0.004997035444985494
Position 2613: 0.0029527298412192924
Position 1472: 0.0028564120809789046
Position 799: 0.002835059489505711
Position 4962: 0.0027888473146773065
Position 87: 0.002420982974862408
Position 308: 0.0022859099267955444
Position 3640: 0.0018870414076758272
Position 939: 0.0016557351392849744
Position 4579: 0.0016402887497571899
Position 2905: 0.0016289717091999825
Position 4085: 0.0011033550627294894
Position 1418: 0.0009998357733654625
Position 4001: 0.0009273306406020928
Position 3564: 0.0008880825455019173
Position 5019: 0.0006875258898061829
Position 1185: 0.0005809081160668213
Position 2899: 0.000569308606367603
Position 2912: 0.0005546393802056226
Position 3486: 0.0005375661174076504
Position 2648: 0.0005231071340939336
Position 4083: 0.000403395493286358
Position 1347: 0.0003475557805293263
Position 3848: 0.00033938365799175956
Position 668: 0.0003249082164156658
Position 807: 0.0002989099953036305
Position 300: 0.0002952863577069538
Position 962: 0.00027995654250501003
Position 130: 0.00027261510186908406
Position 3931: 0.00024899994184287075
Position 159: 0.00023119123410562662
Position 4916: 0.00022610496538659537
Position 2848: 0.000196462499674902
Position 908: 0.000190654024415011
Position 609: 0.00015453337701785345
Position 104: 0.0001435134416719535
Position 4040: 0.00014130606019741113
Position 916: 0.00013519999950309104
Position 23: 0.0001350132222993418
Position 1881: 0.00012024406856206439
Position 1245: 0.00011911915884732393
Position 2428: 0.00011549467311901299
Position 2666: 0.00010471827253137406
Position 181: 0.00010435790326361819
Position 1332: 9.094500169971336e-05
Position 1345: 7.580856447287876e-05
Position 3018: 7.54288798307377e-05
Position 2390: 6.934491254636956e-05
Position 1459: 6.38960348269326e-05
Position 1116: 6.201443202196392e-05
Position 831: 5.898760408876133e-05
Position 4035: 5.537426325545753e-05
Position 412: 5.272930218947148e-05
Position 4148: 5.117527143896566e-05
Position 2729: 4.742137126409113e-05
Position 2623: 4.705078408428217e-05
Position 3021: 4.5166438839025124e-05
Position 604: 4.463646260884192e-05
Position 1628: 3.685194357042176e-05
Position 2603: 2.723279922007905e-05
Position 505: 2.567897108013368e-05
Position 174: 2.4103737440147073e-05
Position 351: 2.189535564786617e-05
Position 782: 1.9548302833950706e-05
Position 704: 1.9263176748202772e-05
Position 1770: 1.6385610224351487e-05
Position 2401: 1.4803664286388416e-05
Position 1796: 1.3915046755042314e-05
Position 214: 1.3103118557843005e-05
Position 2655: 1.1235601263275879e-05
Position 1598: 9.268636654442586e-06
Position 3357: 8.911687323995482e-06
Position 37: 7.995682525839203e-06
Position 382: 7.219385507980617e-06
Position 2835: 6.6614590093961755e-06
Position 585: 6.186676716809846e-06
Position 2701: 5.916288949617214e-06
Position 163: 4.8847013486824166e-06
Position 2387: 3.885802817125376e-06
Position 404: 3.682434765152565e-06
Position 416: 3.5393905785604316e-06
Position 4046: 3.502074605295457e-06
Position 4058: 3.4594071900794147e-06
Position 209: 2.7419218722134067e-06
Position 221: 2.717233313572673e-06
Position 3411: 2.329626408752837e-06
Position 3759: 2.0169879725724015e-06
Position 2819: 1.8009803286806517e-06
Position 683: 1.2017680693099202e-06
Position 2213: 1.003495481653007e-06
Position 379: 8.459613569642816e-07
Position 3343: 8.214342659488942e-07
Position 4: 8.128533223845728e-07
Position 6: 7.966570886030592e-07
