Gene = osp
index = 1831
Annotated 5SS: [  875 49598 53262 77490 78657 86750 87014 87228 87490 87654 88209]
Annotated 3SS: [49570 53180 77423 78079 84095 86878 87087 87339 87541 87859 88464]
SMsplice 5SS: [  875 33327 53262 77490 78657 84600 86750 87014 87228 87490 87654 88209]
SMsplice 3SS: [32972 53180 77423 78079 84095 86233 86878 87087 87339 87541 87748 88464]
top_k =  500
Partition function (log Z): -80.80093634437611

Sorted 5' Splice Sites (High to Low Probability):
Position 3604: 0.9999999997187249
Position 875: 0.9864036819301996
Position 33327: 0.877327465483409
Position 3319: 0.06066421478582393
Position 3279: 0.022349853422750414
Position 221: 0.02043156348620772
Position 1505: 0.00754534037009569
Position 2205: 0.001995945995565649
Position 266: 0.0016425755912791138
Position 1285: 0.0016194650004469522
Position 508: 0.0014289981198150345
Position 1147: 0.0011410488583529607
Position 254: 0.0007176877701215062
Position 1310: 0.0007097059091738132
Position 956: 0.0006446142760180341
Position 1750: 0.0005365099161051734
Position 2454: 0.0003684159501520319
Position 485: 0.00034526851067515855
Position 250: 0.0002940700129802661
Position 256: 0.00027137488643576676
Position 2463: 0.00024041215134714178
Position 428: 0.0002390925619288956
Position 30: 0.00020465639209477898
Position 124: 0.00016901574416404165
Position 907: 0.0001632781599212554
Position 270: 0.00014252521335750992
Position 1903: 0.00013313313580175107
Position 575: 0.00011628010995335685
Position 1101: 9.002838800275604e-05
Position 479: 7.43063764214426e-05
Position 227: 6.886693840346363e-05
Position 689: 6.039519819400462e-05
Position 211: 5.1832972214263245e-05
Position 533: 3.985380211841841e-05
Position 2017: 3.292766082522266e-05
Position 814: 3.2005772433972256e-05
Position 366: 2.8620111903759463e-05
Position 1149: 2.6943796988062297e-05
Position 879: 2.5684764727167258e-05
Position 1326: 2.3368865120681175e-05
Position 935: 1.6443219161773427e-05
Position 276: 1.305256607437993e-05
Position 953: 1.0066378411945211e-05
Position 473: 9.40597399331233e-06
Position 308: 9.209502870226633e-06
Position 225: 9.162234141192081e-06
Position 1092: 9.063240712976066e-06
Position 1151: 6.828695973688558e-06
Position 233: 6.788794287441326e-06
Position 284: 6.170445519646887e-06
Position 628: 5.8842305418473905e-06
Position 219: 4.70090293914067e-06
Position 391: 4.423207225503896e-06
Position 417: 4.2175412151757745e-06
Position 1142: 4.170488027061392e-06
Position 1173: 3.398001965143466e-06
Position 19: 2.625432728419058e-06
Position 203: 2.574989507051395e-06
Position 1237: 2.3390908033968637e-06
Position 1263: 2.27899172606918e-06
Position 1278: 1.7429069466655928e-06
Position 258: 1.465676695180591e-06
Position 278: 1.1594181741781926e-06
Position 611: 9.32063423896535e-07
Position 364: 8.672127802509026e-07
Position 664: 8.151893191198349e-07
Position 84: 5.111701115463537e-07
Position 50: 5.072073893352274e-07
Position 260: 3.9732483075804744e-07
Position 784: 2.550511261194669e-07
Position 495: 1.6608747080575249e-07
Position 15115: 1.1603996620543628e-09
Position 15412: 8.640216233617274e-10
Position 996: 8.509830704375263e-10
Position 12103: 6.781526259446162e-10
Position 14279: 5.736611568188774e-10
Position 14051: 5.048808166736575e-10
Position 15089: 3.619917619866082e-10
Position 11919: 3.2630714464888435e-10
Position 15720: 2.3816259505943806e-10
Position 12751: 1.8543849370777589e-10
Position 10857: 6.345131988527427e-11
Position 5933: 5.523945895997367e-11
Position 10945: 2.1804230198713535e-11
Position 7452: 1.4315741306955737e-11
Position 6103: 1.3671071151309832e-11
Position 5937: 7.990436432713453e-12
Position 7802: 7.1132319622163105e-12
Position 6128: 5.498849021795256e-12
Position 5014: 4.426993949377088e-12
Position 9071: 1.688681285307054e-12
Position 11266: 1.4991439926384574e-12
Position 12907: 1.1662762526454474e-12
Position 11134: 1.0359431711565476e-12
Position 11989: 7.349256992448528e-13
Position 5733: 4.07678997333049e-13
Position 11851: 3.8575047233639666e-13
Position 2584: 3.073732528973392e-13
Position 2589: 1.7584578439731272e-13
Position 5148: 1.696286955507592e-13
Position 5655: 1.0405898794747198e-13
Position 5946: 5.08055280938909e-14
Position 1609: 4.627011851005666e-14
Position 2075: 7.609027446342215e-15
Position 1070: 4.672728399273334e-15
Position 1111: 4.65354526244034e-15
Position 3619: 1.7485422169177676e-15
Position 3634: 1.3897216614137103e-15
Position 1185: 1.0877341803063445e-15
Position 1387: 3.2047867063730956e-16
Position 1329: 3.0147377662955466e-16
Position 1020: 1.492287046704347e-16
Position 3789: 2.1247464705719376e-18
Position 989: 1.87401795732399e-18
Position 286: 4.767039108389019e-20
Position 7: 1.457805058911146e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 32972: 0.9999886908545264
Position 35269: 0.7220618343142843
Position 1371: 0.32413040321794584
Position 33397: 0.15526563116912628
Position 3405: 0.11867835011970332
Position 3433: 0.11633264736454714
Position 3520: 0.10290761701993695
Position 2718: 0.08824368460422102
Position 2776: 0.0688924029992103
Position 2317: 0.03989706984975538
Position 3371: 0.03870410001758037
Position 2517: 0.03376620005698877
Position 946: 0.020443688534730754
Position 2739: 0.018692326548906027
Position 3094: 0.017654145415836677
Position 2995: 0.01734427401783168
Position 2747: 0.013069025158411686
Position 1020: 0.010044260777114155
Position 1227: 0.008921034201440308
Position 3231: 0.006945463462086822
Position 737: 0.006107884096619692
Position 3496: 0.006065046310557713
Position 1255: 0.005909096012960699
Position 2830: 0.004626623241894933
Position 1554: 0.004551944352892287
Position 3184: 0.004139467793113153
Position 611: 0.0034559409544873314
Position 2725: 0.002914564250377786
Position 3178: 0.0028362593447059064
Position 646: 0.002569783881450196
Position 1343: 0.0024792637548729816
Position 3384: 0.0023416832805121086
Position 1484: 0.002267148221290978
Position 1753: 0.002112777381777371
Position 3120: 0.0018611694734823173
Position 1842: 0.0017335870065357435
Position 1064: 0.0016412196813065808
Position 649: 0.0014220869719496064
Position 996: 0.0014065600894439688
Position 1173: 0.0013303339653394617
Position 2108: 0.0011433823078711332
Position 2152: 0.0010979756175450112
Position 2320: 0.0007189409216160661
Position 1847: 0.0007180798392060693
Position 3174: 0.00035401660595782967
Position 546: 0.0003217832474233859
Position 575: 0.00013289475112186085
Position 449: 0.0001017905967073597
Position 294: 6.271252272232219e-05
Position 428: 3.355514272252053e-05
Position 388: 1.9265032563330592e-05
Position 391: 1.0225562863091818e-05
Position 25703: 1.0041404555053934e-05
Position 399: 9.782978010848299e-06
Position 746: 7.245844567946949e-06
Position 1278: 6.766845028189626e-06
Position 1004: 6.273922173414186e-06
