Gene = Plap
index = 1383
Annotated 5SS: [ 138  738 1671 2354]
Annotated 3SS: [ 406  803 1726 2410]
SMsplice 5SS: [ 738 1313 2354]
SMsplice 3SS: [ 834 1726 2410]
top_k =  500
Partition function (log Z): -7.294286506644801

Sorted 5' Splice Sites (High to Low Probability):
Position 738: 0.9621412116304027
Position 2354: 0.6438166355615268
Position 1313: 0.4749274018003309
Position 1671: 0.0832957542289895
Position 2337: 0.07293399144500452
Position 976: 0.05770558053057016
Position 3009: 0.057226330475367196
Position 1546: 0.027383730606543904
Position 138: 0.021865883543538057
Position 1845: 0.01804470006966329
Position 1143: 0.015165740588972087
Position 1831: 0.01147395625791036
Position 2877: 0.010805618350389663
Position 1491: 0.00993331398324579
Position 1583: 0.008974060146197732
Position 102: 0.008394155051000699
Position 3014: 0.0082810187684913
Position 470: 0.007267078678809996
Position 1317: 0.00580781568279864
Position 300: 0.0053500008934621954
Position 1916: 0.00422981769727347
Position 753: 0.003297506836441228
Position 2899: 0.0032336069364941344
Position 655: 0.0030643504583761244
Position 468: 0.002991761089060015
Position 304: 0.0029679785231454627
Position 698: 0.0028275218756499297
Position 2358: 0.002600125949417811
Position 721: 0.002563541570578519
Position 1552: 0.0025500227756374075
Position 6: 0.0017905446293825004
Position 1682: 0.001728728412939196
Position 1231: 0.0016533694339292452
Position 1652: 0.0014189322425089662
Position 289: 0.0014129475762039607
Position 1541: 0.0013893266054923307
Position 1067: 0.001129469573821633
Position 2253: 0.0009937113505053283
Position 1045: 0.0009872981294296985
Position 1435: 0.0009631656021366427
Position 521: 0.0009053210380261278
Position 1612: 0.0007154602720984946
Position 167: 0.0005563277931081448
Position 21: 0.0005322836322183049
Position 677: 0.0005232841221561965
Position 649: 0.00046723441063336967
Position 1390: 0.00040222309950495484
Position 2775: 0.0003950049064667034
Position 1495: 0.0003769832416308696
Position 2918: 0.0003698081989509328
Position 882: 0.0003505589278654653
Position 1157: 0.00031722325015203157
Position 1657: 0.00031350566405879217
Position 758: 0.0002744114723252081
Position 640: 0.00017604774704347445
Position 1108: 0.00015894917711982298
Position 39: 0.00015731123869455505
Position 57: 0.00014102601207823917
Position 2259: 0.0001347224764995242
Position 2984: 0.00011866014296803107
Position 1854: 0.0001159141015716625
Position 81: 9.659454006565327e-05
Position 1428: 9.287705694213545e-05
Position 1488: 8.98619420815061e-05
Position 1486: 8.553944792617347e-05
Position 402: 8.227283919203876e-05
Position 1321: 7.558204609875368e-05
Position 1154: 7.254972423898583e-05
Position 1543: 5.7908290895513544e-05
Position 1217: 5.613313644603515e-05
Position 940: 5.365505171215168e-05
Position 182: 3.1338957589622496e-05
Position 3084: 2.974507329658348e-05
Position 203: 1.3656362837973653e-05
Position 105: 1.2262656856655023e-05
Position 452: 9.62234198353005e-06
Position 1785: 8.422339869222926e-06
Position 41: 7.386658597423149e-06
Position 693: 6.699285982885157e-06
Position 424: 6.00860177502916e-06
Position 591: 2.713235382639562e-06
Position 1629: 2.280431894158658e-06
