Gene = LKRSDH
index = 1247
Annotated 5SS: [ 185  450 1368 1812 2451 3785 4021]
Annotated 3SS: [ 305 1190 1432 1875 2628 3843 4082]
SMsplice 5SS: [ 185  450  828 1368 1812 2451 3785 4021]
SMsplice 3SS: [ 305  513 1190 1432 1875 2628 3843 4082]
top_k =  500
Partition function (log Z): 36.72489295995093

Sorted 5' Splice Sites (High to Low Probability):
Position 4021: 0.9999097519022964
Position 2451: 0.9965497827826464
Position 3785: 0.9962374767220149
Position 1812: 0.9958667574889967
Position 450: 0.9947937183461075
Position 185: 0.9582497495242557
Position 1368: 0.8081078682147054
Position 4455: 0.5244316167573996
Position 828: 0.3486145007607485
Position 605: 0.09632017248659065
Position 629: 0.07564540858912006
Position 591: 0.04933060615900058
Position 906: 0.047785290857046615
Position 2749: 0.04727207355126507
Position 242: 0.04160587206025377
Position 618: 0.0397257129992885
Position 865: 0.029985584634549308
Position 3193: 0.027741467572137073
Position 2788: 0.024438448519669115
Position 3106: 0.016835943377383422
Position 980: 0.013027299019166398
Position 3209: 0.012814099735969713
Position 820: 0.012761069686197772
Position 2775: 0.012491049751951469
Position 2950: 0.011914793232405714
Position 1263: 0.010787287131782196
Position 3160: 0.010367605086846667
Position 2773: 0.009921334701697407
Position 4303: 0.008580577705201353
Position 568: 0.008158876333129676
Position 1089: 0.007967697863573524
Position 1523: 0.007133287426155605
Position 3341: 0.006912725709540387
Position 599: 0.004574938890887491
Position 613: 0.003965411414351714
Position 4164: 0.003668452359112842
Position 949: 0.003660923747447663
Position 572: 0.003068561278955528
Position 4379: 0.00284184622708434
Position 2827: 0.002342931874570955
Position 1387: 0.0022240754284231336
Position 2871: 0.00205762053371732
Position 3086: 0.0020192298561172006
Position 1103: 0.0019154264573313755
Position 2729: 0.0017063544212759653
Position 3122: 0.0016589031397496045
Position 1242: 0.0014085682904018285
Position 2447: 0.0013223100337541724
Position 2134: 0.0013209246169535204
Position 3789: 0.0013136259955567153
Position 2736: 0.0011128688875799136
Position 1930: 0.0010385905772678653
Position 2755: 0.0010253071188265031
Position 4459: 0.0010030767495561323
Position 408: 0.0009386631103791577
Position 1902: 0.0006671393286008909
Position 4432: 0.0006517756622876799
Position 2246: 0.0006332521194087513
Position 3485: 0.0005964992595271116
Position 925: 0.0005642599664178941
Position 3457: 0.0005004992826799532
Position 4648: 0.0004852938641832613
Position 2793: 0.00047449871709316963
Position 3724: 0.0004401499715398939
Position 430: 0.0003993760021527795
Position 786: 0.0003783737157385425
Position 4202: 0.00037379909329954904
Position 840: 0.0003662718235818874
Position 1020: 0.000349441780325356
Position 1059: 0.00033178490109690614
Position 2839: 0.0003301306781971435
Position 4277: 0.00032933412685046755
Position 1054: 0.0003211853940020577
Position 1796: 0.00031731850356519825
Position 735: 0.0003062627559588947
Position 2918: 0.00026521530212701054
Position 2953: 0.00026350897240615736
Position 2012: 0.000236352528290642
Position 2902: 0.00022815100486705202
Position 1821: 0.00020984892098234204
Position 2517: 0.0002068872385612068
Position 4558: 0.0002021054870251033
Position 414: 0.00015287067284126376
Position 597: 0.00013758833899681766
Position 1768: 0.00011787766087718404
Position 3701: 0.00011757616067017844
Position 386: 0.00010849208918764725
Position 2501: 0.00010511566766797139
Position 654: 9.946567193851287e-05
Position 68: 9.593748310860451e-05
Position 1254: 9.363937074134132e-05
