Gene = Akap200
index = 16
Annotated 5SS: [  197 11404 11864 13773]
Annotated 3SS: [11183 11467 11924 14590]
SMsplice 5SS: [  197 11404 11864 12378]
SMsplice 3SS: [11183 11467 11924 14590]
top_k =  500
Partition function (log Z): -0.23852610500534954

Sorted 5' Splice Sites (High to Low Probability):
Position 11864: 0.9889428126674017
Position 11404: 0.9875625994248545
Position 197: 0.7664110103197257
Position 12378: 0.6032600143146205
Position 15220: 0.3113984967136091
Position 156: 0.1839065463872538
Position 13773: 0.18061409807597775
Position 3360: 0.16464215821442812
Position 8623: 0.14009488330706654
Position 2929: 0.13833814604640435
Position 2493: 0.13652845836831712
Position 11604: 0.04427586816996879
Position 2811: 0.03915539858982042
Position 12563: 0.03260186342969657
Position 4026: 0.032213425971748505
Position 8056: 0.027498563983451067
Position 14663: 0.027022972590254477
Position 308: 0.022864574018908193
Position 3342: 0.016309675397680447
Position 12435: 0.0161624810006799
Position 10756: 0.013042507237530341
Position 11398: 0.011606751259304512
Position 10062: 0.011019044043366186
Position 14763: 0.01071717537025485
Position 2644: 0.010247141030515397
Position 15178: 0.009885460176516514
Position 528: 0.00932242032406647
Position 5837: 0.007715697894616277
Position 12048: 0.007424484319177341
Position 8433: 0.007157013758807599
Position 9987: 0.005998607169836096
Position 2497: 0.00589542455675514
Position 4375: 0.005040983971782405
Position 160: 0.00415305253432291
Position 2628: 0.0037405815919802072
Position 2664: 0.003447099811592479
Position 8867: 0.0033038411348073025
Position 14639: 0.0026340605923363763
Position 4022: 0.0025734308115584934
Position 304: 0.0025644389169300298
Position 8663: 0.002291257163190948
Position 12705: 0.002158955132356068
Position 13221: 0.0021394715163121007
Position 15526: 0.0018620022619209955
Position 12445: 0.0017709835381684825
Position 6071: 0.0017036841019916196
Position 2934: 0.0010535206221373933
Position 11663: 0.0008249990816874543
Position 13104: 0.0007082175459476403
Position 2147: 0.000463524048154735
Position 12786: 0.00042783924410648655
Position 2656: 0.0004271699727629901
Position 12792: 0.0004076228378373193
Position 1362: 0.0004067982685692942
Position 11647: 0.00036925750302004256
Position 539: 0.00034824497410575054
Position 11641: 0.0003265809115391276
Position 15517: 0.00029954278184373084
Position 1308: 0.00026120367774609275
Position 1750: 0.00025978136919859016
Position 13263: 0.0002580060072203551
Position 785: 0.000235972069049389
Position 12502: 0.00023138514257858178
Position 1032: 0.00022871532203479412
Position 2210: 0.0002010545013858731
Position 3928: 0.00019988798119013746
Position 300: 0.00019622730456000102
Position 971: 0.00019505842940768163
Position 2448: 0.00019243217140677186
Position 25: 0.00019121290339396666
Position 298: 0.00018451980253950494
Position 432: 0.000177625049743245
Position 2159: 0.00017166948454958524
Position 2310: 0.00017137481246470954
Position 3347: 0.00013264636212089112
Position 2354: 0.00012615867682443812
Position 2391: 0.0001240434106406008
Position 1196: 0.00010422663839143686
Position 2891: 9.19531004898683e-05
Position 127: 8.823441128429438e-05
Position 938: 8.005052094023086e-05
Position 801: 7.223416646289922e-05
Position 294: 7.093957089162727e-05
Position 1299: 6.542720520963822e-05
Position 1573: 6.25744502654743e-05
Position 2342: 6.219252187101941e-05
Position 296: 5.895608619251828e-05
Position 13302: 5.523565813901012e-05
Position 795: 5.491373418205606e-05
Position 1297: 5.18235129666493e-05
Position 12884: 4.879782971445811e-05
Position 2336: 4.28244510850656e-05
Position 1382: 4.224419054403522e-05
Position 12567: 4.119832879964631e-05
Position 12840: 4.077875463615372e-05
Position 11429: 3.5598997320675826e-05
Position 356: 3.4758825176109234e-05
Position 12546: 2.7586314744307182e-05
Position 1386: 2.7383511547691896e-05
Position 1342: 2.4924720389176227e-05
Position 11381: 1.5861474572412763e-05
Position 11378: 1.1355580446634873e-05
Position 2272: 9.060362266630688e-06
Position 12831: 5.975014824629984e-06
Position 11828: 5.429273362347116e-06
Position 11884: 1.9021453597958377e-06
Position 2660: 1.8277606175751854e-06
Position 945: 1.546571476366497e-06
Position 11868: 7.490755013420602e-07
Position 315: 6.884010398854609e-07
