Gene = mtRNApol
index = 1802
Annotated 5SS: [ 358  562 1001 1213 2018 3215 4495]
Annotated 3SS: [ 423  615 1056 1266 2074 3271 4552]
SMsplice 5SS: [ 358  562 1001 1213 2018 3215 4495]
SMsplice 3SS: [ 423  615 1056 1266 2074 3271 4552]
top_k =  500
Partition function (log Z): 16.994580788246246

Sorted 5' Splice Sites (High to Low Probability):
Position 562: 0.9992409508786816
Position 358: 0.9971725910410287
Position 4495: 0.9950247235511003
Position 3215: 0.993224124503178
Position 1001: 0.9726930991517566
Position 1213: 0.8987800492925517
Position 2018: 0.8787092227806109
Position 1355: 0.05595029179506443
Position 1418: 0.0551324582775258
Position 1576: 0.048591440204480446
Position 70: 0.029440594672394346
Position 2294: 0.022173848715889583
Position 3476: 0.02035193652925338
Position 1006: 0.016307580242066508
Position 2022: 0.015455860774505632
Position 778: 0.013333597558196582
Position 1357: 0.009964405089460539
Position 2540: 0.008276901583751464
Position 4667: 0.006465036066646954
Position 759: 0.004869804666222519
Position 2327: 0.0047764398163060206
Position 897: 0.004602546981558784
Position 4835: 0.004320703987348529
Position 4843: 0.004075335906398196
Position 786: 0.0031128503810861057
Position 74: 0.0030672895791540133
Position 2397: 0.002952497528628605
Position 3196: 0.00272796873913811
Position 2510: 0.0025918434913646446
Position 3872: 0.002550569559129326
Position 2162: 0.0025223337387575012
Position 273: 0.0025154019309796697
Position 1201: 0.002237094107251736
Position 3493: 0.0021380268002629157
Position 2878: 0.0014080612386149103
Position 1220: 0.0013380982730101792
Position 918: 0.001116898191308977
Position 3178: 0.0011108966140945561
Position 1529: 0.0007620716106816062
Position 4951: 0.00048865640883417
Position 2467: 0.0004637675638268574
Position 3617: 0.00043408813924588274
Position 2820: 0.0002980769787109509
Position 1602: 0.00028863825945018597
Position 60: 0.0002813186913194178
Position 4117: 0.000280892774967391
Position 1705: 0.00026644051996479236
Position 3556: 0.00026627627847714295
Position 94: 0.00024292268787642912
Position 32: 0.00022632361639762433
Position 1996: 0.00021932880665343537
Position 2200: 0.00021319678943689988
Position 362: 0.00020977955706536958
Position 3166: 0.000204271944787168
Position 4716: 0.0001970302520752653
Position 4499: 0.00019522632582009508
Position 2298: 0.00019383906823327543
Position 1699: 0.00019161630796746254
Position 3595: 0.00018903884388368633
Position 757: 0.00018350464388691137
Position 4653: 0.00018334607790844074
Position 4700: 0.00016794569638313678
Position 379: 0.00016273845456247953
Position 37: 0.00015550745095277766
Position 3675: 0.00015542925685875159
Position 96: 0.00015342076474090632
Position 1157: 0.0001523196928541218
Position 1361: 0.00015065957464129197
Position 644: 0.00014058114219603736
Position 843: 0.00011841978071424169
Position 4036: 0.00010871779537831751
Position 2687: 0.00010191882620206661
Position 3651: 8.731824641014152e-05
Position 3423: 7.884117725006753e-05
Position 4732: 7.497191685029226e-05
Position 884: 6.09503865242786e-05
Position 1471: 6.0232675099012346e-05
Position 4015: 5.174370382115739e-05
Position 3908: 4.754427462554652e-05
Position 1594: 4.548719612708959e-05
Position 3559: 4.52224568665735e-05
Position 3410: 3.923188985655501e-05
Position 3175: 3.9069534118134854e-05
Position 2406: 3.850127091867104e-05
Position 3372: 3.740028255848181e-05
Position 1649: 3.6966955576007473e-05
Position 4719: 3.463114359650137e-05
Position 4417: 3.3719410754750004e-05
Position 4665: 2.883255148665327e-05
Position 4953: 2.831909850636234e-05
Position 1280: 2.7003892697964583e-05
Position 1359: 2.554679922822402e-05
Position 1832: 2.3925853698372992e-05
Position 4225: 2.3708484619836035e-05
Position 323: 2.23879785282249e-05
Position 5022: 1.920275169249172e-05
Position 1975: 1.5044233059002912e-05
Position 1286: 1.4883212777638887e-05
Position 4726: 1.4676979225712245e-05
Position 546: 1.2892529608914849e-05
Position 566: 1.165880817835303e-05
Position 173: 9.92913187578584e-06
Position 275: 8.292076317043198e-06
Position 836: 6.894563575818413e-06
Position 651: 6.632315856662168e-06
Position 4978: 6.182951110060018e-06
Position 72: 5.431960457617451e-06
Position 2963: 4.863667839498016e-06
Position 117: 4.537641255198853e-06
Position 595: 4.512115933154946e-06
Position 3105: 4.201996135411671e-06
Position 1190: 3.6402740953572114e-06
Position 277: 3.5219856802162454e-06
Position 144: 2.6460142440147013e-06
Position 4462: 2.4581813700158336e-06
Position 649: 1.3259079279318046e-06
Position 592: 1.2005886113406109e-06
Position 187: 1.0282634042029652e-06
Position 309: 7.774815544603117e-07
Position 1172: 5.094122998667223e-07
Position 137: 4.2954993724431423e-07
Position 161: 4.2024544001357973e-07
Position 1841: 3.243995462531762e-07
Position 207: 3.1558765062203324e-07
Position 1444: 3.0995863170809113e-07
Position 1951: 2.8919992281621885e-07
Position 225: 2.691978676815692e-07
Position 1123: 2.3581064563382536e-07
Position 384: 1.1157924559489294e-07
Position 128: 1.0530338522148507e-07
Position 3562: 1.0282529340475356e-07
Position 146: 8.317966371492309e-08
Position 1677: 8.269869797553146e-08
Position 1073: 8.168728158303926e-08
Position 1772: 6.001481366085951e-08
Position 2132: 5.923404344041559e-08
Position 1273: 4.405768306468241e-08
Position 386: 4.182067687474624e-08
Position 2984: 4.1562408103199255e-08
Position 4199: 4.127655222314616e-08
Position 4342: 3.76283478010124e-08
Position 2254: 3.276668808864857e-08
Position 1152: 3.075846652200625e-08
Position 3782: 2.0440049933140036e-08
Position 3732: 1.7830980595331823e-08
Position 1225: 1.697113625336236e-08
Position 1166: 1.6541948828732066e-08
Position 1131: 1.5748182089933758e-08
Position 3887: 1.4714151996549298e-08
Position 407: 8.158694333227113e-09
Position 1428: 7.717145164370208e-09
Position 3980: 3.6439896666991464e-09
Position 3777: 3.1403730657430178e-09
Position 4145: 3.075059279763384e-09
Position 3899: 2.4017975723330905e-09
Position 4352: 1.734852298136191e-09
Position 2996: 2.478321326284308e-10
Position 495: 1.5812196688638113e-10
Position 585: 1.0910928024304067e-10
Position 2554: 5.2638852059242916e-11
Position 1266: 8.095627695967733e-12
Position 576: 2.1645656732233353e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.9969770909808748
Position 4552: 0.9948061794864907
Position 1056: 0.9939117760209157
Position 423: 0.9920688964366401
Position 3271: 0.9888090581981607
Position 2074: 0.9571469276639107
Position 1266: 0.6905943365205147
