Gene = CAH2
index = 58
Annotated 5SS: [2555 4548 4837]
Annotated 3SS: [4074 4608 4897]
SMsplice 5SS: [  69 4548 4837]
SMsplice 3SS: [4074 4608 4897]
top_k =  500
Partition function (log Z): 5.798266313029576

Sorted 5' Splice Sites (High to Low Probability):
Position 4837: 0.9998544323623663
Position 4548: 0.9992777813385195
Position 69: 0.8690451622644777
Position 2555: 0.07850703204358729
Position 1932: 0.07642099500393228
Position 278: 0.07000892477921455
Position 1580: 0.03983053641250691
Position 4191: 0.02527227701357307
Position 140: 0.015874219953577212
Position 319: 0.014541545248029085
Position 2308: 0.014312072378917627
Position 1671: 0.014001065964931284
Position 381: 0.013126645107721307
Position 388: 0.012801511629234676
Position 4326: 0.012248487203030664
Position 5163: 0.007892587715438255
Position 2321: 0.0075711565706502275
Position 999: 0.006714680905263148
Position 5283: 0.005162952073569543
Position 4728: 0.003718132405045182
Position 834: 0.003698081323521271
Position 872: 0.0036294354541894828
Position 2473: 0.003238216190633195
Position 1518: 0.002731441595566322
Position 3617: 0.0009517014352850784
Position 272: 0.0008812771848782297
Position 809: 0.0007276847911799444
Position 5174: 0.0007244621949838103
Position 4716: 0.0006796682950175371
Position 5398: 0.0005599481727211909
Position 1601: 0.00026498911443540124
Position 1239: 0.00025540420645118155
Position 5646: 0.0001876737044074474
Position 5160: 0.00013449830177593365
Position 5139: 0.000125877734943719
Position 4684: 0.00010318827459758722
Position 5062: 9.540826094002143e-05
Position 618: 7.829092943126243e-05
Position 4984: 7.68553860070486e-05
Position 1141: 7.132933900662558e-05
Position 1562: 7.094241667222034e-05
Position 144: 5.3593110321990184e-05
Position 1380: 4.820409831735907e-05
Position 152: 4.292763537084373e-05
Position 361: 4.1456839414813657e-05
Position 1226: 3.609718330554616e-05
Position 5223: 3.3553086307250215e-05
Position 5313: 3.111799550805849e-05
Position 4739: 2.5887613584129436e-05
Position 4609: 2.4540397855480313e-05
Position 5116: 1.9462620365709603e-05
Position 343: 1.9137492542172636e-05
Position 5152: 1.7644403524724163e-05
Position 5507: 1.6827252813866816e-05
Position 188: 1.4203087432298908e-05
Position 3445: 1.3459335187372212e-05
Position 4781: 1.3359904419787145e-05
Position 942: 1.324667281189137e-05
Position 121: 9.466235031098367e-06
Position 657: 9.190370307746574e-06
Position 67: 8.140138383805166e-06
Position 957: 7.605701678609246e-06
Position 39: 6.914356402797042e-06
Position 5500: 5.697257892308324e-06
Position 4853: 5.650650317082514e-06
Position 5549: 5.416371274954446e-06
Position 5531: 5.272930142561629e-06
