Gene = Cds
index = 1064
Annotated 5SS: [  93  608 1447 1787 2029 2579 2795]
Annotated 3SS: [ 166 1321 1689 1851 2089 2662 2858]
SMsplice 5SS: [ 608 1447 1787 2029 2579 2795]
SMsplice 3SS: [1321 1689 1851 2089 2662 2858]
top_k =  500
Partition function (log Z): 17.60962789196104

Sorted 5' Splice Sites (High to Low Probability):
Position 1787: 0.9993103678122871
Position 2795: 0.9980030598569445
Position 2579: 0.9931060802428577
Position 1447: 0.9406106201173589
Position 608: 0.8926446192091625
Position 2029: 0.8189691079086442
Position 93: 0.2935933516813421
Position 3088: 0.27887523529463226
Position 3118: 0.11966270552853318
Position 2033: 0.07138024153184175
Position 2152: 0.043832199821152114
Position 1644: 0.04257396282957757
Position 2014: 0.03042847522676381
Position 2161: 0.028274904737296828
Position 1950: 0.021158055003423576
Position 2185: 0.01745075289743744
Position 2455: 0.014962215822901812
Position 50: 0.010580382634570113
Position 1996: 0.010423027290023076
Position 2011: 0.009539013481238034
Position 127: 0.009199723477079152
Position 1207: 0.007394679217246842
Position 625: 0.00737437801329785
Position 38: 0.006699319352905791
Position 698: 0.005162702088947383
Position 3131: 0.003943639389301699
Position 759: 0.0034915380829623993
Position 3172: 0.0031950669092172365
Position 2338: 0.0030411614749804336
Position 1584: 0.0029636817304861613
Position 3292: 0.00293167393912975
Position 1009: 0.002718189248090965
Position 2177: 0.0023598365330172876
Position 2911: 0.0022990774474711674
Position 1906: 0.002166249309447458
Position 2026: 0.0021397610893685902
Position 716: 0.0019715760261404232
Position 240: 0.0016090808144773971
Position 1509: 0.0016040549459038322
Position 1149: 0.0013211959751984951
Position 2591: 0.0013149069162457525
Position 2253: 0.0011540457317182735
Position 3811: 0.0011344877203216149
Position 3623: 0.001128750521693
Position 2225: 0.0009395417499181131
Position 1451: 0.000695726128119961
Position 2418: 0.0006340127734923575
Position 1791: 0.000560594500374345
Position 2799: 0.0005469901948232853
Position 2583: 0.0005274075172514847
Position 3255: 0.0005167315173593518
Position 2066: 0.0005014029300374236
Position 1578: 0.0004335527039274358
Position 1470: 0.00040660171270254605
Position 194: 0.0003904160282215143
Position 232: 0.0003798931135467845
Position 470: 0.00024706092709290603
Position 20: 0.00024525907560809824
Position 3462: 0.00023270726291859108
Position 40: 0.00020655275823369971
Position 3471: 0.0002041198679681277
Position 612: 0.00019539897379672563
Position 3765: 0.00019271298791008525
Position 3106: 0.00018940740874419344
Position 32: 0.00017899582122231353
Position 3062: 0.00016996286477104683
Position 2293: 0.0001696524565073251
Position 2432: 0.0001368658382844897
Position 3456: 0.00013195139562620687
Position 2140: 0.00013061361066914767
Position 1549: 0.0001253147739000971
Position 1867: 0.00012162558927567578
Position 172: 0.00011401609480208343
Position 3115: 0.00010079555345659731
Position 223: 9.137692995738153e-05
Position 3214: 8.660275335733799e-05
Position 3279: 7.906241398908815e-05
Position 2209: 7.53162779021824e-05
Position 1091: 7.490360008326838e-05
Position 1133: 6.563208056576411e-05
Position 2604: 4.698217784546213e-05
Position 3787: 4.6478881197814083e-05
Position 1932: 4.252668348137849e-05
Position 392: 4.155797275103665e-05
Position 1118: 3.903424658022167e-05
Position 3122: 3.628725176600029e-05
Position 1473: 3.611146433605715e-05
Position 506: 3.5369353136369274e-05
Position 3081: 3.3322713087094476e-05
Position 998: 3.155675460782078e-05
Position 3458: 2.9549612841936403e-05
Position 2318: 2.519291540371017e-05
Position 702: 1.548614206569026e-05
Position 2940: 1.5036907927136803e-05
Position 2934: 1.3021050575441841e-05
Position 1357: 1.169042103779593e-05
Position 2611: 1.0484179962372866e-05
Position 2122: 9.976800143219926e-06
Position 1761: 8.207217144560545e-06
Position 2751: 6.948034690352808e-06
Position 1861: 5.941108964377162e-06
Position 1854: 5.677421961360657e-06
Position 166: 4.841629099429968e-06
Position 2969: 4.250913926142409e-06
Position 2915: 4.116997931151911e-06
Position 2548: 2.5901913403236764e-06
Position 2532: 1.6845417508763513e-06
Position 366: 1.0245293575402537e-06
Position 2476: 8.095284812364468e-07
Position 2902: 5.275844294687177e-07
Position 2243: 2.0568123409671915e-07
Position 2725: 1.9643697270356476e-07
Position 2240: 1.8496275711489007e-07
Position 2640: 1.785442990222347e-07
Position 1872: 1.3509161460580265e-07
Position 700: 6.659725432121659e-08
Position 2730: 6.324004834156632e-08
Position 1829: 3.398817692009026e-08
Position 2830: 2.3988184926709954e-08
Position 1703: 1.9784694038861514e-08
Position 3236: 1.9464205643867735e-08
Position 3241: 1.4083303128828e-08
Position 2108: 9.868700945905018e-09
Position 2156: 1.6686397327680562e-10
Position 2101: 1.240525473423496e-10
Position 629: 8.23183335851501e-11
Position 1815: 2.9936477451902033e-11
Position 2300: 2.1454545551764754e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2858: 0.9983022058281682
Position 1851: 0.9953876390156904
Position 1689: 0.9736193164032411
Position 2089: 0.9633552141820476
Position 2662: 0.9628243505490222
Position 1321: 0.700306212120792
Position 3344: 0.30114806900756463
Position 253: 0.10418003346018641
Position 1262: 0.0754730191093578
Position 1156: 0.05391515911385879
Position 477: 0.04471233054769914
Position 184: 0.03767015637274709
Position 2205: 0.03673827365088247
Position 904: 0.035063464239953226
Position 2634: 0.03299055884841033
Position 2497: 0.03071571975484279
Position 166: 0.029077605978193675
Position 1572: 0.02783234587246325
Position 3139: 0.02761214634864055
Position 3893: 0.02604359158401336
Position 1613: 0.02427364231286893
Position 758: 0.024106960841454445
Position 232: 0.02368522585103955
Position 2318: 0.023128120438948924
Position 290: 0.019939957526379882
Position 3319: 0.011358705170337815
Position 3499: 0.010945430671563316
Position 2251: 0.01055560773304441
Position 970: 0.009602631891901948
Position 2269: 0.009061499510265185
Position 825: 0.007590893580676448
Position 876: 0.007145333656249542
Position 3279: 0.006270451010613608
Position 3176: 0.005182243180003121
Position 3356: 0.004838032137664708
Position 1246: 0.00400990047492744
Position 1549: 0.003918042695091413
Position 1508: 0.003811826285819523
Position 366: 0.003682710728797769
Position 3641: 0.003435405991252808
Position 1905: 0.003352365552625773
Position 755: 0.003075386031422688
Position 190: 0.002943389918986173
Position 386: 0.002913894810804721
Position 3374: 0.0029063696856543348
Position 3563: 0.0027362287304604875
Position 3765: 0.002711140709805799
Position 3729: 0.002341364667690688
Position 3296: 0.0021385850767085797
Position 1502: 0.0020991990383672737
Position 206: 0.002005279517113538
Position 3653: 0.0018124523568448327
Position 1268: 0.0017776631539999396
Position 891: 0.0011079708924033743
Position 2380: 0.0011022646124230263
Position 2385: 0.0010992982935471532
Position 3504: 0.0008835585641728642
Position 2640: 0.0008180291088195087
Position 3292: 0.000814458045774877
Position 1034: 0.0007762108860233082
Position 3248: 0.0007141358173682846
Position 1203: 0.0006982135119807706
Position 340: 0.0006931689983796749
Position 2512: 0.0006500142889447131
Position 2962: 0.0006344058641847524
Position 2476: 0.000614890232152347
Position 127: 0.0005881997019790162
Position 922: 0.0004752152363471903
Position 2953: 0.00046914519320053534
Position 2730: 0.00043705832977300777
Position 1342: 0.0004285446880091382
Position 2101: 0.0003293499503477591
Position 3035: 0.00032392940676252837
Position 1623: 0.00032133868076418396
Position 2560: 0.0003200027082707954
Position 506: 0.0003091157254761053
Position 1866: 0.0002928987190073711
Position 1285: 0.0002861554666762947
Position 3407: 0.00024160012609337916
Position 347: 0.00021600374801146932
Position 305: 0.0002134921748417071
Position 687: 0.00021263162682461139
Position 3475: 0.0002026999761000462
Position 3855: 0.00013998555099741384
Position 516: 0.00013726550464915137
Position 1999: 0.00011794990980061133
Position 1357: 0.00010345602488168732
Position 1390: 0.00010101180384402925
Position 456: 9.320826936860874e-05
Position 2776: 9.008638726858106e-05
Position 1354: 8.41396419359292e-05
