Gene = Tsp39D
index = 1571
Annotated 5SS: [  130 10988 12076]
Annotated 3SS: [10869 11496 12132]
SMsplice 5SS: [  130 10988 12076 13273]
SMsplice 3SS: [10869 11496 12179 13340]
top_k =  500
Partition function (log Z): -12.53302757172102

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.7357111316230704
Position 4854: 0.4928280300271604
Position 5877: 0.45238495616432245
Position 7012: 0.3951009911481975
Position 5358: 0.3945834375357083
Position 6638: 0.28370495645765875
Position 5769: 0.1565252755495601
Position 6127: 0.14977874125430715
Position 6015: 0.14730958321972928
Position 6062: 0.0889680980616232
Position 469: 0.07977765551295372
Position 5380: 0.06827064920572354
Position 5997: 0.0617954235284914
Position 10988: 0.061474538041339385
Position 6206: 0.05536808568093687
Position 6112: 0.04648879989574954
Position 4827: 0.03864141070742167
Position 833: 0.03262603153222521
Position 233: 0.03169518644389429
Position 229: 0.02436849048896
Position 1127: 0.022719435417775807
Position 798: 0.02170254927117204
Position 5088: 0.0201414163836497
Position 996: 0.017366700032371344
Position 1098: 0.01551297154392715
Position 5874: 0.014856295916386144
Position 6027: 0.014712851603930668
Position 434: 0.010111688814978852
Position 495: 0.010052665036027614
Position 81: 0.00957402377370772
Position 5330: 0.007857803059617908
Position 4982: 0.005778858845383695
Position 491: 0.005623311314233091
Position 3581: 0.00550063314574059
Position 225: 0.005057153024320223
Position 6118: 0.004481668263177373
Position 3247: 0.003466511577415154
Position 5901: 0.0032978538909554994
Position 5608: 0.0019790829757531008
Position 6036: 0.0019473540361988843
Position 5634: 0.0017365764513107586
Position 1164: 0.0009826077636213263
Position 197: 0.0007948246584128172
Position 7592: 0.0007466455553366238
Position 679: 0.0007389852273743078
Position 784: 0.0004854417666890128
Position 219: 0.0004640974916097861
Position 755: 0.0001846765271099405
Position 1485: 0.00015867819673307085
Position 803: 0.0001288278314221847
Position 542: 5.959589715439122e-05
Position 6314: 4.460157909988922e-05
Position 7376: 3.935169124677686e-05
Position 1275: 3.905153721729539e-05
Position 6471: 3.600236230554377e-05
Position 265: 2.401501903402399e-05
Position 661: 2.078330301000809e-05
Position 2424: 2.0323601638004273e-05
Position 241: 1.782100324655933e-05
Position 1481: 1.6692639201125568e-05
Position 144: 1.3972944093406565e-05
Position 87: 1.0270207154812201e-05
Position 381: 9.858096679249507e-06
Position 20: 9.32627260281389e-06
Position 744: 9.242823866663864e-06
Position 761: 9.24212396445873e-06
Position 1156: 6.75057268335244e-06
Position 820: 5.97500666949121e-06
Position 329: 3.230601048196258e-06
Position 425: 2.5152488232876666e-06
Position 256: 2.060075384303899e-06
Position 415: 1.7373026094016212e-06
Position 237: 1.5877786135734084e-06
Position 489: 1.1764868484694212e-06
Position 1087: 4.983526311522147e-07
Position 698: 2.515192982978297e-07
Position 55: 2.504305734178532e-07
Position 1083: 2.3823161313927526e-07
Position 649: 2.309850263744069e-07
Position 484: 2.265100843962775e-07
Position 412: 2.2289773608357434e-07
Position 736: 2.0792624660710597e-07
Position 402: 2.0149793981870304e-07
Position 376: 2.0099111508355741e-07
Position 203: 1.923133941706054e-07
Position 259: 1.9202436910167467e-07
Position 103: 1.814526419909296e-07
Position 9: 1.7585902218031933e-07
Position 383: 1.7001982047749785e-07
Position 114: 1.6798556112013754e-07
Position 989: 1.5892422903375406e-07
Position 1894: 8.379777395927292e-08
Position 1168: 8.106433740046488e-08
Position 1238: 5.538605761019473e-08
Position 1060: 4.787566886641942e-08
Position 927: 4.4643519580680494e-08
Position 1093: 3.332808459526516e-08
Position 1071: 7.687129947232575e-10
Position 1379: 6.490988274247026e-11
Position 533: 9.992250257880544e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5527: 0.6661869021709229
Position 6283: 0.6282877032413737
Position 12179: 0.6267747518350067
Position 4703: 0.5657244182803869
Position 5938: 0.3206006718045196
Position 12385: 0.2985421674305238
Position 4981: 0.29489501842869453
Position 5951: 0.15128495853576468
Position 10580: 0.061474538041339385
Position 5817: 0.051550207037229415
Position 4902: 0.038837260735081716
Position 11496: 0.03873066072405146
Position 6263: 0.027977013712642843
Position 892: 0.0229048943470632
Position 4669: 0.018972213965446617
Position 5159: 0.018472362312456945
Position 4715: 0.016586202407955417
Position 5144: 0.016434971074127655
Position 5162: 0.016173625190158365
Position 5768: 0.015496888908021682
Position 5970: 0.01309352752907907
Position 11088: 0.011761969076884347
Position 5034: 0.011457667926648428
Position 5021: 0.008410225023299018
Position 6709: 0.006996294629265924
Position 4508: 0.006835245351585038
Position 5072: 0.005990587715401125
Position 4616: 0.005573671896415358
Position 2556: 0.0040507259557894205
Position 4745: 0.003945183936263613
Position 7067: 0.0038416439418859825
Position 5342: 0.0029983119399213053
Position 5822: 0.0027571230688256307
Position 2995: 0.0026718240709679777
Position 6721: 0.002402191209469766
Position 7309: 0.0017640718919957736
Position 832: 0.0016204669186670525
Position 4960: 0.0015135475516349455
Position 884: 0.0013832667434358903
Position 6935: 0.001302982104438765
Position 4513: 0.001285705476232497
Position 4487: 0.001133974105674363
Position 2742: 0.0009038635500262022
Position 7648: 0.0008702781720733885
Position 3118: 0.0008041231017114426
Position 7263: 0.0007909904702965717
Position 2805: 0.0007495474020366019
Position 8519: 0.0006702476987207279
Position 4403: 0.0005317933206713603
Position 2913: 0.00041199528366578234
Position 5379: 0.0003384962415490579
Position 7089: 0.00030263463159737865
Position 7531: 0.0002624817588710022
Position 7694: 0.00021235201145958254
Position 529: 0.00012975629575646548
Position 1215: 6.298359308311906e-05
Position 6342: 5.59136041895759e-05
Position 6373: 4.460157909988923e-05
Position 6181: 4.368861166868158e-05
Position 6532: 3.600236230554386e-05
Position 1418: 2.0637216871127575e-05
Position 5846: 1.8235854799635623e-05
Position 6199: 7.66217478724446e-06
Position 1156: 6.446035471073302e-06
Position 1515: 2.807525364421366e-07
Position 1947: 1.474649685460538e-07
Position 1709: 1.2914806858307257e-07
Position 214: 1.1380530603125008e-08
Position 345: 8.790361394591765e-09
Position 594: 3.3560487744707064e-09
Position 708: 1.797519078521458e-09
Position 367: 1.2989816581614285e-09
Position 318: 8.702639768538234e-10
Position 545: 7.720781555179994e-10
Position 1054: 7.613310336621503e-10
Position 203: 7.411242588302471e-10
Position 573: 6.385493473225045e-10
Position 1077: 5.329279744904198e-10
Position 1096: 5.245662491811812e-10
Position 623: 4.190211827487216e-10
Position 364: 3.7993332298967403e-10
Position 965: 3.5582244203452323e-10
Position 1126: 2.944972761320693e-10
Position 698: 2.855041478841638e-10
Position 157: 1.4460575470760516e-10
Position 570: 1.1438683843530173e-10
Position 312: 9.628577951329012e-11
Position 1071: 8.145107278318054e-11
Position 788: 7.890542450625431e-11
Position 73: 6.06417893194586e-11
Position 683: 5.3997143745014584e-11
Position 480: 5.2177540493522355e-11
Position 775: 4.5586502698301425e-11
