Gene = Cbl
index = 1055
Annotated 5SS: [ 909 1860 2073 2260 2450]
Annotated 3SS: [1451 1947 2137 2317 4086]
SMsplice 5SS: [ 909 1860 2073 2260 2450]
SMsplice 3SS: [1451 1947 2137 2317 3825]
top_k =  500
Partition function (log Z): 14.00124740331527

Sorted 5' Splice Sites (High to Low Probability):
Position 2260: 0.9997610745938609
Position 2073: 0.999486353346989
Position 909: 0.9895671173963052
Position 1860: 0.9632107687897447
Position 2450: 0.6491084723190278
Position 2546: 0.3159044952444114
Position 3756: 0.18310551949500284
Position 5832: 0.18080731815717732
Position 2901: 0.09269477197249779
Position 4921: 0.09072255338918885
Position 4024: 0.08377942615189178
Position 5582: 0.060754096429986644
Position 2895: 0.05862416049419575
Position 6045: 0.03521110608312479
Position 1870: 0.03171433274616585
Position 2805: 0.01928635589862024
Position 2905: 0.019080698445695682
Position 1314: 0.012691581667197962
Position 5868: 0.012651754314093482
Position 6676: 0.010293062474348613
Position 169: 0.009332529253866012
Position 3485: 0.005228245994275502
Position 3404: 0.003086388718580367
Position 1329: 0.003035655171282009
Position 988: 0.0030094533504635666
Position 3113: 0.002260177021714458
Position 2880: 0.002171203156211577
Position 1876: 0.002141933961062691
Position 514: 0.0019940923252510503
Position 2917: 0.0019397051092930719
Position 979: 0.0019238298553861497
Position 3281: 0.001903785636678969
Position 902: 0.001815245753503454
Position 3569: 0.0017130745887088896
Position 6012: 0.0014538881868893943
Position 3310: 0.0014231620972290292
Position 1495: 0.0013489042707785204
Position 1690: 0.0012119111537162823
Position 2762: 0.0011280064933917601
Position 3532: 0.0009882870603645474
Position 3047: 0.0009418013386316523
Position 3019: 0.0009072328008541529
Position 59: 0.000812714624003798
Position 2890: 0.0008113264733828993
Position 4439: 0.0007310673143724768
Position 1156: 0.0006285845905694997
Position 1581: 0.0005953600903970729
Position 2670: 0.0005710542980797698
Position 2885: 0.0005527233762931162
Position 3912: 0.0005295291308494574
Position 1901: 0.0003501674908172002
Position 2814: 0.0003490276299003222
Position 4515: 0.00032561916942218134
Position 2808: 0.00031987143547221883
Position 2455: 0.00031912284651263475
Position 3131: 0.00030961329260237216
Position 3243: 0.00030889594570652064
Position 116: 0.0003053294934063007
Position 2064: 0.00027957185124758994
Position 2504: 0.00027718784359063536
Position 177: 0.00026308679812433663
Position 3059: 0.0002512562726201171
Position 3917: 0.00023824234901809513
Position 132: 0.0002034885036616398
Position 2899: 0.00018929703476415916
Position 970: 0.00017996555488193595
Position 2242: 0.00013674820674749923
Position 1827: 0.00013254168587202792
Position 3123: 0.0001180176934051916
Position 3408: 0.00011270338670524883
Position 1007: 0.00010477389852441445
Position 45: 8.946697620462275e-05
Position 2559: 8.60560962514999e-05
Position 2550: 8.064684869676635e-05
Position 501: 7.516070254823436e-05
Position 557: 6.90162031009897e-05
Position 1615: 6.015111844627748e-05
Position 738: 5.6034848625612225e-05
Position 2269: 5.319823861016295e-05
Position 1891: 4.4734709020227406e-05
Position 1899: 4.2431066550951626e-05
Position 2460: 4.235174093872733e-05
Position 1297: 3.8595521650039624e-05
Position 4044: 3.838741430844603e-05
Position 190: 3.67711186341138e-05
Position 711: 3.6641578237217335e-05
Position 2682: 3.3404056142915946e-05
Position 564: 3.1191063090304655e-05
Position 1783: 3.067999256340379e-05
Position 941: 2.9324684307406753e-05
Position 327: 2.8625397667299634e-05
Position 2660: 2.7216023086396728e-05
Position 525: 2.697040676454612e-05
Position 517: 2.6312900176191872e-05
Position 1129: 2.3867036558267454e-05
Position 1671: 2.330478564887222e-05
Position 1134: 2.2007177250233847e-05
Position 1735: 1.775367662710083e-05
Position 1588: 1.624015365503835e-05
Position 198: 1.4480314448605734e-05
Position 2036: 1.4142851436506738e-05
Position 2674: 1.403895770653658e-05
Position 693: 1.3108539937909845e-05
Position 951: 1.3085218449226314e-05
Position 3169: 1.1697482064939663e-05
Position 380: 1.1615502491836526e-05
Position 57: 1.029223643397082e-05
Position 371: 9.869317198579943e-06
Position 1049: 9.498283651667504e-06
Position 833: 8.624280279975551e-06
Position 1164: 7.858725297702296e-06
Position 1025: 7.72023361687245e-06
Position 1012: 7.693481697794597e-06
Position 1648: 7.482853355414299e-06
Position 2083: 7.0330757760444615e-06
Position 2914: 6.516063332862152e-06
Position 63: 6.444072376439162e-06
Position 913: 4.930149339905435e-06
Position 1337: 4.742254054546399e-06
Position 1268: 4.705667360675319e-06
Position 2628: 4.6659828944442695e-06
Position 461: 4.421327609381543e-06
Position 1833: 4.363569394381477e-06
Position 787: 4.1155723623695574e-06
Position 93: 4.052612242642652e-06
Position 2640: 3.529075121468416e-06
Position 2653: 3.3227511215499694e-06
Position 1221: 3.1715499062076806e-06
Position 2621: 3.0481893594321367e-06
Position 20: 2.975806008298423e-06
Position 1027: 2.4937087380124498e-06
Position 2211: 1.790355499202613e-06
Position 164: 1.7742954325337966e-06
Position 1224: 1.689503256553008e-06
Position 2611: 1.636724602051707e-06
Position 1339: 1.2298794636177333e-06
Position 667: 1.2172693800365487e-06
Position 451: 1.2056096360817712e-06
Position 714: 7.753812833463256e-07
Position 1914: 7.591525564392591e-07
Position 1912: 7.568271884897494e-07
Position 591: 5.534599438548531e-07
Position 1666: 4.248861980703614e-07
Position 2013: 3.3145404790012427e-07
Position 2647: 3.190259176404011e-07
Position 2102: 1.6976768103653007e-07
Position 2278: 1.013316606337909e-07
Position 2214: 9.685291256489469e-08
Position 1920: 8.752679187265148e-08
Position 2405: 3.5423063387091035e-08
Position 1999: 3.1304076379940756e-08
Position 2331: 2.8294564311940142e-08
Position 2363: 2.032918769660533e-08
Position 835: 7.77573984456943e-09
Position 1981: 5.8828735005487755e-09
Position 2118: 5.067633956896065e-09
Position 2006: 4.909768062409736e-09
Position 2165: 3.3771459245932927e-09
Position 2104: 3.2878607030451497e-09
Position 1996: 2.491567211073613e-09
Position 1963: 1.0324949894397077e-09
Position 2366: 7.48552372954871e-10
Position 382: 2.683234816912238e-10
Position 2201: 2.190726635194739e-10
Position 8: 1.7906668309278933e-10
Position 80: 6.913317014763812e-11
Position 2154: 3.574703281729788e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2317: 0.9996284741442222
Position 1947: 0.9966501091267199
Position 1451: 0.9758734056486867
Position 2137: 0.9526526674600865
Position 3825: 0.5153314315792474
Position 5886: 0.20920242613776224
Position 5757: 0.18341035184171517
Position 2729: 0.16344740779867975
Position 4086: 0.09606873767124233
Position 6178: 0.08556574338538138
Position 2593: 0.07974011878838508
Position 2702: 0.0715118751310222
Position 5686: 0.06811862928609162
Position 2679: 0.061195688251082125
Position 3629: 0.052541916369541884
Position 3791: 0.04824080111103482
Position 5921: 0.04418947703470852
Position 7051: 0.041820831378853736
Position 5634: 0.030955519398372967
Position 2141: 0.029836431528087765
Position 4608: 0.01659541042954811
Position 3092: 0.015300815778229598
Position 2151: 0.013628972005044687
Position 1608: 0.010675699257635445
Position 6136: 0.008663423676216026
Position 3806: 0.007097387072623881
Position 1119: 0.007029958079458289
Position 230: 0.006262596546349238
Position 4324: 0.005184379476838
Position 7119: 0.005007157058195545
Position 1482: 0.004807739605134911
Position 1638: 0.004303426057453263
Position 6535: 0.004185526123192331
Position 2118: 0.003647014228018147
Position 6394: 0.0036131474053236806
Position 3860: 0.0033058831824469355
Position 1075: 0.0031618558501523815
Position 1140: 0.002993720517879225
Position 1970: 0.002883999368152535
Position 6112: 0.002602628758767736
Position 4998: 0.002577723835260192
Position 5039: 0.0025552903946486592
Position 1191: 0.0024575897095340162
Position 3982: 0.0022174341053567918
Position 3221: 0.001810334013492445
Position 2633: 0.0017305264121211484
Position 621: 0.001645476699187195
Position 6309: 0.0015535846382369238
Position 3198: 0.001105115178485308
Position 5699: 0.001103045877993924
Position 4133: 0.0010838769638345763
Position 4971: 0.0010804567036883394
Position 260: 0.0010080971253762275
Position 1276: 0.0009862686564554573
Position 3149: 0.0008484794584441467
Position 1007: 0.0007350050022652731
Position 115: 0.000692582021437472
Position 3026: 0.0006873495146774009
Position 1390: 0.000607801754160812
Position 970: 0.0005115403234432718
Position 1025: 0.0004255257493815841
Position 3123: 0.0003946243242061056
Position 3288: 0.0003900160764404362
Position 423: 0.0003833208201504684
Position 1408: 0.0003813311678089918
Position 3656: 0.00031332836984395855
Position 5042: 0.0002899738088701115
Position 3505: 0.0002892535328447972
Position 4365: 0.00027631889440068996
Position 806: 0.00025208271704670553
Position 1707: 0.00024834117325681814
Position 1145: 0.0002463824996750135
Position 1314: 0.00024255877334668056
Position 597: 0.00019951999470158667
Position 284: 0.00019195175152764672
Position 1910: 0.00019054886398508697
Position 281: 0.0001883916408488943
Position 1233: 0.00017797311266097682
Position 4108: 0.00013912157501854932
Position 3396: 0.00013374540708341946
Position 2640: 0.00012107158031462622
Position 3285: 0.00010432747439271797
Position 1154: 9.130126494365828e-05
Position 2621: 9.097803592246117e-05
Position 627: 8.963502595708337e-05
Position 173: 7.848536561033302e-05
Position 1419: 7.803531640355599e-05
Position 1821: 7.542666401401553e-05
Position 3636: 7.08447100791561e-05
Position 393: 6.63809142633941e-05
Position 198: 6.63696040930221e-05
Position 777: 6.516596668573525e-05
Position 2756: 5.6963650368315345e-05
Position 3557: 5.650999197640347e-05
Position 693: 5.498904474490789e-05
Position 3231: 5.3764317854628566e-05
Position 633: 5.103637609046664e-05
Position 702: 4.795822418609003e-05
Position 2347: 3.7470253253575655e-05
Position 723: 3.408701502365474e-05
Position 459: 3.163922974740187e-05
Position 1722: 2.9847953084760355e-05
Position 2814: 2.940258264787492e-05
Position 266: 2.679630705862263e-05
Position 1730: 2.6038924785344108e-05
Position 2914: 2.324768325830382e-05
Position 2829: 2.2365968802576523e-05
Position 2559: 2.0070057676577926e-05
Position 255: 1.9175875844584e-05
Position 480: 1.8425564958236566e-05
Position 782: 1.6161259083588388e-05
Position 720: 1.5171615383705386e-05
Position 699: 1.4464861816301848e-05
Position 1521: 1.3965224423362702e-05
Position 2389: 1.3497633380087703e-05
Position 557: 1.3416676524513591e-05
Position 868: 1.2752792854067258e-05
Position 1255: 1.2456988703963963e-05
Position 729: 1.2316912176301148e-05
Position 445: 1.1203955857824432e-05
Position 96: 8.277867476054914e-06
Position 1695: 8.23778823896688e-06
Position 2172: 8.012265089414435e-06
Position 2013: 6.9666736593778605e-06
Position 1581: 6.440601539973714e-06
Position 1328: 6.126243451977917e-06
Position 1949: 5.327003075178403e-06
Position 534: 5.322060763354964e-06
Position 735: 4.808846858631469e-06
Position 477: 4.657105079208374e-06
Position 1979: 3.6015163050388364e-06
Position 399: 3.4267546511569335e-06
Position 2021: 2.9381326119598528e-06
Position 2182: 2.878427964443296e-06
Position 1689: 2.691293234920672e-06
Position 158: 2.6398803596815608e-06
Position 2808: 2.1113805133102633e-06
Position 816: 1.9661277078500974e-06
Position 657: 1.6211250327652242e-06
Position 1536: 1.433714592381409e-06
Position 732: 1.387510116270262e-06
Position 1325: 1.2413321521201766e-06
Position 1912: 1.1392598156557302e-06
Position 711: 1.0927511212966085e-06
Position 891: 1.0847735459064538e-06
Position 1485: 1.0316667035851463e-06
Position 908: 6.731920229364433e-07
Position 552: 6.365367165501337e-07
Position 2467: 5.922585143871479e-07
Position 2425: 5.336319867595723e-07
Position 2422: 2.985792684407333e-07
Position 2762: 2.8883846740907984e-07
Position 1899: 2.3231523912801777e-07
Position 2242: 5.8665729543670467e-08
Position 2428: 3.7200377790002384e-08
Position 2196: 2.1763486510195993e-08
Position 2023: 1.9308018045220577e-08
Position 2045: 1.7612279091503922e-08
Position 2476: 2.7409606523307743e-09
Position 2455: 1.80956359296799e-09
Position 2431: 1.6385618598027902e-09
Position 2287: 1.1036069072237434e-09
Position 941: 7.865840443161634e-10
Position 2253: 7.535314395626507e-10
Position 2077: 2.74996510934505e-10
Position 2259: 4.416800855335273e-11
Position 122: 1.303797322896763e-11
Position 129: 4.68482876962887e-12
Position 297: 1.8589503206378574e-12
Position 291: 6.823346319766663e-15
Position 136: 2.459994503238596e-15
