Gene = defl
index = 1667
Annotated 5SS: [1589]
Annotated 3SS: [1645]
SMsplice 5SS: [1589]
SMsplice 3SS: [1645]
top_k =  500
Partition function (log Z): -9.131512447315231

Sorted 5' Splice Sites (High to Low Probability):
Position 1589: 0.9210455033226046
Position 97: 0.27918608640740705
Position 1824: 0.16158880138829018
Position 1359: 0.14351756039921237
Position 1796: 0.08189879385268685
Position 35: 0.05510026743943562
Position 2726: 0.0488905960605509
Position 764: 0.021900845537552515
Position 2042: 0.01862325611679096
Position 286: 0.016389850737640006
Position 1509: 0.015334973943877459
Position 3175: 0.015253448834292296
Position 2234: 0.011789812856402297
Position 2613: 0.008940483326021547
Position 863: 0.007331347016775942
Position 539: 0.007038656059354294
Position 1341: 0.00616833903341543
Position 587: 0.0029122411996839416
Position 633: 0.002763595951184962
Position 247: 0.0023621041142549083
Position 689: 0.0023140660344709847
Position 2423: 0.001963602670511806
Position 2957: 0.0016968615354900924
Position 935: 0.0016230396215846257
Position 1485: 0.0015565060895966435
Position 143: 0.0014729344199839046
Position 966: 0.00126734802721301
Position 1346: 0.0010560744320078452
Position 876: 0.0009515649096685282
Position 652: 0.0007771380886584258
Position 260: 0.0005392055383695983
Position 1491: 0.00036638519625649266
Position 923: 0.0003493297906232938
Position 1137: 0.00034696825824463083
Position 1029: 0.00032684486646830966
Position 101: 0.00030407116138673226
Position 1437: 0.00025080696182979534
Position 1468: 0.00022966441201746203
Position 292: 0.00021035630229171854
Position 1075: 0.00018625779109708983
Position 3195: 0.00015491962933660242
Position 434: 0.00015375215664929063
Position 1048: 0.00010674501788585298
Position 257: 8.102398941479662e-05
Position 518: 7.972352615738944e-05
Position 452: 7.1260302361545e-05
Position 628: 6.921017904725198e-05
Position 371: 6.340429369313202e-05
Position 1513: 5.353621058247863e-05
Position 473: 5.078356112495017e-05
Position 1757: 3.7227930998930436e-05
Position 2333: 3.599903906465448e-05
Position 2091: 3.569296225753988e-05
Position 2219: 3.4808656525335455e-05
Position 480: 2.2151488855144836e-05
Position 1318: 1.5488648415443034e-05
Position 1846: 1.447906937135377e-05
Position 378: 1.4058576838110282e-05
Position 2795: 1.2286047347675228e-05
Position 1027: 1.1157452087505876e-05
Position 974: 1.0009140754962507e-05
Position 1544: 6.9476995605980295e-06
Position 2437: 6.849848003858564e-06
Position 1253: 6.365385991284924e-06
Position 197: 4.280655795013951e-06
Position 818: 4.217491648689452e-06
Position 509: 3.5012468518754414e-06
Position 516: 3.389651217579319e-06
Position 815: 2.9115656265438793e-06
Position 341: 1.8117431643694468e-06
Position 1274: 1.802747874824736e-06
Position 441: 1.0342564309688809e-06
Position 581: 8.095046811742599e-07
