Gene = Eip75B
index = 1151
Annotated 5SS: [   186   4275   6460  71789  95334 105315 109482]
Annotated 3SS: [  3841   4421  71699  95188 105075 108472 109646]
SMsplice 5SS: [   215  71789  95334 105315 109482]
SMsplice 3SS: [ 71699  95188 105075 108472 109646]
top_k =  500
Partition function (log Z): -115.07200463278572

Sorted 5' Splice Sites (High to Low Probability):
Position 4275: 0.7820675151319537
Position 14690: 0.7284025230782482
Position 31271: 0.6928289017318954
Position 215: 0.6058904827117141
Position 4701: 0.359106867306064
Position 4726: 0.2790963460340837
Position 186: 0.2731250185823344
Position 4676: 0.1394710038830317
Position 6460: 0.12916225214202662
Position 2052: 0.09025515661181822
Position 4657: 0.024302062393565676
Position 2046: 0.0193376988605904
Position 4506: 0.010864171655126919
Position 4956: 0.010329235699962774
Position 768: 0.008904355828781978
Position 5429: 0.008751878688977678
Position 210: 0.008165941576540747
Position 190: 0.007821592446943988
Position 13824: 0.0076452242916538364
Position 175: 0.006626928027399415
Position 76: 0.006584907032512859
Position 1477: 0.005904209368449044
Position 4967: 0.005855913881486321
Position 3636: 0.004097693021019795
Position 8326: 0.002590061948868631
Position 13086: 0.0017047084616410612
Position 12321: 0.0013882463345820182
Position 257: 0.001222064090349781
Position 1439: 0.0010909679986866403
Position 4096: 0.0009794683632161733
Position 8190: 0.0009594376322754604
Position 1244: 0.0009486882795383046
Position 3928: 0.0007134639587707693
Position 783: 0.0007077294803151089
Position 718: 0.0006653677513563108
Position 86: 0.0005230208288146696
Position 322: 0.0005228040924378139
Position 684: 0.0005221139540004884
Position 1227: 0.00037255060230687086
Position 172: 0.00036575326714748373
Position 1248: 0.0003595249264239664
Position 147: 0.0003457257577843033
Position 1468: 0.00030715741276771087
Position 1418: 0.00021277057777419268
Position 2998: 0.0001934137470747269
Position 926: 0.00016826260033416793
Position 5763: 0.00016430812151962038
Position 1612: 0.00016073951091908421
Position 90: 0.00013867315998707677
Position 4693: 0.00010838243142503305
Position 2914: 9.664424261398618e-05
Position 903: 9.372674917657073e-05
Position 379: 8.933234026440655e-05
Position 1497: 8.82718824746272e-05
Position 1242: 8.175358040269521e-05
Position 1435: 6.824619410171851e-05
Position 1432: 6.66118586172544e-05
Position 304: 6.252956447544208e-05
Position 162: 5.4336813004240023e-05
Position 570: 5.023428349331508e-05
Position 1274: 4.361409543328052e-05
Position 402: 2.8172108893000337e-05
Position 280: 2.139991359032763e-05
Position 1416: 2.129212018645297e-05
Position 1216: 1.2125512609262626e-05
Position 835: 9.619253842749159e-06
Position 1389: 8.764325643658633e-06
Position 863: 5.385623627501629e-06
Position 381: 2.116399941684461e-06
Position 2494: 1.781102774296653e-06
Position 394: 1.523353312289857e-06
Position 155: 1.1758403852457146e-06
Position 60: 1.0161864954190553e-06
Position 16: 3.970118740642361e-07
Position 4617: 3.570515724310648e-07
Position 339: 9.823761694916935e-08
Position 224: 9.099334441749987e-08
Position 213: 7.281814162554143e-08
Position 415: 6.76741313864261e-08
Position 26: 5.5880581365431756e-08
Position 219: 3.0390183700108305e-08
Position 463: 2.6980147333659064e-08
Position 21: 2.5554793293411855e-08
Position 412: 2.2922282932360216e-08
Position 761: 1.640008567120279e-08
Position 33: 1.5998197067951708e-08
Position 634: 5.948526157060374e-09
Position 396: 5.850225622056289e-09
Position 10: 4.886312075467183e-09
Position 226: 1.5581576592826051e-09
Position 15142: 1.1372664409312383e-09
Position 15040: 8.010041636042234e-10
Position 727: 5.048091477274077e-10
Position 657: 1.363451204841382e-10
Position 583: 4.2493328708111403e-11
Position 608: 3.757792057238151e-11
Position 553: 3.3310308887513023e-11
Position 4600: 1.4028248502884228e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 30985: 0.9999659462068243
Position 4421: 0.8694384486307343
Position 14512: 0.7284025331952161
Position 3841: 0.4704133749828587
Position 31499: 0.46225640546122193
Position 31687: 0.23057249627066534
Position 3325: 0.055978028952415215
Position 2779: 0.055518852242687
Position 2887: 0.05444015573468836
Position 4405: 0.0446333116611569
Position 2824: 0.029446156301869277
Position 3210: 0.02329419575899572
Position 1726: 0.018766125903987494
Position 2713: 0.01870064362086907
Position 6086: 0.013838864860402412
Position 4238: 0.013594119222262066
Position 1839: 0.011696950197873465
Position 3240: 0.010368892262743849
Position 4757: 0.009802273672211141
Position 2319: 0.008497596183863577
Position 5600: 0.007878841154365625
Position 1342: 0.007175526538056737
Position 3612: 0.006474941851723629
Position 2904: 0.005997915107688178
Position 5099: 0.005742347757087629
Position 2221: 0.005621535080147251
Position 13496: 0.004449014086746606
Position 2383: 0.004314738006532224
Position 3052: 0.004050842153201849
Position 5126: 0.0038185023421058463
Position 3426: 0.0037541287016011507
Position 1690: 0.0033162732793559583
Position 8018: 0.00325993886519563
Position 3119: 0.003207293529551129
Position 13508: 0.0031962102150175477
Position 4364: 0.0030124008154152416
Position 2193: 0.0028343399017543916
Position 2728: 0.0019864217982412053
Position 4875: 0.001732728865654572
Position 4767: 0.001722054001318918
Position 12370: 0.0017047084881742758
Position 487: 0.0015971487785336066
Position 5033: 0.0015260968492796518
Position 4808: 0.0013464366435298088
Position 3351: 0.0013443169779686387
Position 2103: 0.001209435157280398
Position 5376: 0.0011439933895817302
Position 2542: 0.001017146748051411
Position 137: 0.0007746946641927576
Position 11998: 0.0007376628090008247
Position 1789: 0.0007315192670264621
Position 900: 0.0007146267626149493
Position 11146: 0.0006505835424899894
Position 5427: 0.0006109416165747488
Position 440: 0.00044530381999706014
Position 1941: 0.0004425094340859142
Position 1066: 0.0003720368509028059
Position 1141: 0.0002916424473681981
Position 7784: 0.0002895607169951175
Position 4560: 0.00027267302328501717
Position 457: 0.00024053974941692688
Position 558: 0.00022785839703243126
Position 1658: 0.00021099299499877788
Position 5567: 0.00018357252049041093
Position 5821: 0.00016430812151962122
Position 1362: 0.00014895430976566835
Position 4840: 0.00014130953352171175
Position 4730: 0.00013665324149886535
Position 707: 0.00010942120288833498
Position 922: 9.57013974669697e-05
Position 1219: 8.607025352522579e-05
Position 299: 8.039389960700956e-05
Position 1435: 8.030369850629409e-05
Position 782: 8.030313310098825e-05
Position 1092: 7.647734689539115e-05
Position 826: 6.331227295554874e-05
Position 830: 6.101021098943929e-05
Position 985: 5.2874900217381605e-05
Position 1583: 4.412900954192364e-05
Position 1381: 4.330654249400352e-05
Position 2342: 3.722766827496311e-05
Position 2041: 3.689356312330182e-05
Position 25522: 3.403145968227245e-05
Position 4347: 2.016459853054327e-05
Position 4454: 1.6688269815641424e-05
Position 357: 1.1196132556544364e-05
Position 1388: 1.000501624822553e-05
Position 717: 9.780460819794256e-06
Position 402: 7.559339444104458e-06
Position 4624: 7.422823001481277e-06
Position 1540: 7.40715320311633e-06
Position 737: 7.263400407527982e-06
Position 336: 4.928767272660434e-06
Position 4668: 3.815930679217701e-06
Position 4566: 3.5501106047416934e-06
Position 2015: 2.568008638367661e-06
Position 1197: 1.419210684316212e-06
Position 1641: 1.756156773192771e-07
Position 257: 1.7400395636857638e-07
Position 120: 2.6468051977712888e-08
Position 94: 2.5022979215496665e-08
Position 596: 2.149773831210809e-08
