Gene = Mbs
index = 1271
Annotated 5SS: [  216  1602 10285 10904 11215 12041 12359 13476 14151 14355 14871 16985
 18306 18612 18972 19213 25166 25324 25851]
Annotated 3SS: [ 1045 10171 10348 11128 11926 12267 13088 14063 14225 14653 16153 18160
 18368 18873 19149 25022 25232 25763 28799]
SMsplice 5SS: [  192  1602 10285 10904 11215 12041 12359 14151 14598 14871 16985 18306
 18612 18972 19213 25166 25324 25851]
SMsplice 3SS: [  795 10171 10348 11125 11926 12267 14063 14225 14653 16153 18160 18368
 18873 19149 25022 25232 25763 29455]
top_k =  500
Partition function (log Z): 60.718539036113015

Sorted 5' Splice Sites (High to Low Probability):
Position 18306: 0.9998842338307314
Position 25166: 0.9995078518934589
Position 10285: 0.9994600426192456
Position 14151: 0.9988975019864028
Position 19213: 0.9974783146043794
Position 10904: 0.9926197418519266
Position 18972: 0.9883613383887132
Position 25324: 0.986057587758559
Position 12359: 0.9823723592865
Position 1602: 0.9759900756699076
Position 14871: 0.9715005363327804
Position 18612: 0.9573342083933718
Position 12041: 0.9459936847350996
Position 11215: 0.9029729466187734
Position 192: 0.860027191125855
Position 16985: 0.6538200541770095
Position 13476: 0.5483651090928651
Position 25851: 0.509959754874511
Position 14598: 0.36472825935762165
Position 14355: 0.32071532371355127
Position 27768: 0.31569063864168573
Position 25879: 0.2848032549393546
Position 19623: 0.17409504113474117
Position 11779: 0.16633137426194064
Position 16460: 0.1587125972259635
Position 28863: 0.130378500651516
Position 27170: 0.08306993641195386
Position 15581: 0.07572461206685817
Position 2189: 0.0732943128854279
Position 1119: 0.053071539552142104
Position 6697: 0.042008938160151416
Position 6422: 0.03643033727354123
Position 12218: 0.03370363156286881
Position 24690: 0.029341329572612353
Position 12064: 0.028486482273095234
Position 5603: 0.026444462569090457
Position 14375: 0.025591716272579924
Position 28879: 0.025200094026775796
Position 18024: 0.021025153709637628
Position 7306: 0.019516560203604046
Position 11190: 0.01937643810568113
Position 11219: 0.018715284819148182
Position 29092: 0.01820561884333605
Position 11481: 0.017404694478292102
Position 318: 0.015083352543958045
Position 15234: 0.014421241222598353
Position 27316: 0.013531090045004423
Position 2280: 0.013429668281542463
Position 12747: 0.012953401957453215
Position 12485: 0.012357247564790005
Position 12790: 0.01199645726140421
Position 27990: 0.011767764281559437
Position 15831: 0.01154873990516985
Position 19597: 0.011461139747584982
Position 18819: 0.008997772928103326
Position 16316: 0.008745176375676138
Position 1121: 0.008710264917766086
Position 2087: 0.007325569516704379
Position 19509: 0.0069718635001123
Position 20008: 0.006465014687970887
Position 18705: 0.006251352358719815
Position 216: 0.006065419888379594
Position 928: 0.005890087124995077
Position 13528: 0.005797861328626857
Position 2262: 0.005586044026026939
Position 12075: 0.005557430322619782
Position 16021: 0.00553592778790443
Position 19586: 0.005392570692650466
Position 15933: 0.00532948846063247
Position 18711: 0.005153015653264409
Position 16268: 0.005076237032552358
Position 18656: 0.004797503980890918
Position 19661: 0.004626382629179147
Position 17890: 0.0045257188425729625
Position 15774: 0.004495306838396748
Position 16886: 0.004447594007246714
Position 18622: 0.004434000525579969
Position 18976: 0.004397998412623036
Position 18740: 0.004297073980264311
Position 18698: 0.004201063669315992
Position 18725: 0.004193151433699421
Position 15872: 0.003965132959935002
Position 24302: 0.003962109894827538
Position 15230: 0.0036720203846353347
Position 19888: 0.0035727545001174427
Position 8195: 0.003568021358003517
Position 27531: 0.0034833072447384046
Position 11871: 0.0034364075172904334
Position 16053: 0.003432693609470466
Position 27459: 0.0033479021495921666
Position 17143: 0.003298246106597961
Position 6633: 0.002944285204538768
Position 17090: 0.0028395967946377625
Position 13089: 0.0026728785931094978
Position 11834: 0.0026508162907588665
Position 25328: 0.0026317063562445414
Position 13467: 0.0024533532816289052
Position 11874: 0.0022565421006623234
Position 11382: 0.002223124637331633
Position 16728: 0.00220520077017389
Position 8964: 0.0021419126896067104
Position 2554: 0.002096721063688687
Position 21134: 0.002081688935100369
Position 18981: 0.0020651594555333615
Position 27536: 0.0019743866319749115
Position 16457: 0.0019268834033268195
Position 5575: 0.0018164433744980446
Position 20156: 0.0016789909431174019
Position 21818: 0.0016549000113495148
