Gene = Arpc1
index = 25
Annotated 5SS: [ 32 396]
Annotated 3SS: [ 97 464]
SMsplice 5SS: [396]
SMsplice 3SS: [464]
top_k =  500
Partition function (log Z): -5.116718082746753

Sorted 5' Splice Sites (High to Low Probability):
Position 396: 0.9982770114179398
Position 796: 0.007667966994079084
Position 32: 0.004535242571625462
Position 740: 0.0035395679929639797
Position 602: 0.0031610803007665117
Position 152: 0.0021560046340458475
Position 400: 0.0016057848956141448
Position 899: 0.0009383856291028918
Position 1056: 0.0007017384387245125
Position 621: 0.0005950396410804026
Position 733: 0.0002119256397326617
Position 744: 0.00013350162157303648
Position 1172: 0.00013281063887785223
Position 1073: 0.00012228300008051393
Position 1091: 9.67921702037947e-05
Position 269: 8.8640511345238e-05
Position 1064: 7.421349111990237e-05
Position 712: 6.617311159825914e-05
Position 1597: 6.25681730615192e-05
Position 1037: 5.6662745014540634e-05
Position 1572: 4.0996493922619213e-05
Position 1250: 3.415928584386593e-05
Position 670: 2.84904737515307e-05
Position 430: 2.3270703555469582e-05
Position 266: 1.7922979618395617e-05
Position 428: 1.5301485403927456e-05
Position 1124: 1.4993854222154787e-05
Position 1564: 1.3366579008566147e-05
Position 1560: 1.2475869598524128e-05
Position 44: 1.0672318238113522e-05
Position 955: 9.87541223590644e-06
Position 1273: 9.361413813888123e-06
Position 1405: 9.17314666136284e-06
Position 264: 8.182568326778432e-06
Position 13: 6.489862491312042e-06
Position 136: 5.492493798095856e-06
Position 1646: 4.459026635205388e-06
Position 632: 4.4534911657997565e-06
Position 1361: 4.011121757266846e-06
Position 1552: 3.831700999385458e-06
Position 1641: 2.2174404771470008e-06
Position 1525: 1.998062257823088e-06
Position 1554: 1.6011992691045247e-06
Position 658: 1.2669047736944465e-06
Position 138: 4.2364491224262277e-07
Position 64: 4.1148685895863777e-07
Position 563: 3.711918156337547e-08
Position 539: 2.6386657422669937e-08
Position 767: 7.859379379199352e-09
Position 707: 5.523076449807532e-09
Position 715: 4.7591133762978885e-09
Position 836: 4.061502526246338e-09
Position 674: 3.228141118290085e-09
Position 1183: 2.2670952687282855e-09
Position 800: 2.1214229942433383e-09
Position 866: 1.2583528906600438e-09
Position 769: 9.358399271590733e-10
Position 802: 9.309148634042487e-10
Position 781: 7.304310715813681e-10
Position 609: 5.344545948927819e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 464: 0.9816560626734467
Position 507: 0.01458599516912406
Position 1321: 0.0052167919830587856
Position 97: 0.004275090942672931
Position 925: 0.004038336095917471
Position 1227: 0.003573057300735011
Position 214: 0.0022067369491761664
Position 1766: 0.002010175607174988
Position 1009: 0.0014183317299735544
Position 787: 0.0012043812559662534
Position 643: 0.0010447423207853937
Position 1381: 0.0008396109713621502
Position 493: 0.00046187666955607243
Position 1750: 0.00022158606888619603
Position 1395: 0.0002195715884863144
Position 781: 0.00021304047058961503
Position 808: 0.00020323234341184296
Position 898: 0.00018192529602729357
Position 313: 0.00016767368927298292
Position 466: 8.365754963535549e-05
Position 119: 7.394760592944972e-05
Position 1206: 6.817901918625324e-05
Position 550: 6.675819663749021e-05
Position 1568: 6.048709580294507e-05
Position 1486: 5.461463677461181e-05
Position 1050: 5.113916182354607e-05
Position 820: 4.99596627760488e-05
Position 519: 4.128383934214546e-05
Position 1063: 3.3862510600981535e-05
Position 254: 3.174174581552981e-05
Position 982: 2.389065595214389e-05
Position 150: 2.0671323298594567e-05
Position 128: 1.4144516761643866e-05
Position 817: 1.3843334121855266e-05
Position 1086: 1.2506159664770703e-05
Position 1246: 1.1340589375168915e-05
Position 304: 7.914804136381393e-06
Position 103: 7.02031147432251e-06
Position 1732: 6.26385256300407e-06
Position 1285: 6.010235931097725e-06
Position 1420: 5.732085524385689e-06
Position 1519: 5.11435708998499e-06
Position 62: 4.266569392261527e-06
Position 1654: 3.4655951253642186e-06
Position 658: 3.139489002643673e-06
Position 664: 2.9034881711545905e-06
Position 1678: 2.539645403464994e-06
Position 514: 2.196849261756172e-06
Position 187: 7.612708294849771e-07
Position 176: 4.3495662833273664e-07
Position 107: 1.6040886868830952e-07
Position 64: 1.4467712964656003e-07
Position 169: 2.451691180728178e-08
Position 586: 1.2981998994571452e-08
Position 385: 1.08159628477215e-08
Position 712: 9.48909095675066e-09
Position 529: 7.644703129118569e-09
Position 152: 6.118092551537269e-09
Position 428: 3.4582604538047187e-09
Position 331: 2.6044802618810387e-12
Position 171: 3.516317094478405e-13
Position 400: 4.377361229535656e-14
Position 284: 3.593677727923289e-14
