Gene = mRpL24
index = 1769
Annotated 5SS: [170 435 887]
Annotated 3SS: [280 496 944]
SMsplice 5SS: [170 435 887]
SMsplice 3SS: [280 496 944]
top_k =  500
Partition function (log Z): 3.903373661407881

Sorted 5' Splice Sites (High to Low Probability):
Position 435: 0.967891971546372
Position 887: 0.9395598218273822
Position 170: 0.7828164955151087
Position 219: 0.20586919717327853
Position 641: 0.08366830472354558
Position 634: 0.04735573399985088
Position 598: 0.03830825248592074
Position 416: 0.022269461267500058
Position 659: 0.011797756715427586
Position 542: 0.00878492949009005
Position 577: 0.007527430507256739
Position 404: 0.007258017026226483
Position 672: 0.00656645902351438
Position 538: 0.0021104306385669766
Position 372: 0.0010745619376542669
Position 203: 0.0009640567348021698
Position 182: 0.0009471266844718986
Position 604: 0.0007175498693704423
Position 408: 0.00030900157902777055
Position 775: 0.0002583528866485726
Position 51: 0.00011118398176949346
Position 422: 5.6027599365434777e-05
Position 651: 4.7367536394636135e-05
Position 752: 1.3003432281074615e-05
Position 115: 5.7711015353599025e-06
Position 524: 5.693572819767903e-06
Position 781: 4.5913011023746464e-06
Position 90: 2.8004035065026727e-06
Position 532: 2.6198543583162613e-06
Position 712: 2.2470361563876774e-06
Position 783: 2.050230378470892e-06
Position 930: 1.4755836146896444e-06
Position 376: 1.3016262125170371e-06
Position 12: 1.0345096918638886e-06
Position 747: 7.982759070007626e-07
Position 240: 7.544206008755211e-07
Position 479: 5.03841570196115e-07
Position 360: 3.066726782468272e-07
Position 691: 1.737252927018227e-07
Position 321: 1.462483707720082e-07
Position 283: 1.2654247578522283e-07
Position 1040: 1.2477449618875976e-07
Position 281: 2.122601287716632e-08
Position 326: 4.463872931834435e-09
Position 482: 7.14225693928422e-10
Position 568: 2.2308269386708136e-11
Position 707: 7.53640607209916e-15
Position 914: 6.730804404934906e-15
Position 921: 3.698605512431083e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 496: 0.9939999566566496
Position 280: 0.990170351760565
Position 944: 0.9416747012992587
Position 732: 0.1309921478643243
Position 699: 0.03488809477488105
Position 672: 0.028498353982884965
Position 607: 0.0070950615536074565
Position 498: 0.0030949033228918317
Position 633: 0.0026967401315303187
Position 973: 0.0015453669491082406
Position 678: 0.00043446424261299325
Position 921: 0.00026728031766473854
Position 979: 0.00020455211783302542
Position 301: 0.0001996266582113263
Position 930: 0.0001455149305400507
Position 304: 0.00011372628875086073
Position 111: 7.546103423931001e-05
Position 831: 3.6837432706075174e-05
Position 651: 2.2448953945611193e-05
Position 648: 2.2117567464983567e-05
Position 576: 2.184994250251103e-05
Position 645: 1.7182846649391304e-05
Position 869: 1.5795246477357523e-05
Position 873: 1.3758078949511477e-05
Position 142: 1.3691066786524261e-05
Position 747: 1.2340776449896374e-05
Position 553: 9.150897355066145e-06
Position 376: 8.880125329019284e-06
Position 1084: 6.981639624472432e-06
Position 532: 3.9099113275549435e-06
Position 561: 3.302509459571819e-06
Position 588: 1.9028501094982997e-06
Position 547: 1.8653987452580996e-06
Position 819: 1.8158477902689884e-06
Position 762: 1.7851293773971248e-06
Position 337: 8.689792631275924e-07
Position 994: 4.759270047598723e-07
Position 1009: 2.6146390596747245e-07
Position 439: 2.1963530107843803e-07
Position 558: 2.032278328408801e-07
Position 415: 1.805199348237315e-07
Position 385: 1.770158261490459e-07
Position 159: 1.7641953816042977e-07
Position 876: 1.6930797041155012e-07
Position 1040: 1.4480622977683106e-07
Position 339: 1.2315005558990445e-07
Position 115: 6.523765575515135e-08
Position 210: 1.748627840775675e-08
Position 169: 1.2132088626816133e-08
Position 331: 7.98894258940877e-09
Position 121: 6.389570631022224e-09
Position 422: 5.370596755242382e-09
Position 154: 1.6351141279735038e-09
Position 506: 1.5834452021090674e-09
Position 449: 1.4410592897336296e-09
Position 176: 3.41066395529431e-10
Position 446: 7.589175662492401e-11
Position 180: 5.912017391462777e-11
Position 182: 2.8736648180149594e-11
