Gene = Gbs-70E
index = 1183
Annotated 5SS: [ 439  978 3859 8243 8621]
Annotated 3SS: [ 815 3492 8035 8307 8679]
SMsplice 5SS: [ 439  978 3859 8243 8621]
SMsplice 3SS: [ 815 3492 8035 8307 8679]
top_k =  500
Partition function (log Z): 14.559907943655006

Sorted 5' Splice Sites (High to Low Probability):
Position 8621: 0.9998448522599868
Position 3859: 0.9788464746543623
Position 8243: 0.9720047666810332
Position 439: 0.9557325424780571
Position 978: 0.9432447525608423
Position 7535: 0.07123117602107334
Position 1976: 0.05524834532360165
Position 1130: 0.05263033694528681
Position 1689: 0.04799637885727889
Position 1991: 0.04728619991510055
Position 1234: 0.036907374338527345
Position 2402: 0.02721952069532676
Position 8247: 0.026800282909877664
Position 1292: 0.02583951407465392
Position 4044: 0.024736800369044333
Position 5712: 0.023538594404737864
Position 7489: 0.01781305255554592
Position 2356: 0.016336772693968743
Position 7298: 0.014614664203085864
Position 6473: 0.013477059691648882
Position 2237: 0.012455044010930746
Position 2810: 0.011296738013828153
Position 622: 0.010930075198842974
Position 7737: 0.009977889605172648
Position 9147: 0.008953874075231
Position 8390: 0.008128408391289607
Position 8806: 0.006986210784515256
Position 4095: 0.006859228896860134
Position 2295: 0.0063392249233645845
Position 1647: 0.0058868147663534
Position 8853: 0.0050876570155565515
Position 7220: 0.004821115618798694
Position 3889: 0.003818939489708502
Position 3854: 0.003300133509328813
Position 1286: 0.002967305511848037
Position 4717: 0.002077161164778706
Position 5588: 0.0017894390880210588
Position 446: 0.001781586653604684
Position 992: 0.0016861976134411238
Position 296: 0.0015643335088911755
Position 7004: 0.0014414309302949813
Position 9044: 0.001426282978361418
Position 6066: 0.001376728144256337
Position 5641: 0.0013696118383096539
Position 2927: 0.0013118293517835838
Position 8423: 0.001263872755949438
Position 3893: 0.001129695969164884
Position 8094: 0.0010936591441247428
Position 8907: 0.001033647081282813
Position 928: 0.0009500707713173857
Position 3067: 0.0009434922905044321
Position 403: 0.0009047493135375213
Position 4032: 0.0008915846342326673
Position 1229: 0.0008130698790331593
Position 1240: 0.0006871795032312463
Position 1878: 0.0006814447150206932
Position 9082: 0.0006241862963978702
Position 2492: 0.0005710350542938419
