Gene = skd
index = 1875
Annotated 5SS: [  295  2483 15224 20727 20878 21703 22457 23699 25418 26092 30933 31111
 31286]
Annotated 3SS: [ 1885 14907 20632 20793 21253 21771 23248 25236 25507 26152 30995 31169
 31346]
SMsplice 5SS: [  249 15224 20727 20878 21703 22457 25418 26092 30933 31111 31286]
SMsplice 3SS: [14907 20632 20793 21253 21771 25236 25507 30599 30995 31169 31346]
top_k =  500
Partition function (log Z): 35.16127748342714

Sorted 5' Splice Sites (High to Low Probability):
Position 31111: 0.9997628761938104
Position 20727: 0.9987319067166308
Position 21703: 0.9984961212349169
Position 25418: 0.9954392563976391
Position 31286: 0.9950072504895338
Position 15224: 0.9940512850838513
Position 22457: 0.9908325637339964
Position 26092: 0.9896721760887549
Position 20878: 0.9812226842234074
Position 30933: 0.9770992325807828
Position 2483: 0.5628272271355486
Position 26204: 0.43221678722136847
Position 31732: 0.2505534695236943
Position 32757: 0.19402681011877754
Position 1754: 0.17620038957463743
Position 249: 0.16833098390882795
Position 684: 0.1386784879884039
Position 32716: 0.13344154630661262
Position 507: 0.12950604551278622
Position 23699: 0.07913915481704666
Position 1014: 0.07195213311149733
Position 295: 0.06675572366228703
Position 29585: 0.06399296320685179
Position 21204: 0.061856815325817625
Position 28358: 0.048301023104594325
Position 3022: 0.03861210597475176
Position 6041: 0.03448666927858639
Position 26416: 0.032010649220452256
Position 29157: 0.03121291099150103
Position 12101: 0.031141594083965208
Position 12109: 0.026064957804262753
Position 32744: 0.025466628632737097
Position 257: 0.024076173643639245
Position 767: 0.023918830241248346
Position 33083: 0.023467963962637884
Position 2731: 0.022361662380551012
Position 259: 0.01978642290389897
Position 31455: 0.017820410845394166
Position 15831: 0.01624105484218376
Position 4094: 0.01450979629152684
Position 27060: 0.014289991696037768
Position 1395: 0.013661106522459287
Position 280: 0.013296500359203498
Position 1927: 0.013069206295332453
Position 3616: 0.012937348327245532
Position 2620: 0.012425306847939766
Position 105: 0.011729677828027205
Position 32739: 0.011543461599642646
Position 166: 0.01072607938164761
Position 26096: 0.01022534925540799
Position 1134: 0.009541703212437781
Position 32779: 0.008632715986276485
Position 15560: 0.00856192676848792
Position 20888: 0.007818495364796603
Position 1305: 0.007267525745282663
Position 15937: 0.0068195902359089065
Position 2957: 0.006659060491397182
Position 15468: 0.006350936952213677
Position 15554: 0.006126297261856716
Position 16221: 0.0056279747660111104
Position 25064: 0.005046638666072371
Position 18308: 0.005000812905090624
Position 1738: 0.004852823694872437
Position 15926: 0.004812350562840873
Position 1006: 0.004472892622358191
Position 16624: 0.004442266073594248
Position 646: 0.004148451741519785
Position 15574: 0.0037462330011378774
Position 31464: 0.003730618448478351
Position 22089: 0.0036785565837928764
Position 16003: 0.003406301799544461
Position 587: 0.003381655251135391
Position 25448: 0.0033798874051705983
Position 22528: 0.003363298849629161
Position 139: 0.003251481434421737
Position 263: 0.0031786650346321754
Position 32111: 0.003038775549428653
Position 24370: 0.002802590933352845
Position 1721: 0.0027087286683549227
Position 272: 0.002671835999693371
Position 16299: 0.0026205273213730433
Position 23952: 0.0025077537402822753
Position 771: 0.0024927714532887784
Position 711: 0.002432294071863393
Position 23022: 0.0022303319411964132
Position 31277: 0.0021760022644011097
Position 25935: 0.0021462553524520317
