Gene = ScpX
index = 1477
Annotated 5SS: [ 158  818 1068 2016]
Annotated 3SS: [ 493  876 1131 2075]
SMsplice 5SS: [ 158  818 1068 2016]
SMsplice 3SS: [ 493  876 1131 2075]
top_k =  500
Partition function (log Z): 2.9897491124546542

Sorted 5' Splice Sites (High to Low Probability):
Position 818: 0.9971775276743948
Position 1068: 0.9880055238045277
Position 2016: 0.9226184686279056
Position 158: 0.5116804555413198
Position 2321: 0.07048839284255669
Position 2297: 0.035648652924094575
Position 130: 0.024530183063391494
Position 236: 0.019479356866821874
Position 2311: 0.014406262899211144
Position 1967: 0.013172640192473719
Position 306: 0.010640208287173663
Position 1422: 0.01033079089577619
Position 1310: 0.005763882982126588
Position 1907: 0.00517971043143183
Position 1271: 0.003645314452422901
Position 659: 0.0034512280622297845
Position 999: 0.0033522577364804426
Position 1074: 0.0023537440250265633
Position 1570: 0.0022890608152359914
Position 1688: 0.0019250996080300432
Position 160: 0.0017740873286680415
Position 1841: 0.0010338222074028165
Position 141: 0.0006706200358099863
Position 76: 0.0006448984062056999
Position 49: 0.0006069030641689076
Position 1426: 0.000585393019703507
Position 1448: 0.000500761933482417
Position 440: 0.00043649416157911386
Position 459: 0.0003995669027373905
Position 1931: 0.00036600874624454817
Position 126: 0.0003611074119644302
Position 2279: 0.0003433630626564167
Position 1492: 0.00029716201167137894
Position 137: 0.00016432721835213214
Position 583: 0.00015066800718753143
Position 1959: 0.0001388407981552564
Position 1824: 0.00011629044974738925
Position 1187: 0.00011172150070631233
Position 923: 8.81470446423888e-05
Position 134: 8.283913892128608e-05
Position 1593: 7.766039184304054e-05
Position 1057: 5.92766777463986e-05
Position 70: 5.6064405115474306e-05
Position 798: 5.297362100343937e-05
Position 2082: 5.2494011002468294e-05
Position 1702: 4.77354984104675e-05
Position 143: 4.593469093758173e-05
Position 1563: 3.8488986043480693e-05
Position 1407: 2.2087224168423913e-05
Position 680: 1.8596078751998127e-05
Position 1787: 1.6709212286405982e-05
Position 1784: 1.5324749394758072e-05
Position 1629: 1.3410102774444478e-05
Position 164: 1.3240718208789296e-05
Position 689: 1.0394357261602196e-05
Position 1731: 1.0253849885258788e-05
Position 724: 1.012757405981598e-05
Position 1734: 9.610043122232813e-06
Position 102: 8.841323225010114e-06
Position 1339: 8.40145647426922e-06
Position 73: 6.886476014252972e-06
Position 162: 6.06374383743691e-06
Position 1577: 4.784952391102529e-06
Position 808: 4.428763162502084e-06
Position 115: 3.731513979319437e-06
Position 402: 2.9985646988661683e-06
Position 521: 2.7522223696699643e-06
Position 593: 2.2908466993629712e-06
Position 743: 1.25583057200719e-06
Position 493: 8.66322326910669e-07
Position 617: 6.522537413926369e-07
Position 385: 6.388142299742669e-07
Position 2062: 5.445167538845e-07
Position 2057: 5.378602066481135e-07
Position 1275: 5.027690861262947e-07
Position 605: 4.736377212777165e-07
Position 85: 3.793562218810816e-07
Position 717: 3.2566564387958845e-07
Position 128: 3.126284322126478e-07
Position 1753: 2.9783866930082265e-07
Position 1590: 2.9162885570167013e-07
Position 767: 1.307061039917526e-07
Position 1411: 1.164851622639457e-07
Position 523: 2.064510034331035e-08
Position 1329: 9.317767226437096e-09
Position 334: 1.012541903554503e-09
Position 1301: 9.355357971071149e-10
Position 479: 7.942023763189242e-10
Position 507: 7.658800099604313e-10
Position 1641: 1.739726630346698e-10
Position 1742: 1.7205263527364845e-10
Position 1587: 1.5575812697163207e-10
