Gene = AstC
index = 31
Annotated 5SS: [ 246 4277 4473]
Annotated 3SS: [4160 4332 4534]
SMsplice 5SS: [ 246 4277 4473]
SMsplice 3SS: [4160 4332 4534]
top_k =  500
Partition function (log Z): 0.6294474383263546

Sorted 5' Splice Sites (High to Low Probability):
Position 4277: 0.9964424676485042
Position 246: 0.9564519362225162
Position 4473: 0.9562044776813884
Position 4661: 0.4092470955007079
Position 1068: 0.0833364893745809
Position 829: 0.07786461060994058
Position 824: 0.0591559434306557
Position 2581: 0.049318649093194875
Position 1375: 0.023782540946874587
Position 3219: 0.022139749969284164
Position 1303: 0.020414558435262683
Position 1594: 0.014533642187277688
Position 2436: 0.013959396212504712
Position 1163: 0.010590142154454397
Position 882: 0.010437220866510334
Position 834: 0.009121978392644947
Position 4614: 0.008479499733923784
Position 354: 0.008153862914199313
Position 1037: 0.0051244714398700885
Position 4892: 0.003082682205469009
Position 463: 0.0019195621583582396
Position 4281: 0.0014809591585533343
Position 434: 0.0011507733381745826
Position 4575: 0.0010313491275839896
Position 4880: 0.000897899497660888
Position 406: 0.0007305542179124102
Position 3224: 0.0005688808245340255
Position 1055: 0.0005652573146191982
Position 250: 0.0005389577058478841
Position 3116: 0.0005037022771424991
Position 4609: 0.00045036056599928874
Position 4676: 0.0004358470240449831
Position 4904: 0.0003312635536080052
Position 4708: 0.0003008483680001874
Position 4388: 0.00028662228523912344
Position 563: 0.0002625519024001913
Position 5073: 0.00022988955284813272
Position 567: 0.00020728793717534762
Position 1776: 0.00017677669018540076
Position 872: 0.00011350357134266154
Position 4260: 0.00010229882862769921
Position 5014: 9.630974020544243e-05
Position 420: 5.56045954484001e-05
Position 1907: 4.908309597956565e-05
Position 760: 4.4584577684461396e-05
Position 4518: 4.180080526203903e-05
Position 5120: 3.415289532814402e-05
Position 240: 2.9833707073188683e-05
Position 574: 2.6553658981487035e-05
Position 1431: 2.292826157177592e-05
Position 1121: 2.2849553089031535e-05
Position 400: 1.8878286120315094e-05
Position 788: 7.0697564834212094e-06
Position 512: 6.244010429594226e-06
Position 717: 5.3130618327503565e-06
Position 1167: 4.264574149767993e-06
Position 4369: 3.740140174975922e-06
Position 4299: 2.8797090223341994e-06
Position 886: 2.8411866381708707e-06
Position 667: 2.5600595274205863e-06
Position 60: 2.342316020666116e-06
Position 521: 2.024790049962305e-06
Position 648: 1.726817953543531e-06
Position 4501: 8.82600601594708e-07
Position 1170: 5.014962279672005e-07
Position 470: 4.388548028156047e-07
Position 623: 2.0953717932350284e-07
Position 552: 1.7316821180886295e-07
Position 4665: 1.3940457178904042e-07
Position 4537: 1.873670640107424e-08
Position 29: 5.372824954368954e-09
Position 7: 2.322078948699345e-09
Position 330: 6.897534488220796e-10
Position 312: 3.974610375847458e-10
Position 345: 3.4612185606697813e-10
Position 305: 3.164189024181051e-10
Position 310: 1.1046866028000013e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4332: 0.9972312054304947
Position 4160: 0.8728037272568294
Position 4534: 0.7003075673521165
Position 4726: 0.3311460562179806
Position 4543: 0.17145876118984996
Position 898: 0.12110919491372098
Position 4195: 0.11770663293405309
Position 305: 0.08618658290830017
Position 4537: 0.06721090302490157
Position 948: 0.031186143612659773
Position 4907: 0.030662700170434404
Position 4657: 0.026051898067703954
Position 2651: 0.01664526905413123
Position 1661: 0.016061290695815317
Position 2537: 0.015494213218668665
Position 4801: 0.013863941492503399
Position 5095: 0.011776570339048751
Position 623: 0.011584077189569665
Position 4955: 0.011247525453295885
Position 1226: 0.007051685592705437
Position 667: 0.006281712259664223
Position 5211: 0.0062217963286014715
Position 1828: 0.005374572058079099
Position 1173: 0.005226947391678873
Position 487: 0.0050295544882840056
Position 2130: 0.004888687843766809
Position 604: 0.003499722181596106
Position 677: 0.003392401111265371
Position 353: 0.0033856852663594946
Position 3415: 0.003137930366185056
Position 563: 0.003051005535217074
Position 4770: 0.002978707993114768
Position 467: 0.0028727094648815354
Position 3136: 0.0026795037125568522
Position 1528: 0.002464968208975586
Position 537: 0.0023623571920305384
Position 965: 0.0020408754393992858
Position 648: 0.00201016289071399
Position 1144: 0.0019260509333343177
Position 5127: 0.0016484633033505955
Position 4757: 0.0015434352291266028
Position 4817: 0.001471416556989436
Position 1500: 0.0014384434639205803
Position 977: 0.0014145217523554095
Position 1974: 0.001387272039807008
Position 574: 0.0013098600708219789
Position 4242: 0.00129740099705106
Position 4165: 0.0012257083786437668
Position 4822: 0.0010624630362522165
Position 5139: 0.0010446228413820112
Position 2292: 0.0009707981805314377
Position 4356: 0.0008910125005798611
Position 5103: 0.0008599386170936952
Position 4168: 0.0007521125631349578
Position 723: 0.0006666785388611993
Position 2757: 0.0006389765145944007
Position 434: 0.0006149913489935187
Position 2361: 0.0004350238961980542
Position 3584: 0.0003837197452118073
Position 367: 0.0003760234951315398
Position 3021: 0.00034167300089525134
Position 759: 0.0003152591149416101
Position 5041: 0.0002458318989835271
Position 4775: 0.00024436454608294184
Position 585: 0.00022516675739111007
Position 3489: 0.00021919163108458678
Position 1418: 0.000186619795726312
Position 4466: 0.000183545244759397
Position 406: 0.00017829892016828227
Position 3926: 0.00017614327547350964
Position 805: 0.0001710802971169656
Position 452: 0.00015916469326280835
Position 3467: 0.00013024104733550082
Position 788: 0.00012088141117708699
Position 1560: 0.00011284775146362279
Position 5120: 0.00010384999308723835
Position 4963: 9.933441127998794e-05
Position 2464: 9.28755922595348e-05
Position 3562: 8.355060487873195e-05
Position 823: 6.248662784204562e-05
Position 4446: 2.2700884590195486e-05
Position 1452: 1.555821614236947e-05
Position 993: 1.4318836473301026e-05
Position 753: 1.2987596022726395e-05
Position 4365: 8.467946323584985e-06
Position 1053: 7.384561881006905e-06
Position 4601: 5.891264689106418e-06
Position 2707: 5.505033849273254e-06
Position 4555: 5.229033302398601e-06
Position 1058: 3.7411942820070156e-06
Position 375: 3.0983667062587935e-06
Position 383: 3.084104292823083e-06
Position 4271: 2.589700226953385e-06
Position 1268: 1.4242809803496756e-06
Position 117: 1.3246914733962743e-06
Position 1003: 8.295418078770123e-07
Position 4618: 7.052732989759456e-07
Position 4558: 5.91896014277019e-07
Position 4614: 2.2616202043085152e-07
Position 4628: 1.208400641892636e-07
Position 232: 1.1153357534813346e-07
Position 176: 3.931632261996593e-08
Position 81: 2.4776778846720734e-09
Position 75: 6.060568192635551e-10
Position 53: 3.011923477541375e-11
Position 240: 1.6808197646291752e-11
Position 60: 8.984707031357886e-13
Position 250: 4.4759167563381833e-13
