Gene = Cpr64Ad
index = 1097
Annotated 5SS: [86]
Annotated 3SS: [160]
SMsplice 5SS: [86]
SMsplice 3SS: [160]
top_k =  500
Partition function (log Z): -3.6453156801779807

Sorted 5' Splice Sites (High to Low Probability):
Position 86: 0.9669468711569886
Position 6: 0.07228052360095971
Position 92: 0.0018500385082184365
Position 108: 0.001392144615617781
Position 96: 0.0008407965801879927
Position 651: 0.0005877229562079466
Position 659: 0.00016348721680730806
Position 35: 0.0001463889251978391
Position 10: 0.00014547649546667392
Position 618: 8.804725491390066e-05
Position 905: 6.92882674137337e-05
Position 957: 5.6201795628055876e-05
Position 90: 3.811416891397254e-05
Position 645: 3.6041093251233744e-05
Position 121: 3.286605585535412e-05
Position 350: 1.9700255769724384e-05
Position 693: 1.285132578851664e-05
Position 580: 1.2291271926607613e-05
Position 512: 1.2281587481655394e-05
Position 923: 8.786361949678912e-06
Position 116: 7.210916230167326e-06
Position 209: 5.790418340446111e-06
Position 240: 5.702925550024948e-06
Position 914: 5.64169444611659e-06
Position 204: 4.854754122458358e-06
Position 586: 4.5467929722833306e-06
Position 298: 3.991723840104874e-06
Position 663: 3.343655905880772e-06
Position 536: 2.6121719350863687e-06
Position 373: 2.5529132267422555e-06
Position 431: 2.521698241601447e-06
Position 699: 2.45506642101311e-06
Position 563: 2.0137157936700317e-06
Position 479: 1.8781470295974025e-06
Position 890: 1.8099430409228937e-06
Position 14: 1.32103882689544e-06
Position 371: 9.454245776580465e-07
Position 735: 9.017466376658189e-07
Position 488: 6.293280410248022e-07
Position 161: 5.143594826138973e-07
Position 702: 5.049201754796827e-07
Position 911: 4.1144651621329614e-07
Position 749: 3.1118036709981216e-07
Position 656: 2.8019855871592966e-07
Position 707: 2.1597164571097217e-07
Position 978: 3.900569219308154e-08
Position 422: 3.7153323899642784e-10
Position 455: 3.47153301451483e-11
Position 170: 4.09907100204353e-15
Position 164: 5.159073848968938e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 160: 0.9980419686799844
Position 63: 0.044536241133392045
Position 711: 0.0007223047329016443
Position 170: 0.0005032555808828368
Position 746: 0.00025544630289150804
Position 580: 0.00020696782575945817
Position 1022: 0.00015019876190873815
Position 120: 0.00012119102956864976
Position 199: 8.313351307397925e-05
Position 90: 7.455548446604347e-05
Position 422: 3.9217955378734736e-05
Position 479: 2.13560702147491e-05
Position 604: 1.4425729045828857e-05
Position 754: 4.899194969339005e-06
Position 536: 3.391332255852566e-06
Position 512: 3.1307179930273154e-06
Position 782: 3.046775467421491e-06
Position 791: 2.895332518454929e-06
Position 628: 2.8409476491283002e-06
Position 818: 1.9307588254452613e-06
Position 851: 1.9261237340039793e-06
Position 491: 1.7443563630557532e-06
Position 586: 1.6276414168058326e-06
Position 945: 1.0733467242404051e-06
Position 431: 1.0704883991724952e-06
Position 379: 8.412634439254812e-07
Position 757: 5.867244110419909e-07
Position 455: 3.769597167588435e-07
Position 125: 3.7159472897896474e-07
Position 634: 3.3564187724104216e-07
Position 685: 2.772880601295374e-07
Position 559: 1.5671874667489584e-07
Position 488: 1.3505121221367675e-07
Position 128: 4.334208412212329e-13
