Gene = Galt
index = 1180
Annotated 5SS: [363 673 948]
Annotated 3SS: [ 502  741 1024]
SMsplice 5SS: [363 673 948]
SMsplice 3SS: [ 502  741 1024]
top_k =  500
Partition function (log Z): 0.17133837534576507

Sorted 5' Splice Sites (High to Low Probability):
Position 948: 0.9915096504021094
Position 363: 0.963000989247821
Position 673: 0.9388045607635259
Position 1283: 0.013477639019101671
Position 99: 0.008312489332320707
Position 264: 0.003984987572352379
Position 454: 0.002558395030085622
Position 367: 0.0017631240713817137
Position 966: 0.0016578649861726245
Position 1064: 0.0016473400482457227
Position 1578: 0.001250516196481158
Position 1695: 0.0009712367523196073
Position 1237: 0.0008104345328439109
Position 246: 0.0007802772560105139
Position 349: 0.0007257843123685208
Position 136: 0.00045811624875452973
Position 952: 0.00039472463891733635
Position 1058: 0.0003762501912921745
Position 1421: 0.0003708014556003658
Position 360: 0.00029371070213925215
Position 378: 0.0002872915964504169
Position 440: 0.00026725938193722333
Position 418: 0.00026160121621713884
Position 1293: 0.0002263208448300216
Position 295: 0.00021339769489131004
Position 459: 0.00014989086760371667
Position 652: 0.00011798701711335672
Position 284: 0.00011163757624472166
Position 1287: 0.0001041572389486563
Position 1068: 0.00010169750732339164
Position 1640: 9.792831996470435e-05
Position 315: 8.37001746104095e-05
Position 402: 6.989362333068757e-05
Position 16: 6.760227440554109e-05
Position 1571: 6.468602261237756e-05
Position 1290: 6.334455151557343e-05
Position 1563: 3.6994948478127146e-05
Position 1679: 3.523797469629951e-05
Position 584: 3.117294006529631e-05
Position 425: 2.281668937269239e-05
Position 934: 1.9723967543211322e-05
Position 1650: 1.778427505944645e-05
Position 931: 1.1283857422142108e-05
Position 331: 1.120399356834943e-05
Position 871: 1.0669998018553195e-05
Position 1701: 9.478934186811288e-06
Position 876: 8.798451269236043e-06
Position 730: 6.485061285796393e-06
Position 917: 6.174853665033042e-06
Position 721: 5.343053200511152e-06
Position 802: 5.0884794706473135e-06
Position 702: 4.510982552265045e-06
Position 796: 4.097596131826672e-06
Position 642: 2.9676569100554893e-06
Position 298: 2.6257069605756795e-06
Position 719: 2.2574875882876455e-06
Position 579: 2.1188177943770096e-06
Position 353: 1.0552625537622361e-06
Position 771: 4.0329787126699513e-07
Position 805: 3.8982850201217764e-07
Position 66: 3.1321495428299546e-07
Position 769: 2.426128160622515e-07
Position 544: 1.2272603278480702e-07
Position 550: 1.0327983159227702e-07
Position 837: 6.025515117357672e-08
Position 493: 5.770587280902285e-08
Position 857: 4.8337010351912756e-08
Position 279: 3.617345943618344e-08
Position 518: 3.32511825322438e-08
Position 1263: 2.334252097790825e-08
Position 937: 2.1426498490900472e-08
Position 1462: 1.7616369562652976e-08
Position 1230: 1.4631507443210842e-08
Position 528: 1.0099046433519863e-08
Position 1103: 9.338729108833313e-09
Position 1136: 8.462298265592895e-09
Position 1180: 5.31984560972423e-09
Position 1025: 1.8424322400562556e-09
Position 1145: 5.841052466361674e-11
Position 1186: 4.279153382203122e-11
Position 811: 2.0828253615427223e-11
Position 1037: 7.392973380860792e-12
Position 552: 7.642423524612761e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1024: 0.9924363086137629
Position 502: 0.9644798759573027
Position 741: 0.9177982492673511
Position 843: 0.012684015989311783
Position 440: 0.012614074631478712
Position 1374: 0.00925182517527775
Position 777: 0.00487264867373478
Position 1130: 0.004604325489663914
Position 1439: 0.003856426245125863
Position 172: 0.0029255540404086343
Position 1628: 0.002032229894494526
Position 1757: 0.0011114770400943456
Position 550: 0.001029546538463171
Position 847: 0.0010237508177462172
Position 1352: 0.0009712747941787342
Position 1406: 0.0006146076452607302
Position 1073: 0.0006125432285777126
Position 1507: 0.0004513846347415983
Position 263: 0.0004012004966837751
Position 1033: 0.00034099804630019704
Position 231: 0.00017683468026987755
Position 1379: 0.0001619594838462833
Position 193: 0.0001501148268933551
Position 759: 0.00011303715467922499
Position 196: 0.00011224279956007309
Position 1704: 9.542113568381265e-05
Position 162: 8.507822702078062e-05
Position 1051: 8.067230383399711e-05
Position 234: 7.67007926616383e-05
Position 1421: 6.70077424438134e-05
Position 709: 5.463247715392454e-05
Position 1632: 4.9355046858076465e-05
Position 588: 4.512334941901667e-05
Position 298: 3.704096202653538e-05
Position 591: 2.4380697588293215e-05
Position 97: 2.1210678630918955e-05
Position 202: 1.927639876615311e-05
Position 1058: 1.769961216141546e-05
Position 917: 1.7331021979228984e-05
Position 349: 1.5574054756331092e-05
Position 1175: 1.5563452466453864e-05
Position 504: 1.5224710077826208e-05
Position 922: 1.516414981757265e-05
Position 1734: 1.5061976962161208e-05
Position 240: 1.4156350665503984e-05
Position 1088: 1.1344847534036855e-05
Position 402: 1.10719686103091e-05
Position 1473: 9.48938188412534e-06
Position 1037: 8.109035351966642e-06
Position 325: 5.408603184081558e-06
Position 1172: 4.967698008077785e-06
Position 594: 4.353083416606874e-06
Position 295: 4.3422395711149316e-06
Position 1721: 4.186661504855482e-06
Position 979: 4.0245049508097725e-06
Position 1571: 3.3289803396066685e-06
Position 1741: 3.183515217191475e-06
Position 1674: 3.023660218802519e-06
Position 1712: 2.8845467171037696e-06
Position 205: 2.593243497683904e-06
Position 148: 2.110509054084455e-06
Position 801: 1.6089399488624685e-06
Position 331: 1.1642006434077664e-06
Position 145: 4.5806436956345387e-07
Position 659: 3.760831368895236e-07
Position 360: 3.242965772825682e-07
Position 366: 1.4682087641312832e-07
Position 243: 9.171357340105312e-08
Position 597: 7.90287710627396e-08
Position 118: 5.166738651296068e-08
Position 378: 4.6419232590511773e-08
Position 677: 3.064857559136697e-08
Position 1082: 2.7101747698598065e-08
Position 315: 2.49145815329899e-08
Position 127: 1.781027000172837e-08
Position 606: 1.4651695467800618e-08
Position 612: 1.1990443558467562e-08
Position 139: 1.188229420397261e-08
Position 976: 6.999289955397234e-09
Position 603: 5.527611532822523e-09
Position 131: 7.993872350924382e-13
Position 122: 4.404153704287772e-18
Position 99: 4.328099748184771e-18
Position 129: 3.396639129346468e-18
Position 103: 4.3156994021340776e-19
Position 120: 2.816387641765375e-23
