Gene = Best2
index = 47
Annotated 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
Annotated 3SS: [2801 4295 4470 4716 5165 5947 7879 8448 8901 9064 9458]
SMsplice 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
SMsplice 3SS: [2801 4115 4470 4716 5165 5947 7879 8448 8901 9064 9458]
top_k =  500
Partition function (log Z): 37.44392031260561

Sorted 5' Splice Sites (High to Low Probability):
Position 5086: 0.9995222891158159
Position 8995: 0.9984832455560084
Position 6056: 0.9980595469666725
Position 9308: 0.9931543673073309
Position 8120: 0.9919620858828097
Position 4407: 0.9867045254657338
Position 5295: 0.9780149123511412
Position 3166: 0.9534215999643441
Position 8759: 0.9428533665057544
Position 4658: 0.9413115586491543
Position 119: 0.8753217346249725
Position 3929: 0.28382468161476765
Position 4218: 0.2686974387291644
Position 5724: 0.15597384744588666
Position 3440: 0.15191035037757342
Position 10018: 0.1233808195794012
Position 9726: 0.11624558135617631
Position 2308: 0.07468909039951964
Position 96: 0.06578326102615231
Position 2690: 0.05208504612962466
Position 4652: 0.04849144176312855
Position 8687: 0.03831752709157636
Position 7262: 0.03616868899134725
Position 2669: 0.026138931184823164
Position 5690: 0.023200640048566607
Position 9750: 0.022776806404831818
Position 9178: 0.022481594761385632
Position 1212: 0.021986883407247484
Position 6818: 0.02001434085261301
Position 8347: 0.019194220035917087
Position 7277: 0.018748497869763167
Position 3584: 0.01798219680069338
Position 5818: 0.014400440161508673
Position 5884: 0.013654562140673485
Position 5870: 0.012433422783492507
Position 4411: 0.009893655594913847
Position 3428: 0.008335568445462715
Position 10016: 0.008070912878804785
Position 5515: 0.007987547530649284
Position 5286: 0.007049702087251823
Position 2253: 0.006845113074890288
Position 6522: 0.00661575527478797
Position 6486: 0.006297506057822803
Position 3871: 0.006119270648233858
Position 496: 0.005636920268486474
Position 5719: 0.005433321956907701
Position 8720: 0.005383090852105469
Position 366: 0.004883020959080332
Position 10081: 0.0047659288285905365
Position 9772: 0.004513526271719603
Position 5663: 0.003662665796868821
Position 2314: 0.003661489429165651
Position 3729: 0.003612559708528809
Position 8709: 0.0032471984914626264
Position 9355: 0.003133842942262864
Position 7152: 0.0028949452647821458
Position 7576: 0.002846707266607306
Position 1605: 0.002761238406126348
Position 9173: 0.0026438102044096788
Position 773: 0.0025772427346372868
Position 326: 0.002546356955466828
Position 10192: 0.0024840778765716684
Position 1049: 0.0024250317054504587
Position 8763: 0.0023297281347179136
Position 2088: 0.002127541672310512
Position 6478: 0.002106304401408312
Position 4198: 0.0017485414652938691
Position 8148: 0.0016823114787588654
Position 2250: 0.0016626840297485615
Position 5781: 0.001615211791939774
Position 6539: 0.0015218428792014996
Position 7183: 0.0014638064115421174
