Gene = ATPsynB
index = 4
Annotated 5SS: [ 97 642]
Annotated 3SS: [312 733]
SMsplice 5SS: [642]
SMsplice 3SS: [733]
top_k =  500
Partition function (log Z): -4.662365651869318

Sorted 5' Splice Sites (High to Low Probability):
Position 642: 0.9636608473583232
Position 97: 0.2933307785910301
Position 234: 0.16884174539581037
Position 414: 0.07089283757356014
Position 225: 0.06151670829048249
Position 228: 0.04956611178695652
Position 29: 0.011467290066959679
Position 163: 0.005818700047244261
Position 212: 0.004681635323819266
Position 215: 0.004564994076926162
Position 155: 0.004432075950316402
Position 894: 0.0039195433184824905
Position 196: 0.0036215774945455768
Position 495: 0.003544801120028841
Position 620: 0.00244208735088223
Position 559: 0.0009784762305648869
Position 139: 0.0007628563252540936
Position 443: 0.0007583503315815459
Position 657: 0.0005447092447955083
Position 663: 0.0005314730471014117
Position 646: 0.0005151935921510105
Position 571: 0.0004857297650106968
Position 923: 0.0004544971674089845
Position 440: 0.0003907931483309955
Position 499: 0.0003125351045076895
Position 187: 0.0003043712449368022
Position 947: 0.0002110346101522912
Position 469: 0.00011153557259678673
Position 1135: 0.00010114543401729822
Position 38: 9.567688019316568e-05
Position 11: 8.210678635633958e-05
Position 150: 8.189601463662423e-05
Position 71: 6.236890224499097e-05
Position 831: 5.762919602368287e-05
Position 548: 4.630684799888711e-05
Position 992: 3.6805061117788264e-05
Position 1124: 3.55115959782156e-05
Position 137: 3.0880419733722e-05
Position 962: 2.6579388837407596e-05
Position 449: 1.5770432353455727e-05
Position 1060: 1.2196842937200487e-05
Position 609: 1.112793289888417e-05
Position 1099: 1.097205818717937e-05
Position 1118: 9.61010589699888e-06
Position 913: 9.447639803271665e-06
Position 418: 7.333633305528896e-06
Position 278: 5.620456742740586e-06
Position 969: 4.813507089755801e-06
Position 296: 2.305842910502758e-06
Position 1127: 2.007752428263939e-06
Position 51: 1.561339815548095e-06
Position 1094: 7.894345883802109e-07
Position 471: 6.948267171074558e-07
Position 283: 3.2034919583693676e-07
Position 534: 2.415728858086133e-07
Position 889: 2.245824657217433e-09
Position 344: 9.513676273290638e-10
Position 330: 3.4887629807110716e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 733: 0.9877625086380165
Position 312: 0.46445321433779135
Position 281: 0.12019136557358283
Position 524: 0.056494307059954695
Position 96: 0.006560375169011863
Position 464: 0.0042397765691716445
Position 946: 0.004238257227518304
Position 527: 0.00406127228347609
Position 548: 0.0037708486188132062
Position 163: 0.001848887936407865
Position 705: 0.001411172976480173
Position 317: 0.0010360888856658238
Position 1039: 0.000615371186074068
Position 121: 0.00041982163186797793
Position 754: 0.0003788913726599536
Position 351: 0.00035043193250127006
Position 1183: 0.00030836034058089176
Position 1036: 0.00021283576437093325
Position 599: 0.00018888211410203958
Position 877: 0.00016429258438773017
Position 1023: 0.0001423977077105335
Position 978: 0.0001373012942863796
Position 556: 9.903726078115243e-05
Position 596: 6.135989328389098e-05
Position 1042: 5.942039907417789e-05
Position 413: 4.399963343533009e-05
Position 922: 3.502177403930182e-05
Position 212: 2.7909716547135398e-05
Position 449: 2.253564623065077e-05
Position 542: 1.7802919484048234e-05
Position 1124: 1.1217331388198827e-05
Position 808: 9.791085353903732e-06
Position 928: 6.971808331729293e-06
Position 778: 6.211373936211499e-06
Position 392: 5.763574892052279e-06
Position 982: 5.576465778272294e-06
Position 1155: 4.6845206912506485e-06
Position 129: 3.9189518164234595e-06
Position 620: 2.6466481430368307e-06
Position 985: 2.382850324921806e-06
Position 79: 2.099454422475774e-06
Position 81: 5.972280266831947e-11
Position 383: 1.0087951554473646e-11
