Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  500
Partition function (log Z): -57.442082660823026

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9999997249387778
Position 11435: 3.5770025792568e-07
Position 2209: 3.2541356796593945e-07
Position 12454: 2.0568166424700852e-07
Position 10917: 1.6888262559204933e-07
Position 240: 7.230734273874832e-08
Position 228: 5.6175548810949596e-08
Position 519: 4.1250702014346496e-08
Position 3437: 3.887931742471926e-08
Position 11314: 3.595483901797239e-08
Position 806: 1.567200339431903e-08
Position 244: 1.2559217093693e-08
Position 1957: 4.31754680872887e-09
Position 653: 1.7344023701653868e-09
Position 358: 1.5100371496934181e-09
Position 2583: 1.392808425084986e-09
Position 322: 1.35778937059447e-09
Position 675: 8.725788016154246e-10
Position 8408: 7.788495942130507e-10
Position 3232: 6.440840279854458e-10
Position 1626: 5.195122445092195e-10
Position 224: 4.4073661105276524e-10
Position 2484: 4.292862922121193e-10
Position 7504: 3.983723864639889e-10
Position 1369: 3.3213096377822485e-10
Position 432: 2.9942146333912173e-10
Position 92: 1.315671259266825e-10
Position 710: 9.726873893966307e-11
Position 2587: 5.048604845568605e-11
Position 279: 3.0652437660326034e-11
Position 2548: 3.039554921644362e-11
Position 2459: 2.835871568807967e-11
Position 1008: 2.408800287237268e-11
Position 360: 1.4958460638317803e-11
Position 447: 9.712000605506746e-12
Position 5346: 8.04575314991641e-12
Position 272: 6.700794405986285e-12
Position 513: 5.95574390047981e-12
Position 3931: 3.045623508517854e-12
Position 3965: 2.5957860648691494e-12
Position 3927: 8.674216898968434e-13
Position 3979: 5.624373053401891e-13
Position 4094: 4.840489162336089e-13
Position 2864: 1.2331532335094265e-14
Position 935: 3.476536600145485e-15
Position 362: 2.7464802631034486e-15
Position 429: 2.4361586670364306e-15
Position 583: 1.7413300548965975e-15
Position 605: 1.0865213623390774e-15
Position 441: 8.690648706552584e-16
Position 962: 7.780975604737329e-16
Position 45: 7.773092788728635e-16
Position 15: 2.2886263007917857e-16
Position 25: 9.560038295129429e-17
Position 232: 9.347629695497825e-17
Position 439: 5.622092810849766e-17
Position 33: 2.498375377513944e-17
Position 246: 2.000314013753548e-17
Position 248: 1.1906938632330679e-17
Position 4: 1.7038130660638402e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 27236: 0.9996958950407012
Position 20000: 0.00015953738910436547
Position 18599: 6.607480591499261e-05
Position 18558: 5.795475590829882e-05
Position 17962: 1.1263937287417376e-05
Position 16994: 4.09013214610944e-06
Position 12384: 1.4653029557165128e-06
Position 15947: 1.3321562211811853e-06
Position 14509: 9.864652455694967e-07
Position 14806: 4.153469209790298e-07
Position 14539: 4.0658618079494524e-07
Position 10990: 2.2583342929812002e-07
Position 12822: 1.9786966487659504e-07
Position 10722: 1.6695119960323853e-07
Position 12648: 1.6063425105491152e-07
Position 13514: 9.635533206532702e-08
Position 2019: 7.592461677544827e-08
Position 11677: 6.972569563206467e-08
Position 11182: 6.89051264410943e-08
Position 13769: 6.579066807108037e-08
Position 9993: 6.321842330217337e-08
Position 802: 5.3171438895223035e-08
Position 13893: 5.316307706576971e-08
Position 2685: 3.322820892046309e-08
Position 11198: 3.011537657356551e-08
Position 11711: 2.116367096731488e-08
Position 10908: 2.110622188948494e-08
Position 10959: 2.0323340868513073e-08
Position 13029: 1.8770082678207378e-08
Position 2094: 1.7588605356866137e-08
Position 1985: 1.545599826719894e-08
Position 11028: 1.5047033293415343e-08
Position 1544: 1.4900603462046837e-08
Position 12853: 1.4313802122254654e-08
Position 1952: 1.2730387864589889e-08
Position 1317: 1.1477616073899443e-08
Position 11101: 9.955282749560349e-09
Position 11052: 8.29185648979402e-09
Position 1076: 6.069690990947999e-09
Position 10992: 5.396474295416759e-09
Position 1758: 4.912882848023249e-09
