Gene = her
index = 1725
Annotated 5SS: [1065 1397]
Annotated 3SS: [1132 1457]
SMsplice 5SS: [1065 1397]
SMsplice 3SS: [1132 1457]
top_k =  500
Partition function (log Z): -4.133778943742073

Sorted 5' Splice Sites (High to Low Probability):
Position 1065: 0.9776077562952802
Position 1397: 0.9598924084583534
Position 1864: 0.06922514163117369
Position 47: 0.06525974737732029
Position 1816: 0.040938253876885364
Position 552: 0.03728150962846488
Position 15: 0.03588391648195935
Position 1859: 0.03039320274259637
Position 337: 0.023142038228630077
Position 278: 0.01635522303347366
Position 1081: 0.013322185876442202
Position 1538: 0.011912599393217243
Position 930: 0.0093681556521546
Position 1802: 0.005337229980648714
Position 1857: 0.003896811583421588
Position 1757: 0.003187927468956694
Position 1386: 0.0027156277347855132
Position 1553: 0.0023751596629355168
Position 1822: 0.0021118109354578887
Position 495: 0.002045552937240416
Position 1780: 0.001227882065431686
Position 120: 0.0011820117584658886
Position 1682: 0.001077009651365275
Position 75: 0.0006682631731188578
Position 1715: 0.0006486158579420916
Position 26: 0.00045980833198341415
Position 395: 0.0004304034737733938
Position 2244: 0.00039098759926751547
Position 807: 0.00037046744169236153
Position 1617: 0.0002800910149335452
Position 937: 0.00026661255984693596
Position 1840: 0.00024689439285554887
Position 482: 0.0001821218822097048
Position 1059: 0.00017958306320051213
Position 1935: 0.0001429086449003846
Position 98: 0.00012379501904723696
Position 1775: 0.00012280561449372113
Position 222: 0.00010114344307853493
Position 434: 9.81684876158105e-05
Position 369: 9.401717355836177e-05
Position 488: 8.398292880439228e-05
Position 2254: 7.522628351287389e-05
Position 1084: 6.519090359549547e-05
Position 1604: 5.049223797091011e-05
Position 375: 5.0478006536602836e-05
Position 262: 4.917746748098609e-05
Position 326: 4.808389085114061e-05
Position 205: 4.703994918068353e-05
Position 523: 4.071749022307097e-05
Position 157: 3.826070765296323e-05
Position 2011: 3.642202250582582e-05
Position 857: 2.7395666491250303e-05
Position 177: 2.3896438964860822e-05
Position 958: 1.9414898830896465e-05
Position 1888: 1.7351665510933936e-05
Position 416: 1.664033970960057e-05
Position 1380: 1.4120859724380913e-05
Position 1087: 1.294740851415985e-05
Position 174: 1.2769966712272231e-05
Position 316: 1.141153299486995e-05
Position 347: 1.032242618456976e-05
Position 2295: 8.739700567583366e-06
Position 103: 8.348812201473846e-06
Position 270: 6.662987492255388e-06
Position 584: 5.552015342015662e-06
Position 414: 4.24068462975448e-06
Position 1162: 3.6131357086032184e-06
Position 185: 3.2930880502705147e-06
Position 785: 1.7463911886148535e-06
Position 122: 1.469575631255424e-06
Position 1153: 1.2303860476006033e-06
Position 1340: 1.195835768127654e-06
Position 590: 7.383408498392308e-07
Position 79: 7.357095824025567e-07
Position 874: 4.6548670811228723e-07
Position 1461: 1.2319242680739206e-07
Position 1306: 9.6655617907318e-08
Position 124: 2.4427154517201127e-08
Position 242: 2.220220234878475e-08
Position 1267: 1.2871648691838947e-08
Position 1313: 1.1274685506060184e-09
Position 1474: 8.804210124548281e-10
Position 1442: 6.040629487785002e-10
Position 1843: 3.5646675891458156e-10
Position 879: 2.8060110110387895e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1132: 0.990761049936413
Position 1457: 0.9138507732702031
Position 1923: 0.18646917835864182
Position 610: 0.08574197277033098
Position 94: 0.0520204367620513
Position 268: 0.01309613800281104
Position 347: 0.009849444855449802
Position 986: 0.009389352527571495
Position 75: 0.007423789481249415
Position 205: 0.006094492914194502
Position 2318: 0.0047544111834266585
Position 1610: 0.003875682400858829
Position 1601: 0.003757949411998374
Position 1667: 0.003757006666748878
Position 1742: 0.0026269687035183086
Position 1243: 0.002124735964253447
Position 1518: 0.0019153318623952016
Position 1533: 0.0018828018952131984
Position 147: 0.0017902073586490107
Position 1857: 0.0015515696528388967
Position 1474: 0.0013531232460831254
Position 1940: 0.0013246782939506838
Position 2005: 0.0012935996269601005
Position 1589: 0.0012764482781483085
Position 98: 0.001025422456224848
Position 1482: 0.001010258487136927
Position 1877: 0.000856329392166717
Position 2289: 0.0008230882092007299
Position 1598: 0.000803963519895337
Position 924: 0.0007883676251112965
Position 1028: 0.0006963893374857539
Position 1175: 0.0006035567466220273
Position 132: 0.0005262197252240503
Position 1703: 0.0005215484506314897
Position 1935: 0.0005142693865691348
Position 392: 0.0004789785829765132
Position 2437: 0.0004161224688027661
Position 1970: 0.00024343120036527877
Position 1240: 0.00021351161504209955
Position 1496: 0.00021349856242102792
Position 1902: 0.00018932945855634414
Position 2484: 0.00017967127749491735
Position 933: 0.00017897242538909182
Position 488: 0.00017884982933044546
Position 1506: 0.0001503189872694481
Position 921: 0.00013732280292848897
Position 103: 0.00013274277858521478
Position 635: 0.00013233506711166483
Position 1524: 0.00011961343261514018
Position 2121: 0.00011736512397774785
