Gene = Pdk1
index = 1364
Annotated 5SS: [  439  6393  6886 13430 13768]
Annotated 3SS: [ 6007  6516 12319 13492 14064]
SMsplice 5SS: [  439  6393  6886 12242 13430 13768]
SMsplice 3SS: [ 6007  6516 12113 12319 13492 14064]
top_k =  500
Partition function (log Z): 4.608688963944164

Sorted 5' Splice Sites (High to Low Probability):
Position 13430: 0.9952478286767892
Position 6393: 0.9812941014504392
Position 6886: 0.887316437930677
Position 439: 0.8336045100948958
Position 12242: 0.7918608172041444
Position 13768: 0.7800086239500921
Position 15066: 0.7479735631211875
Position 14477: 0.29296335653026817
Position 116: 0.19758135875617705
Position 14004: 0.17833203043424575
Position 14850: 0.17689900148763635
Position 11991: 0.16165689066471683
Position 7901: 0.1007920867531116
Position 8223: 0.09656908898716168
Position 3081: 0.08483406563991487
Position 16334: 0.07084582775933704
Position 14459: 0.056468496086333135
Position 13616: 0.051227790206866276
Position 8776: 0.04902504586964588
Position 14846: 0.04349397719169885
Position 459: 0.03684031350745205
Position 12188: 0.034848729829915256
Position 14367: 0.03448269283203009
Position 14596: 0.03312790178755979
Position 9242: 0.03208310262670076
Position 13596: 0.03133145274549568
Position 8245: 0.028774837197030945
Position 9730: 0.025774603921911457
Position 14761: 0.023355771544842183
Position 14198: 0.02244770506044316
Position 14620: 0.021725421789749923
Position 4628: 0.020186457308085222
Position 13279: 0.019433541655754304
Position 14799: 0.016703767546681937
Position 1537: 0.015365159282145612
Position 6423: 0.014621985715560152
Position 1633: 0.014260222397347998
Position 4632: 0.013909931535834861
Position 380: 0.013894114399227336
Position 12210: 0.013531397657012133
Position 7290: 0.01311505229715639
Position 3486: 0.012417735502465194
Position 8539: 0.012346974345960049
Position 12924: 0.011822338261039445
Position 16342: 0.011292117179079561
Position 14321: 0.01090801689047069
Position 16066: 0.010083307625928458
Position 252: 0.009290213980696207
Position 15485: 0.008727344109670968
Position 6788: 0.008184563984272704
Position 1749: 0.0076888160219629265
Position 7872: 0.0060590989191899956
Position 6083: 0.005821517090521059
Position 202: 0.005644628723396467
Position 12388: 0.004580886240965894
Position 14361: 0.004082996040427409
Position 13785: 0.0039022792395948564
Position 13906: 0.003721151969745056
Position 12992: 0.003636295458538803
Position 585: 0.0032223783799461402
Position 13865: 0.002757492616320979
Position 13999: 0.001824717143892997
Position 4480: 0.001748658731296788
Position 14012: 0.0017252130404218267
Position 6379: 0.0016658168268544333
Position 8038: 0.0016037516559902626
Position 429: 0.0015850270047436527
Position 168: 0.0014052533316791696
Position 1403: 0.0013236160322047813
Position 6907: 0.001198082381871199
Position 464: 0.0011338556535121975
Position 2484: 0.0010812596564514188
Position 220: 0.0010788063728738274
Position 190: 0.0008206756428833793
Position 14828: 0.0007988055098066664
Position 6911: 0.0007677592619030287
Position 9931: 0.0007452730963103285
Position 7302: 0.0007345696885856533
Position 14744: 0.0007007121497507964
Position 14373: 0.0006654645755722533
Position 2509: 0.0006634645048501274
Position 1316: 0.0005565285387654444
Position 1552: 0.0005262273313713222
Position 6878: 0.00051635251212013
Position 3089: 0.0004920642496321993
Position 596: 0.0004836046376914126
Position 8002: 0.00047288266193129145
Position 13734: 0.00044851169519866563
Position 13834: 0.00044782054103212885
Position 14257: 0.0004149623168481672
Position 1295: 0.0003958431570817063
Position 415: 0.0003867441898713652
Position 6314: 0.0003692539818677279
Position 141: 0.000356637991122722
Position 10202: 0.00031513591605954264
Position 12421: 0.0002869563157544739
Position 7024: 0.000284449080784783
Position 10014: 0.0002582820053579139
Position 15297: 0.00020734664964217444
Position 6923: 0.000199436672473333
Position 7600: 0.00015954293141393113
Position 13579: 0.0001476746919596146
Position 9368: 0.00012975147092016872
Position 9726: 0.00012924422843622847
Position 12474: 0.0001287473786420441
Position 6964: 0.00011996390901306442
Position 6556: 0.00011293611740256192
Position 14115: 9.219113950905959e-05
Position 3276: 9.096205183831775e-05
Position 12514: 8.650052406853756e-05
Position 6332: 8.543438874140743e-05
Position 13620: 8.429707956628166e-05
Position 1767: 7.705005471884265e-05
Position 6927: 7.53491312901499e-05
Position 12881: 7.207391010417269e-05
Position 860: 6.833150570786753e-05
Position 12679: 6.292473501160977e-05
Position 1319: 5.861343516064112e-05
Position 6434: 5.642734948805703e-05
Position 7147: 5.226207317681142e-05
Position 7699: 4.87791316394147e-05
Position 12518: 4.60397189604503e-05
Position 950: 4.227997883514126e-05
Position 1021: 4.105934306332984e-05
Position 25: 3.4746421172337365e-05
Position 6409: 2.7005521651720768e-05
Position 1025: 2.375124602693011e-05
Position 6114: 1.8254115884787696e-05
Position 1759: 1.7703582455682115e-05
Position 660: 1.713498829360213e-05
Position 551: 1.5160747052843303e-05
Position 78: 1.293373037166873e-05
Position 990: 1.2841529785733042e-05
Position 6337: 1.1708497909124428e-05
Position 135: 1.009906940123367e-05
Position 611: 8.389450079149284e-06
Position 1559: 8.29817766313054e-06
Position 833: 6.3892859880400955e-06
Position 30: 5.951366667395137e-06
Position 296: 5.218809888960531e-06
Position 6074: 5.03502411483158e-06
Position 61: 4.39612832356362e-06
Position 33: 3.756110467668337e-06
Position 277: 3.710617190315463e-06
Position 514: 3.6167390928962807e-06
Position 466: 3.2389452982996703e-06
Position 741: 2.6682281700944053e-06
Position 13710: 1.8081989850494804e-06
Position 13869: 1.7365520747950448e-06
Position 1059: 1.7151763416258936e-06
Position 448: 1.6057531568604176e-06
Position 1169: 1.5818980415533415e-06
Position 1188: 1.4241418261610912e-06
Position 13772: 8.644725431997481e-07
Position 412: 8.468517349963375e-07
Position 13561: 8.104504654365052e-07
Position 133: 7.488349827777101e-07
Position 6981: 5.082184576994366e-07
Position 12590: 4.653481395067424e-07
Position 7145: 4.2714150046942464e-07
Position 7057: 4.0814764546574953e-07
Position 635: 2.611861463958951e-07
Position 744: 2.1162606381358553e-07
Position 1647: 1.5230225028064294e-07
Position 13554: 1.2051548036095942e-07
Position 319: 8.908088880177958e-08
Position 545: 6.728975315704263e-08
Position 605: 6.231166153938775e-08
Position 127: 5.1389307025384274e-08
Position 390: 1.8225228108135273e-08
Position 821: 1.764738498531036e-08
Position 446: 3.7177390152725853e-09
Position 322: 1.5318447993555205e-09
Position 312: 1.1299594966449457e-09
Position 179: 2.1122605812177762e-10
Position 716: 4.721756753961089e-11
Position 7348: 1.6352313620703408e-11
Position 6843: 1.5901928018038867e-11
Position 565: 1.6812183755840726e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12319: 0.9963674929731128
Position 13492: 0.995732514341815
Position 6007: 0.9870141848310293
Position 14064: 0.9711343834798184
Position 6516: 0.9395878767052926
Position 12113: 0.7339834677454189
Position 14925: 0.32461893845317885
Position 16051: 0.2753757119405394
Position 11869: 0.2699919783811652
Position 14691: 0.1390206599340179
Position 14940: 0.13508431299254428
Position 16270: 0.13356375726209124
Position 15238: 0.12777311952350262
Position 14660: 0.12216719039845643
Position 7684: 0.1152270737144607
Position 167: 0.10915408169972478
Position 16434: 0.09211883009183068
Position 15215: 0.08674558610593779
Position 8629: 0.07377577530808171
Position 16408: 0.05358937865544321
Position 13686: 0.05339674549416318
Position 16122: 0.05000395474337927
Position 1458: 0.04416751009390865
Position 7671: 0.030421578741173152
Position 7663: 0.027109590568465725
Position 1858: 0.025694737761266077
Position 4374: 0.025433313883903377
Position 2915: 0.022308792987553772
Position 15451: 0.021873205570248144
Position 13353: 0.0177563533758197
Position 7731: 0.017484639423213048
Position 1135: 0.013940214056956689
Position 13858: 0.012736546240774345
Position 13060: 0.011171192936196499
Position 8156: 0.010065818497958462
Position 8670: 0.009270770218627513
Position 7220: 0.009183953566613282
