Gene = hay
index = 1723
Annotated 5SS: [ 117  381 2240]
Annotated 3SS: [ 286  440 2296]
SMsplice 5SS: [ 117  381 2240]
SMsplice 3SS: [ 182 2123 2296]
top_k =  500
Partition function (log Z): -1.6729645932403385

Sorted 5' Splice Sites (High to Low Probability):
Position 2240: 0.9981353547397519
Position 117: 0.9420888056041796
Position 381: 0.7543487604687754
Position 1900: 0.041776496848164896
Position 803: 0.03148812846179005
Position 1915: 0.02587619153133542
Position 1271: 0.01854897719077836
Position 1763: 0.01319257080831884
Position 1318: 0.00997319080888126
Position 1481: 0.00966900928392874
Position 583: 0.008492386140117839
Position 1964: 0.007444904673852736
Position 2558: 0.007237986019234734
Position 914: 0.006587561770861943
Position 2056: 0.004802502271482001
Position 650: 0.003611952024433552
Position 968: 0.0027956688230029907
Position 106: 0.002278268735345138
Position 419: 0.0019432690098792997
Position 159: 0.0016827656203675812
Position 2439: 0.0014622338006721768
Position 56: 0.0006263642768874434
Position 1250: 0.0005137995749673114
Position 109: 0.0003655279854840289
Position 2415: 0.0003390485358389701
Position 1605: 0.0003117990305330494
Position 1505: 0.000308556481297092
Position 2418: 0.00029269143821282283
Position 2427: 0.0002822790393651899
Position 376: 0.0002399516889650769
Position 121: 0.0001918090378679337
Position 369: 0.00014974819503633528
Position 940: 0.00012096243266626707
Position 531: 8.222216639244099e-05
Position 2527: 8.183961485215835e-05
Position 783: 6.0347101463733916e-05
Position 979: 5.770565846521128e-05
Position 387: 4.98064291797703e-05
Position 2534: 4.915017786327215e-05
Position 2409: 4.263307410923162e-05
Position 2394: 3.286023672298984e-05
Position 763: 2.7290796323434657e-05
Position 2790: 2.5372330998133247e-05
Position 1443: 2.0873831822701555e-05
Position 1464: 2.07410261939945e-05
Position 2297: 1.9591619061815298e-05
Position 385: 1.836964421300321e-05
Position 366: 1.3736900206526403e-05
Position 46: 7.176933538768785e-06
Position 42: 6.793919161279314e-06
Position 2202: 4.330598360693e-06
Position 2357: 2.70687794123968e-06
Position 2321: 2.327278984492118e-06
Position 417: 2.283340148580634e-06
Position 142: 2.036846384610426e-06
Position 2480: 2.0249570967623406e-06
Position 136: 1.5993030032251355e-06
Position 169: 1.3229008545003087e-06
Position 2810: 1.1737474308611413e-06
Position 2602: 1.0499006638078827e-06
Position 48: 8.173001695360773e-07
Position 923: 5.885682376100162e-07
Position 453: 5.235293541197659e-07
Position 538: 4.82411687656345e-07
Position 604: 4.2265394698722067e-07
Position 737: 3.7123419835942944e-07
Position 220: 3.4205988625646007e-07
Position 236: 3.3097230180774675e-07
Position 663: 3.10460619523432e-07
Position 225: 2.9657767109551053e-07
Position 227: 2.850229602086799e-07
Position 621: 2.4321343827269865e-07
Position 272: 2.3747222386076413e-07
Position 6: 1.0264777553468808e-07
Position 8: 7.310056196128186e-08
Position 668: 6.095866275914717e-08
Position 298: 6.03479480345972e-08
Position 482: 3.871113759243294e-08
Position 498: 2.9685906060657745e-08
Position 301: 2.422966888098504e-08
