Gene = Eig71Ee
index = 1149
Annotated 5SS: [52]
Annotated 3SS: [104]
SMsplice 5SS: [52]
SMsplice 3SS: [131]
top_k =  500
Partition function (log Z): -7.060544302075888

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9795646093682534
Position 282: 0.18782787832470108
Position 1171: 0.03526910407374015
Position 1194: 0.02955785843036573
Position 1113: 0.013819985788007891
Position 242: 0.01016483539069456
Position 1128: 0.007898771813652707
Position 155: 0.004900534569821846
Position 48: 0.0037551315286280646
Position 726: 0.003681098692966502
Position 366: 0.0021950071100565447
Position 480: 0.0019407266183872607
Position 846: 0.00158761962874067
Position 642: 0.001224012412023939
Position 395: 0.00105607595573882
Position 1011: 0.0007322733559131477
Position 195: 0.000635146959246873
Position 438: 0.0005282248879533074
Position 684: 0.0005228876407632816
Position 720: 0.0004566855072236147
Position 522: 0.00038535999845632396
Position 516: 0.00028153073966161364
Position 803: 0.0002634437472521394
Position 1095: 0.00021286716223958634
Position 39: 0.00015612029657280163
Position 1047: 0.00012497583166692352
Position 1136: 0.0001244518275252623
Position 678: 9.011294698705573e-05
Position 564: 8.468373123023205e-05
Position 558: 5.5966057887062866e-05
Position 36: 3.576599881534912e-05
Position 762: 1.1470286860693155e-05
Position 104: 8.8862722787822e-06
Position 474: 6.062081567567823e-06
Position 16: 4.573591664025208e-06
Position 228: 1.987940568454854e-06
Position 56: 1.7092275981623676e-06
Position 599: 6.975718099281525e-07
Position 359: 7.498977766882304e-08
Position 174: 7.463741822898956e-08
Position 138: 6.633298765714348e-08
Position 882: 4.234319790534468e-09
Position 169: 1.7453350474712522e-09
Position 198: 2.024027108991554e-10
Position 184: 3.35546008300634e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 131: 0.6951838683711179
Position 1242: 0.11883160728918703
Position 104: 0.10447701766867716
Position 1193: 0.08100804679790562
Position 773: 0.07632370030387396
Position 1112: 0.06188826384505946
Position 983: 0.03554463804463615
Position 569: 0.032799868702064354
Position 108: 0.022324867583124155
Position 969: 0.014248432939436005
Position 401: 0.008538901593456199
Position 1271: 0.006447056846703901
Position 138: 0.005606866691674541
Position 194: 0.00525528299881106
Position 1017: 0.0024652645983496316
Position 693: 0.0018774818302172242
Position 447: 0.001407535004511974
Position 213: 0.0012753353515305083
Position 1317: 0.0011978331777096343
Position 1380: 0.0011329040849990806
Position 706: 0.0009487705014873209
Position 342: 0.0008920638560965858
Position 599: 0.0008791329702340707
Position 531: 0.0008768697658784092
Position 1301: 0.0006990311351208364
Position 809: 0.0006134548076175425
Position 651: 0.0005874875574623955
Position 315: 0.0004801817583290743
Position 460: 0.00044564122307461573
Position 376: 0.00038458048937768283
Position 1014: 0.00032990700876135465
Position 942: 0.0003294007335765785
Position 225: 0.0003034861230478938
Position 544: 0.00028700729060709794
Position 489: 0.0002808970570095641
Position 735: 0.0002749251503726599
Position 855: 0.00026121835768286566
Position 258: 0.00025404039601021374
Position 154: 0.00020311529932131653
Position 351: 0.00019296900896880262
Position 868: 0.00018935899024494533
Position 664: 0.000182072738734302
Position 346: 0.0001719925929630743
Position 1062: 0.0001693633646220802
Position 605: 0.0001583305375113285
Position 1081: 0.00015506096849580373
Position 874: 0.00014997892299252827
Position 1446: 0.00014472892446195493
Position 255: 0.00013848796198051157
Position 893: 9.636950597332052e-05
Position 133: 7.030920511641224e-05
Position 317: 5.714104638879399e-05
Position 94: 4.6738907770026024e-05
Position 1535: 2.8534052839906124e-05
Position 1456: 2.530821316801463e-05
Position 163: 2.2695169187343214e-05
Position 167: 2.983996420026242e-06
Position 77: 5.144576554342194e-07
Position 86: 3.5278091867852586e-07
Position 236: 4.8879613339489466e-08
Position 279: 2.6107227629135644e-08
Position 276: 4.002353092371728e-09
Position 267: 3.4705130350835575e-12
Position 217: 9.632637182010152e-14
Position 246: 2.997951037965312e-14
