Gene = smt3
index = 1882
Annotated 5SS: [137]
Annotated 3SS: [258]
SMsplice 5SS: [137]
SMsplice 3SS: [258]
top_k =  500
Partition function (log Z): -8.561577831336185

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.8281573720797277
Position 28: 0.12255450345872056
Position 631: 0.04396244719276984
Position 584: 0.02849147695579875
Position 366: 0.02207608851959892
Position 178: 0.009101218266995774
Position 771: 0.006216002336633414
Position 779: 0.0033508190055334583
Position 603: 0.002718689764662079
Position 626: 0.002426112990922841
Position 497: 0.0007719355982096706
Position 392: 0.0005143224634357238
Position 635: 0.0004705664362850076
Position 500: 0.0003700938147043474
Position 253: 0.0002923821820821515
Position 183: 0.00028916867062736106
Position 198: 0.00019464586521102597
Position 203: 0.00013328489460482946
Position 164: 6.45833804537014e-05
Position 200: 6.272014808934318e-05
Position 19: 6.11246155843546e-05
Position 421: 5.4226625352336875e-05
Position 88: 4.516921391612382e-05
Position 190: 4.252554841334166e-05
Position 800: 1.2918807971635732e-05
Position 477: 9.03710416898622e-06
Position 56: 2.05899548195152e-06
Position 413: 1.0088307572052086e-06
Position 54: 9.786921336791466e-07
Position 219: 8.402970618661951e-07
Position 416: 7.570774688237287e-07
Position 32: 4.698596124102538e-07
Position 8: 2.733669761112992e-07
Position 62: 1.3089732022047345e-07
Position 243: 1.1450809737328824e-07
Position 43: 8.036764577063977e-08
Position 346: 6.660496694967377e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 258: 0.5048419327549714
Position 317: 0.1485518510332278
Position 826: 0.13441983943327487
Position 314: 0.09902119849633197
Position 496: 0.07005821714090074
Position 190: 0.04287956672221875
Position 523: 0.012358280523703188
Position 699: 0.01116248045480293
Position 358: 0.009235507566031169
Position 391: 0.0074881049084977586
Position 361: 0.007342575728220433
Position 771: 0.006310734504504594
Position 111: 0.004712707243211007
Position 672: 0.003788469578512514
Position 403: 0.0022985833002517535
Position 427: 0.00209625128324521
Position 685: 0.0014957366627042135
Position 421: 0.0010775158999507322
Position 164: 0.0009262877759406443
Position 741: 0.0006505869198579959
Position 287: 0.0006047555877423689
Position 782: 0.0004836340367341058
Position 136: 0.00017342062670471013
Position 450: 0.0001575838936400252
Position 847: 0.00010247181413092747
Position 726: 7.628818740407702e-05
Position 365: 6.724448176472186e-05
Position 115: 2.996395072612784e-05
Position 327: 2.1565505797755585e-05
Position 635: 1.3483365511155211e-05
Position 71: 1.535874282681685e-06
Position 433: 4.5788927032497126e-07
Position 81: 3.0086843320913233e-07
Position 436: 2.94638983895841e-07
Position 376: 1.853879631968147e-07
Position 454: 1.6780010372988526e-07
Position 59: 1.5729869372901016e-07
Position 77: 1.5281294499921588e-07
Position 595: 3.914703083134987e-08
Position 65: 3.343340628251846e-08
Position 68: 2.4031299859518972e-08
Position 128: 2.013543312217392e-08
Position 535: 3.4980296447644046e-09
Position 559: 3.2416042472812548e-09
