Gene = teq
index = 1910
Annotated 5SS: [  187   980  1224  1623  2153  2336 10277 10658 11187 12625 13146 15306
 15768 15981 16823 16983 17178]
Annotated 3SS: [  420  1028  1376  1675  2214  9842 10414 10721 11244 12680 13205 15375
 15824 16041 16889 17093 17238]
SMsplice 5SS: [  980  1224  1623  2153  2297 10658 11187 12625 13146 13993 15306 15768
 15981 16823 16983 17178]
SMsplice 3SS: [ 1028  1376  1675  2214 10414 10721 11244 12680 13205 14048 15375 15824
 16041 16889 17093 17238]
top_k =  500
Partition function (log Z): 29.351176870884654

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9995865795132307
Position 15768: 0.998707276302666
Position 10658: 0.9979476475528829
Position 16823: 0.9902549577952838
Position 16983: 0.9829743581264665
Position 12625: 0.9814935852363253
Position 1623: 0.9759267002877658
Position 17178: 0.9712881640120156
Position 15981: 0.9495702488837893
Position 2153: 0.919878377865404
Position 11187: 0.9016156434545143
Position 1224: 0.8221318055355961
Position 980: 0.7178746112504883
Position 2297: 0.5113645991963204
Position 187: 0.463203890227724
Position 2343: 0.3531421284098695
Position 13146: 0.3174100645902428
Position 13993: 0.3046231273301461
Position 13340: 0.2758567212377329
Position 13057: 0.269564092534687
Position 2985: 0.24425475597017463
Position 13389: 0.14760514694504803
Position 12819: 0.13864974431600297
Position 10907: 0.11151813225230549
Position 11072: 0.09629704305376564
Position 1190: 0.08786560068489341
Position 13012: 0.08557678942746424
Position 10793: 0.07270207466741567
Position 16224: 0.06031177585160109
Position 13115: 0.049626095425615
Position 1743: 0.04731056669462914
Position 13344: 0.04625403301381413
Position 14351: 0.042100918400763944
Position 13338: 0.041697335400010575
Position 13125: 0.04101686354753325
Position 13473: 0.03852983395402397
Position 14571: 0.034944743421964075
Position 13437: 0.025897067703591403
Position 12843: 0.023431661960207715
Position 1482: 0.019669325313337743
Position 12911: 0.018958201838072675
Position 12836: 0.018264300564030247
Position 1885: 0.016921807467205844
Position 16247: 0.015979065398796878
Position 193: 0.015677712164207373
Position 11042: 0.015559358635059705
Position 15882: 0.014686495798747522
Position 16498: 0.014551343387317502
Position 16635: 0.011649228817346407
Position 13055: 0.010439592785184573
Position 688: 0.009235760244995775
Position 2335: 0.009036893406552164
Position 200: 0.007796064868535274
Position 17142: 0.007777728545065175
Position 1491: 0.006628155082439349
Position 14002: 0.006627993819220182
Position 16250: 0.006010299979442194
Position 955: 0.005983194343865742
Position 13106: 0.005650354031004292
Position 984: 0.005553023485890686
Position 17033: 0.005485609604091709
Position 12786: 0.005437420184328315
Position 13083: 0.005323969444097477
Position 16096: 0.005228665423993675
Position 2306: 0.004985853686578556
Position 13964: 0.004285230340494243
Position 2534: 0.004122474567530368
Position 13043: 0.0041215515107346015
Position 12570: 0.0036745362929603382
