Gene = cutlet
index = 1660
Annotated 5SS: [1012 1647 1932 2115 2274 2473 2771 3258 3451 3734 4233]
Annotated 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
SMsplice 5SS: [1012 1647 1875 2115 2274 2473 2771 3258 3451 3734 4233]
SMsplice 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
top_k =  500
Partition function (log Z): 27.74977414311112

Sorted 5' Splice Sites (High to Low Probability):
Position 2115: 0.9941307075913363
Position 2473: 0.9934730013485785
Position 4233: 0.9932372006975585
Position 3451: 0.9908799584251422
Position 3258: 0.9691849288346902
Position 1012: 0.9628424326221944
Position 1647: 0.924547182988546
Position 2771: 0.8296684237157125
Position 3734: 0.6901221957710765
Position 2274: 0.6303444752524074
Position 1879: 0.20228637719531606
Position 2284: 0.20054583830091371
Position 2242: 0.15461932009897392
Position 1919: 0.09807367483978252
Position 2970: 0.09651339582087785
Position 2673: 0.06071780796947339
Position 4112: 0.028041884769188678
Position 580: 0.02739395974904017
Position 781: 0.027174976137005494
Position 1350: 0.023747718871498454
Position 2944: 0.012306568051747504
Position 1896: 0.008187902332862448
Position 4037: 0.00664076787250435
Position 1777: 0.006470069681024127
Position 1289: 0.006218651174686831
Position 1888: 0.0048191432778335345
Position 2692: 0.0046625509024323
Position 1670: 0.004599423628608652
Position 971: 0.004143503824813588
Position 2697: 0.003965817160332983
Position 34: 0.0037605240985393333
Position 4237: 0.0033764744600906812
Position 222: 0.003345690502476119
Position 2255: 0.0033175308962474994
Position 2457: 0.0032546227886642866
Position 1234: 0.002945136304604364
Position 1473: 0.002929436068381329
Position 1448: 0.0027723531355854135
Position 889: 0.0026001359428775364
Position 2080: 0.0023570011036609093
Position 3969: 0.0020066164164352167
Position 28: 0.0018868231607754539
Position 63: 0.0018692784529030651
Position 2119: 0.0017787803539717104
Position 1159: 0.0016918974771656548
Position 1962: 0.0015337962006069634
Position 1640: 0.0014758978538998348
Position 2444: 0.001467775263481992
Position 1042: 0.001393178596236931
Position 1891: 0.0013009788854823146
Position 454: 0.001261396644271574
Position 3812: 0.001102779714501027
Position 3947: 0.001071824981761573
Position 3606: 0.001046571705354941
Position 2435: 0.0010421862886437845
Position 2677: 0.0009680054932428881
Position 1023: 0.0008848299315677248
Position 1050: 0.0007773520446284322
Position 415: 0.0006329472132582695
Position 1247: 0.000572917748557224
Position 584: 0.0005447198239111754
Position 3717: 0.0005326124340866397
Position 1607: 0.0004815447775060741
Position 3828: 0.0004748777602730573
Position 2483: 0.0004389359789643176
Position 2989: 0.0004248685747764081
Position 374: 0.00041922315224221843
Position 4097: 0.00038881634746061014
Position 1810: 0.00035780009216469615
Position 3262: 0.0003558493255772805
Position 1016: 0.0003522570166783422
Position 2602: 0.00032509340999639115
Position 2639: 0.00032247941618230593
Position 2090: 0.0003103172782646002
Position 955: 0.0003093881550634862
Position 1749: 0.0003073783492489968
Position 1518: 0.0002947782066773167
Position 2620: 0.00028219123083924864
Position 3964: 0.0002818404962806052
Position 828: 0.00026820509428709065
Position 2683: 0.000264929168641505
Position 1112: 0.00023791626050596716
Position 2253: 0.00023513841871914136
Position 2246: 0.00019976939076403
Position 3238: 0.00017020526615459547
Position 3865: 0.00015665272575351495
Position 446: 0.00015321936549532355
Position 1103: 0.00014553319236855047
Position 3354: 0.00014106785727433795
Position 1418: 0.0001363155900756227
Position 3348: 0.00012821312815987086
Position 1244: 0.00011524827599420854
Position 3455: 0.00011432173529238555
Position 952: 0.00011302230844446314
Position 2719: 0.0001096793464233168
Position 2551: 9.738510796137158e-05
Position 1846: 8.601587783424987e-05
Position 2600: 8.574585434970353e-05
Position 465: 8.404835794492491e-05
