Gene = Gr39b
index = 1198
Annotated 5SS: [ 885 1684]
Annotated 3SS: [1515 1741]
SMsplice 5SS: [1684]
SMsplice 3SS: [1741]
top_k =  500
Partition function (log Z): -8.274195008852665

Sorted 5' Splice Sites (High to Low Probability):
Position 1684: 0.5617831511713743
Position 1371: 0.3221096449076446
Position 1009: 0.2646362824436127
Position 528: 0.21924122294976803
Position 777: 0.16685669699825637
Position 783: 0.14586401340007119
Position 333: 0.11394455535292235
Position 1688: 0.10849044439743175
Position 1149: 0.06610357127890817
Position 195: 0.056445303747703866
Position 83: 0.05345236617357433
Position 189: 0.04264941709309809
Position 67: 0.03653642339058851
Position 98: 0.0359288425890396
Position 1680: 0.029215190618872282
Position 1435: 0.0253630451404211
Position 771: 0.020284720812954404
Position 399: 0.018735671535835795
Position 1329: 0.01190912056323687
Position 59: 0.011182798137527183
Position 96: 0.009578042380312748
Position 379: 0.009145718364471703
Position 885: 0.008940002190197392
Position 87: 0.006987954036556997
Position 163: 0.0055889377921067565
Position 314: 0.004099900820235607
Position 430: 0.003753105589008347
Position 356: 0.0033628960634149883
Position 1356: 0.003146227620595191
Position 219: 0.002106476670878843
Position 341: 0.0018746878883222364
Position 1627: 0.0017334088290269832
Position 246: 0.001472870081780024
Position 129: 0.0013568014019686638
Position 635: 0.0009937219492075567
Position 293: 0.0009804809822915755
Position 723: 0.0008776150465356141
Position 221: 0.0005524772458846666
Position 1161: 0.0004366522071458672
Position 275: 0.00028994756192085336
Position 449: 0.00024288466163855123
Position 393: 0.000157048476275379
Position 558: 9.38627315944262e-05
Position 489: 7.048728920589017e-05
Position 70: 6.303901966537166e-05
Position 231: 5.412053131687839e-05
Position 742: 5.355044111012873e-05
Position 252: 4.622964489785038e-05
Position 51: 3.965023723041237e-05
Position 495: 3.640971666716261e-05
Position 507: 3.381633733725938e-05
Position 825: 2.3648953663085446e-05
Position 207: 1.8055632978823364e-05
Position 347: 1.0348486053273693e-05
Position 20: 8.472404812775816e-06
Position 629: 8.30657625413733e-06
Position 461: 7.59703061980093e-06
Position 201: 4.874295015246783e-06
Position 536: 4.5973397359603175e-06
Position 225: 1.2364182789941263e-06
Position 223: 3.495927055946818e-07
Position 417: 1.3118224813056602e-07
Position 353: 1.1933259809358e-07
Position 532: 1.1722625769847381e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1741: 0.7382491922599783
Position 1515: 0.466438986724353
Position 1285: 0.3254194587617343
Position 849: 0.29904735597484267
Position 245: 0.15031720848098656
Position 1148: 0.1280316314328799
Position 210: 0.06645530719229419
Position 1473: 0.049043372521657344
Position 1251: 0.03970651391753949
Position 738: 0.019517747333913205
Position 510: 0.019175813039262236
Position 161: 0.015797201049143145
Position 1121: 0.011273962093634257
Position 627: 0.011258147618915318
Position 540: 0.01052305716669023
Position 1496: 0.006482002519271068
Position 274: 0.004016861556850638
Position 372: 0.0028965370663189367
Position 1541: 0.0028057304135838466
Position 1788: 0.002243898205573835
Position 884: 0.001990612394635053
Position 129: 0.0015035337347659202
Position 314: 0.00129805776731861
Position 639: 0.0011671454879310908
Position 478: 0.0011506751768237094
Position 1095: 0.0010840915266784054
Position 650: 0.000667499116553121
Position 564: 0.0004853083302481954
Position 336: 0.0003241912699810459
Position 433: 0.00015593203285531294
Position 1588: 0.00013284262602646058
Position 1793: 0.00010478575363417135
Position 283: 6.0547611483520416e-05
Position 214: 6.0063349584802354e-05
Position 427: 5.736319186240194e-05
Position 770: 2.3439655365878354e-05
Position 742: 2.2037838142101823e-05
Position 168: 1.2373398960417658e-06
Position 92: 8.192513218049446e-09
Position 105: 2.121653180950535e-09
Position 83: 6.396704758022943e-10
Position 163: 4.089793208325343e-10
Position 63: 6.928692631119041e-11
Position 96: 1.734368756337294e-11
Position 65: 1.498261641767825e-13
Position 67: 6.021835861952597e-14
