Gene = Osi21
index = 1349
Annotated 5SS: [816]
Annotated 3SS: [984]
SMsplice 5SS: [816]
SMsplice 3SS: [984]
top_k =  500
Partition function (log Z): -2.0586218901242104

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.9913322227687237
Position 273: 0.0338214773585708
Position 262: 0.016352799868129524
Position 793: 0.005385221328542595
Position 271: 0.005181342669610826
Position 218: 0.0037744422897156254
Position 60: 0.0034656507485578423
Position 852: 0.001051934588700786
Position 615: 0.0009771798261707606
Position 139: 0.0007895785538120735
Position 548: 0.00045825874867965594
Position 559: 0.0004300070144505822
Position 715: 0.00035015219505250757
Position 1079: 0.00034593804414426036
Position 803: 0.00033092825737287673
Position 839: 0.00023799106963600557
Position 1243: 0.000173386980498061
Position 830: 0.0001674706070247667
Position 1269: 0.00013092884738355584
Position 135: 0.00010971253342612733
Position 1283: 8.558202630641768e-05
Position 538: 8.231695802442391e-05
Position 245: 8.093568933192322e-05
Position 160: 7.02175387024705e-05
Position 190: 5.697753839826917e-05
Position 847: 5.662318231002516e-05
Position 886: 3.581753730638864e-05
Position 380: 2.6563989193684222e-05
Position 1087: 2.612747805230419e-05
Position 1117: 1.969542191795286e-05
Position 833: 1.7925357071240216e-05
Position 1228: 1.537914542333905e-05
Position 1065: 1.1889722294637728e-05
Position 148: 1.1377997569201304e-05
Position 1147: 9.644814258029264e-06
Position 1126: 9.082505622285118e-06
Position 27: 8.94658053996855e-06
Position 85: 8.133460288379458e-06
Position 110: 8.018166409394416e-06
Position 1052: 7.790385195007552e-06
Position 665: 7.3235463327625586e-06
Position 1307: 6.375148184444927e-06
Position 1280: 5.570285728337375e-06
Position 1124: 5.365963798812625e-06
Position 212: 4.67509013808392e-06
Position 1046: 4.033337974282733e-06
Position 1257: 3.7362118696666286e-06
Position 703: 3.2178095873082947e-06
Position 21: 3.040307309556597e-06
Position 619: 2.5013458093560746e-06
Position 117: 1.8090835586219367e-06
Position 605: 1.2906212502949299e-06
Position 1184: 1.2489089027777528e-06
Position 563: 1.2375157156760544e-06
Position 557: 9.397335145154743e-07
Position 1149: 9.145569373641325e-07
Position 1041: 6.233507576325135e-07
Position 1168: 3.836745595821907e-07
Position 1135: 2.932737344679283e-07
Position 446: 2.7034445914339267e-07
Position 894: 2.435754654668639e-07
Position 373: 2.2355235181627024e-07
Position 13: 6.583402357382936e-08
Position 341: 1.3204946048128003e-09
Position 622: 1.0145301861915049e-10
Position 656: 2.4729015788638182e-11
Position 947: 5.28842824905312e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 984: 0.9515918303010091
Position 341: 0.058216141721142964
Position 941: 0.047889269833282844
Position 321: 0.0030856874880937496
Position 672: 0.0011692335242878653
Position 492: 0.0006100169702243793
Position 773: 0.000528834047735802
Position 1307: 0.0003913627771830708
Position 1365: 0.0003433218695734514
Position 142: 0.00032705686747839776
Position 1135: 0.0002805680201263315
Position 212: 0.00016302634769318791
Position 696: 0.00012011121539435313
Position 886: 0.00011706604062442386
Position 1018: 9.208277769037498e-05
Position 160: 9.057854449964436e-05
Position 325: 8.414895041675335e-05
Position 710: 4.897664859965279e-05
Position 232: 4.008065589566667e-05
Position 597: 3.68502710652159e-05
Position 1034: 3.575811708481824e-05
Position 541: 3.503924080320156e-05
Position 615: 3.497609698838358e-05
Position 108: 2.8672996502211005e-05
Position 369: 2.4181062822160405e-05
Position 1117: 1.979857161280877e-05
Position 1114: 1.6167883289773476e-05
Position 357: 1.559840425194536e-05
Position 868: 1.4323190578822836e-05
Position 1195: 1.4081410600559617e-05
Position 396: 1.3327980710158515e-05
Position 750: 1.084899549005079e-05
Position 753: 1.0393477658874299e-05
Position 1228: 9.38976452632668e-06
Position 1272: 7.835598142135332e-06
Position 373: 7.297467018908407e-06
Position 89: 6.952324878396602e-06
Position 1286: 5.109519525464508e-06
Position 501: 4.592225819231502e-06
Position 714: 4.0773815274658534e-06
Position 1367: 3.881482823035505e-06
Position 93: 2.586688583283523e-06
Position 173: 2.525702697612844e-06
Position 417: 2.4895068575694122e-06
Position 600: 2.00984279637896e-06
Position 1071: 1.7439628450023356e-06
Position 170: 1.493332764157859e-06
Position 289: 1.3968146927041773e-06
Position 582: 1.130728831121117e-06
Position 1199: 1.040126231483818e-06
Position 405: 9.574933897215963e-07
Position 588: 9.391394661397255e-07
Position 117: 6.622375892360085e-07
Position 1330: 6.60225264129342e-07
Position 185: 5.200658765865173e-07
Position 1144: 4.741779691568219e-07
Position 1254: 4.66025640155518e-07
Position 1251: 3.969775394693665e-07
Position 846: 3.605254440154454e-07
Position 176: 3.247367914204845e-07
Position 266: 1.6792060282715107e-07
Position 1023: 1.5950138451005104e-07
Position 64: 3.708542753244037e-10
Position 59: 6.560950527291101e-11
Position 252: 4.4516030757366576e-11
Position 269: 2.0818343165935183e-11
Position 393: 1.1860681458571852e-11
