Gene = NimA
index = 1320
Annotated 5SS: [ 614 3467 3643 4414]
Annotated 3SS: [3291 3524 3709 4580]
SMsplice 5SS: [ 614 3467 3643 4414]
SMsplice 3SS: [3291 3524 3709 4580]
top_k =  500
Partition function (log Z): 9.467925052181904

Sorted 5' Splice Sites (High to Low Probability):
Position 3467: 0.9973229631726505
Position 3643: 0.966068442121254
Position 614: 0.9025328748154804
Position 4414: 0.5311808078664175
Position 4418: 0.43538748741532096
Position 49: 0.2848610710841452
Position 4221: 0.26549835105282554
Position 5105: 0.14468299843001076
Position 1201: 0.0686884414125718
Position 3933: 0.04898749106663873
Position 618: 0.03846230416258454
Position 3837: 0.031463031690472605
Position 5036: 0.02411780600942713
Position 4123: 0.02161516102453818
Position 3647: 0.018199395397462646
Position 103: 0.01568858394070649
Position 3627: 0.015060708967288863
Position 1123: 0.014798130224933185
Position 247: 0.009248234871274923
Position 4937: 0.007063667176001812
Position 168: 0.006144566733953698
Position 1602: 0.00611610353436706
Position 3886: 0.005482107951471755
Position 2171: 0.005456574452656348
Position 4714: 0.005424753916556037
Position 3927: 0.0050811456269502855
Position 177: 0.0045391713388951305
Position 524: 0.003482281747558834
Position 228: 0.0027512847819317686
Position 1116: 0.002264094194224498
Position 4442: 0.0020303676488392184
Position 263: 0.0019753993217932484
Position 2249: 0.0019632875831616515
Position 1190: 0.0019342591621722741
Position 136: 0.0017606131223345128
Position 4232: 0.0016002997126945263
Position 186: 0.0015921585775893132
Position 4975: 0.0015074078170140672
Position 2723: 0.0013364818503000095
Position 4185: 0.001284709888403308
Position 3248: 0.00123193602715922
Position 5442: 0.0011282815885019335
Position 4882: 0.0011214084879153452
Position 5240: 0.0011025126398408495
Position 1170: 0.0010859871170670688
Position 33: 0.0010805732083263037
Position 5024: 0.0008770498655662815
Position 1621: 0.000874166100602494
Position 5609: 0.0008252033220797361
Position 4863: 0.0007845175267185736
Position 1833: 0.0007810388717864688
Position 1183: 0.0007374171173555148
Position 3471: 0.0006952594547476541
Position 599: 0.0006605671187638164
Position 3799: 0.0005968281901685055
Position 410: 0.000560478528210283
Position 4865: 0.0005422531368295285
Position 1206: 0.0005323145125018732
Position 5461: 0.00043373203771054935
Position 280: 0.0003913023773512611
Position 2493: 0.00038084847156445863
Position 4247: 0.0003686019426011749
Position 4670: 0.00034806624397401857
Position 627: 0.00031510648611996774
Position 1579: 0.0003144685070439261
Position 1826: 0.0003113307684592698
Position 4781: 0.00028831288457608435
Position 4138: 0.0002507977605632517
Position 1193: 0.00024537130357860895
Position 3898: 0.00022749356885701756
Position 129: 0.00021968315551136955
Position 359: 0.00020861967899026
Position 2424: 0.00020248514373600752
Position 5207: 0.00018881589810154425
Position 5052: 0.000179011838206958
Position 1585: 0.0001728713451978646
Position 290: 0.00013356756331770261
Position 506: 0.00010880825832195281
Position 4225: 8.955276239232181e-05
Position 622: 8.840214242137532e-05
Position 3409: 8.809339713594944e-05
Position 10: 6.699548649574594e-05
Position 3861: 5.951962925900066e-05
Position 1964: 5.568192091104463e-05
Position 111: 4.932155221661445e-05
Position 4059: 4.2679692842596584e-05
Position 4684: 3.273409614708977e-05
Position 4042: 3.0220819430050132e-05
Position 4003: 2.2194303356343353e-05
Position 4173: 2.017492800231099e-05
Position 3852: 1.8955882677443507e-05
Position 995: 1.1051781834226815e-05
Position 113: 1.0737775173821551e-05
Position 4422: 6.274637696374035e-06
Position 3912: 6.2276517130968525e-06
Position 431: 4.6342347649035766e-06
Position 3392: 4.137413596128559e-06
Position 543: 3.2237479499039543e-06
Position 3404: 2.1904426332403657e-06
Position 547: 2.1351677135927786e-06
Position 68: 2.0913391685458975e-06
Position 4290: 1.9663278995387343e-06
Position 4424: 7.622879280397256e-07
Position 3846: 5.283282875296561e-07
Position 4392: 4.4159247764775236e-07
Position 3688: 4.1695709401642396e-07
Position 676: 2.6885152113009027e-07
Position 4238: 1.4193561066079758e-07
Position 4269: 1.400537670210077e-07
Position 4317: 1.0265192553204898e-07
Position 3483: 4.032980356826007e-08
Position 3573: 3.854096499498074e-08
Position 3987: 2.2330603994943683e-08
Position 3612: 2.0215784056560385e-08
Position 3521: 9.503138511949556e-09
Position 3749: 1.6215532861476375e-09
Position 3492: 4.5961113609469203e-10
Position 630: 4.6132551657888716e-11
Position 694: 3.2282031655680106e-11
Position 530: 3.0074404971334304e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3709: 0.9983926729552235
Position 3524: 0.9977411346659655
Position 3291: 0.9765806396398476
Position 4580: 0.9500797484734677
Position 4269: 0.280780599770103
Position 277: 0.14311017596587042
Position 5202: 0.10589177315248088
Position 454: 0.08532965844149924
Position 945: 0.058800087046355025
Position 106: 0.04408005897876646
Position 5157: 0.032512871608905355
Position 4003: 0.030288582120116685
Position 5441: 0.029445844673684267
Position 4035: 0.01907370504807024
Position 4936: 0.016538563705174095
Position 3980: 0.013016722454137108
Position 1444: 0.012920432637973801
Position 4561: 0.010479298967101416
Position 4097: 0.010353710747824329
Position 693: 0.009971016732029598
Position 3313: 0.008738309716162433
Position 5104: 0.008163008500890873
Position 3269: 0.0070816887132505975
Position 1107: 0.006897199948407266
Position 4650: 0.006850263812532014
Position 129: 0.006605969731180363
Position 3191: 0.0055272163605921765
Position 5274: 0.0040774916451649145
Position 841: 0.003933470409181672
Position 4918: 0.003077331860340535
Position 5228: 0.002970154882453252
Position 4602: 0.0027806408899462053
Position 4589: 0.0024312414121052403
Position 1029: 0.0019535824902444402
Position 1051: 0.0017068835409707254
Position 1418: 0.0015186853441138356
Position 377: 0.0013652746758943673
Position 1461: 0.001311215301327378
Position 5494: 0.001219865995799887
Position 3731: 0.001205807738322735
Position 416: 0.0011746453372969694
Position 4684: 0.00112367204791358
