Gene = l(2)k09022
index = 1750
Annotated 5SS: [1273 1648 5419]
Annotated 3SS: [1384 1707 5482]
SMsplice 5SS: [1273 1648 2350 5419]
SMsplice 3SS: [1384 1707 5141 5482]
top_k =  500
Partition function (log Z): 1.9511081257019642

Sorted 5' Splice Sites (High to Low Probability):
Position 1648: 0.9979860472830869
Position 5419: 0.982217373231781
Position 1273: 0.972743778353472
Position 2350: 0.8588146872477975
Position 3055: 0.3877155380394069
Position 984: 0.29079312556942843
Position 473: 0.09630047046598864
Position 2067: 0.08978970801597776
Position 586: 0.028047038043932607
Position 481: 0.022611839812492013
Position 489: 0.01687641471441932
Position 158: 0.013552511977800025
Position 2317: 0.01190794394728604
Position 454: 0.01018462659355618
Position 5857: 0.009398328905693597
Position 2540: 0.00790723170086189
Position 2503: 0.005875789521996303
Position 3377: 0.004172976817644876
Position 1951: 0.003592721203382209
Position 3030: 0.003288302318692421
Position 2043: 0.0028499547034032107
Position 2220: 0.002428185855125064
Position 5665: 0.0022245339052640815
Position 1235: 0.002082997391499354
Position 5611: 0.0013138420674782053
Position 1652: 0.0011716816323356267
Position 929: 0.0010568800288334695
Position 394: 0.001004019500396328
Position 1070: 0.0009179326781680344
Position 1821: 0.0008825385372860338
Position 250: 0.0008591427266421425
Position 6301: 0.0006726280289664504
Position 497: 0.00066711359182561
Position 1470: 0.0006652193848699389
Position 2251: 0.0006314033989260828
Position 6180: 0.0004835314499938143
Position 704: 0.00047170411091930785
Position 6621: 0.0004490886193041141
Position 2191: 0.00043747501018688047
Position 690: 0.0003881760890879033
Position 415: 0.00030059423683687666
Position 2728: 0.0002893747496994237
Position 1286: 0.00027374704247070823
Position 25: 0.00025804477392817385
Position 2028: 0.00025788409394956205
Position 2852: 0.0002463798936595693
Position 1314: 0.00023222153286368903
Position 18: 0.00019494451269621728
Position 154: 0.00018020366933785447
Position 3009: 0.0001652050785283716
Position 6069: 0.00015557265053502185
Position 1277: 0.0001442020546889352
Position 6151: 0.00012613689432719113
Position 1637: 0.00012438536790935386
Position 2187: 0.0001118339345640425
Position 2031: 0.00011068951239937962
Position 1946: 0.00010435231813280224
