Gene = Arv1
index = 29
Annotated 5SS: [188 368 564]
Annotated 3SS: [247 424 628]
SMsplice 5SS: [188 564]
SMsplice 3SS: [247 628]
top_k =  500
Partition function (log Z): -2.8769884101944756

Sorted 5' Splice Sites (High to Low Probability):
Position 564: 0.9623032628136591
Position 188: 0.9098760390374268
Position 376: 0.32451651007831583
Position 368: 0.07647327982139654
Position 19: 0.007664494270424722
Position 137: 0.007197041620295368
Position 115: 0.007044793607686663
Position 583: 0.0030438134132443574
Position 577: 0.0010780777652495668
Position 10: 0.0002817533269363949
Position 225: 0.000244812791208369
Position 906: 0.00024258474352615374
Position 395: 0.0001699364955072788
Position 119: 0.0001392017130672913
Position 677: 0.00011367765000333314
Position 1010: 9.379682040023864e-05
Position 877: 6.650963438270924e-05
Position 48: 5.829001343480439e-05
Position 437: 3.2588940720782665e-05
Position 328: 3.189397281464902e-05
Position 113: 3.184717378230496e-05
Position 148: 3.1370918678143425e-05
Position 859: 1.9458310755633414e-05
Position 94: 1.4391504514724433e-05
Position 419: 1.1493630314043543e-05
Position 960: 1.0381609044384078e-05
Position 46: 9.227591373071233e-06
Position 446: 7.892101271087765e-06
Position 922: 7.582643142667024e-06
Position 393: 7.333854161444954e-06
Position 126: 5.800140309326904e-06
Position 964: 5.478190687531743e-06
Position 976: 5.419613448733768e-06
Position 283: 5.01852349508266e-06
Position 781: 4.324578264173835e-06
Position 973: 3.903625657754357e-06
Position 733: 2.854722815346548e-06
Position 449: 2.410512532974197e-06
Position 292: 2.13099478978276e-06
Position 223: 1.9527331091011384e-06
Position 5: 1.3016268306460558e-06
Position 832: 1.020983881467537e-06
Position 636: 9.766026696774527e-07
Position 518: 6.097325239108928e-07
Position 802: 3.953616802236876e-07
Position 52: 3.668366760782219e-07
Position 759: 2.688490114408503e-07
Position 384: 6.857810197606304e-08
Position 475: 1.8046782531480067e-08
Position 255: 1.7654954623214655e-08
Position 736: 7.302316063821718e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 628: 0.9813245551207027
Position 247: 0.925438623143222
Position 424: 0.3478701354043775
Position 436: 0.0398999209307861
Position 308: 0.002765737056021938
Position 64: 0.0010649838350600838
Position 323: 0.00061723983088971
Position 733: 0.00034150916369495536
Position 367: 0.0002339313269180389
Position 1055: 0.00022944828184795905
Position 759: 0.0002230408471069914
Position 931: 0.00020654392887227852
Position 135: 0.00011713552030859445
Position 693: 0.00010177894343427923
Position 103: 7.521100191641991e-05
Position 529: 7.25261310558889e-05
Position 1101: 6.4791118546721e-05
Position 106: 6.089668663815881e-05
Position 1097: 3.675358305883747e-05
Position 1051: 3.627353971016531e-05
Position 700: 2.617524921408904e-05
Position 873: 2.5350173894202965e-05
Position 999: 5.961007081769242e-06
Position 973: 5.020287046876799e-06
Position 289: 4.582540573176779e-06
Position 192: 4.520915848248375e-06
Position 996: 3.5030338289206702e-06
Position 945: 3.432596567320423e-06
Position 162: 2.923570588595778e-06
Position 292: 2.025336146475383e-06
Position 137: 1.1876164897206093e-06
Position 154: 7.709517648311816e-07
Position 204: 5.324291029779232e-07
Position 1105: 3.420683479432157e-07
Position 960: 2.7795411493687124e-07
Position 143: 3.428809052854488e-08
Position 283: 3.9635669666545953e-10
Position 208: 3.8756153993673975e-11
Position 206: 5.683556141990321e-16
