Gene = Drgx
index = 1139
Annotated 5SS: [  562 10557 15558 15720 21224 21889 27735]
Annotated 3SS: [10432 15465 15617 21121 21316 27576 28092]
SMsplice 5SS: [  562 10557 11074 15558 15720 21224 21889 27735]
SMsplice 3SS: [10432 10679 15465 15617 21121 21316 27576 28092]
top_k =  500
Partition function (log Z): 16.617793277677833

Sorted 5' Splice Sites (High to Low Probability):
Position 21889: 0.9993557804467555
Position 21224: 0.9968312172729475
Position 10557: 0.9957367735761069
Position 15558: 0.9844216234593625
Position 27735: 0.9775021333972232
Position 15720: 0.9739619266631231
Position 11074: 0.8298585331851427
Position 562: 0.6271941879250196
Position 26819: 0.3776142196760367
Position 554: 0.2957240123204815
Position 11692: 0.17030446178252276
Position 16598: 0.15683649576085842
Position 9899: 0.14109917668476216
Position 208: 0.07929391785708745
Position 27031: 0.06877079014212492
Position 1379: 0.06753809247061487
Position 22547: 0.052004079140108725
Position 7784: 0.047240957976848075
Position 13941: 0.03751160172633139
Position 23282: 0.036264192613706246
Position 1653: 0.03384510729739671
Position 23118: 0.03329910249961993
Position 5176: 0.02631396567636976
Position 26943: 0.025173779828919392
Position 9613: 0.020049932677100073
Position 27805: 0.01986276897156355
Position 17897: 0.01702784245419097
Position 22428: 0.015937187272241762
Position 1057: 0.015786334974671752
Position 20304: 0.014933843384239177
Position 210: 0.013539926340724675
Position 9351: 0.013036012974911408
Position 20550: 0.01210029675264649
Position 214: 0.010104910769102686
Position 1217: 0.009968756025242779
Position 23207: 0.008484637637193997
Position 25653: 0.008445300933850663
Position 16397: 0.007845280193217584
Position 24326: 0.007268283597700056
Position 896: 0.006647168208082855
Position 22256: 0.006036006657677189
Position 13464: 0.005742481621015214
Position 8218: 0.005578631309808436
Position 9155: 0.005212110357812616
Position 16025: 0.005031761004763786
Position 844: 0.0036194068940904587
Position 9179: 0.00330314530545829
Position 21228: 0.0031279337612002047
Position 9521: 0.0031177960100222833
Position 5825: 0.003073244151392064
Position 2193: 0.002908618530593453
Position 16709: 0.002701513408649861
Position 1139: 0.002553040782486851
Position 3347: 0.0022534801902909427
Position 195: 0.0022164323013050737
Position 274: 0.002027770494812178
Position 24552: 0.0019523385117363567
Position 19681: 0.0018559889173737868
Position 2658: 0.0017005412937917607
Position 12854: 0.0016446211093881992
Position 2373: 0.0015226272239746096
Position 28765: 0.0014744658879625278
Position 21701: 0.0014178431012267438
Position 3: 0.0012932260385177283
Position 23714: 0.0012837525122512637
Position 26616: 0.0012808772735625872
Position 11081: 0.0011916909917798497
Position 22347: 0.0011712513933257133
Position 727: 0.0011613301942969552
Position 21397: 0.0010897317804507657
Position 15730: 0.0009820113960556588
Position 29056: 0.0009274536744702142
Position 21405: 0.0009274255728153785
Position 18429: 0.0008066821338671231
Position 23317: 0.0007500530724244589
Position 12481: 0.0007392145469157471
Position 28516: 0.0006111692348960728
Position 28710: 0.0006077923551078715
Position 23799: 0.0005667942755899568
Position 28740: 0.0005564787028459635
Position 22666: 0.0005392390016063222
Position 10561: 0.000506912878710871
Position 15567: 0.00045938494721924197
Position 69: 0.0004476654568206158
Position 27879: 0.0003636242991299246
Position 27764: 0.00034837045417732615
Position 17680: 0.00031592995008845534
Position 11096: 0.0002844160607661324
Position 28785: 0.00026648685481107
Position 328: 0.0002135465360755347
Position 28693: 0.00019535415396995662
Position 10905: 0.00016524371556024433
Position 1275: 0.0001609534155303325
Position 27848: 0.00014111564452242312
Position 22573: 0.00013031238201772883
Position 218: 0.00012590081528703005
Position 1834: 0.00010979371414971907
Position 22564: 0.00010871909508859122
Position 28713: 0.0001059584400479056
Position 1065: 0.00010379065966486797
Position 28985: 0.00010341624586061469
Position 527: 9.131299149392508e-05
Position 22782: 9.108337705829945e-05
Position 13863: 8.446873087408573e-05
Position 212: 7.719933875164681e-05
Position 3433: 7.655430832482892e-05
Position 15871: 7.39874457194454e-05
Position 11029: 7.318692077144547e-05
Position 21648: 6.59543883388525e-05
Position 3340: 6.402514488623437e-05
Position 33: 6.244454332063534e-05
Position 315: 5.670498038129589e-05
Position 16218: 5.23775706126628e-05
Position 7633: 5.1363470687095016e-05
Position 834: 4.085095160337503e-05
Position 22494: 4.019929893282196e-05
Position 21390: 3.7118733076754044e-05
Position 16232: 3.4282665016137964e-05
Position 660: 2.9262586129688268e-05
Position 7599: 2.7745526552642006e-05
Position 11135: 2.6543756003616222e-05
Position 11129: 2.4019013049978854e-05
Position 137: 2.242472276109192e-05
Position 22464: 2.0073128396916802e-05
Position 21867: 1.9635850362901315e-05
Position 12156: 1.8876007805213168e-05
Position 367: 1.8871060443716194e-05
Position 11975: 1.7736594418253244e-05
Position 599: 1.5330578714839353e-05
Position 417: 1.5232067128699396e-05
Position 8102: 1.5030980221802085e-05
Position 369: 1.4929871553189564e-05
Position 21645: 1.4416042112143426e-05
Position 13177: 1.2475752961986696e-05
Position 875: 1.0684858436649669e-05
Position 939: 9.878194449036406e-06
Position 1450: 9.656429478672509e-06
Position 11704: 9.420978484748966e-06
Position 990: 9.314108699615067e-06
Position 21635: 8.893338065141352e-06
Position 832: 8.759027245756924e-06
Position 379: 7.957925364395872e-06
Position 21354: 7.402143113255044e-06
Position 12046: 6.134533900442497e-06
Position 281: 4.43875734789594e-06
Position 11671: 4.10591850008764e-06
Position 22940: 3.5249343909917485e-06
