Gene = Ets65A
index = 1157
Annotated 5SS: [14582 14805 16737 18386 21532 24086]
Annotated 3SS: [14753 16676 18337 21341 23876 24358]
SMsplice 5SS: [  855  3146  3695  6176 14805 16737 21532 24086]
SMsplice 3SS: [ 2851  3317  6007 14753 16676 21341 23876 24358]
top_k =  500
Partition function (log Z): 18.750456863285535

Sorted 5' Splice Sites (High to Low Probability):
Position 21532: 0.9999999999999966
Position 24086: 0.9987015446438486
Position 3146: 0.9984892382608704
Position 6176: 0.9739882714869025
Position 3695: 0.9159479216587302
Position 855: 0.907563214691934
Position 16737: 0.8289085649100689
Position 14805: 0.5947583235210151
Position 2645: 0.45993686339252265
Position 18386: 0.29775351563808705
Position 23694: 0.17793308089804424
Position 23690: 0.1542017286622525
Position 14582: 0.11325955572880299
Position 8042: 0.10797282512360917
Position 702: 0.10727210347676033
Position 14923: 0.08718847464103123
Position 3622: 0.08213525289340852
Position 2099: 0.07078531666779511
Position 2718: 0.055524064722534655
Position 22108: 0.046723917272765585
Position 22423: 0.04445662268425163
Position 2985: 0.028866100788225383
Position 18062: 0.022802454337514586
Position 22621: 0.022022319326176567
Position 20763: 0.021889244112960622
Position 1483: 0.0212815810427218
Position 9241: 0.013849401066953046
Position 8790: 0.01153199154065121
Position 16763: 0.009545574358698364
Position 21953: 0.008334084494813916
Position 22131: 0.008207849485966801
Position 5745: 0.00784211371032376
Position 23328: 0.007685304472501597
Position 22617: 0.006307201042350959
Position 24923: 0.006158698896808004
Position 1148: 0.0059591906427832846
Position 4310: 0.005388068342785738
Position 18904: 0.005177422295313807
Position 16772: 0.005019373551378461
Position 24770: 0.004911388776188703
Position 56: 0.004600043932270887
Position 22175: 0.004488984962245635
Position 325: 0.004380097222869729
Position 11497: 0.003910582106491613
Position 4357: 0.0038733741315300435
Position 134: 0.003834134222729226
Position 690: 0.0034003722627875374
Position 4184: 0.0029973325297953817
Position 1152: 0.002945471515679286
Position 1796: 0.002897434508565443
Position 958: 0.002795123020604256
Position 5576: 0.0027524092345843727
Position 25318: 0.0027494344157879087
Position 25338: 0.0026294348310768587
Position 4458: 0.002616615353943421
Position 1086: 0.0023497980490089793
Position 17285: 0.001860880160857793
Position 1821: 0.0015468810330538172
Position 5674: 0.0015169734227603725
Position 19089: 0.0015100347846023262
Position 2961: 0.0014232707087611161
Position 5781: 0.0013507159426860886
Position 18705: 0.0012341967007677374
Position 5834: 0.0012240269588857271
Position 2915: 0.0012168878997640294
Position 1321: 0.0011553067277352605
Position 3685: 0.0010798189083008113
Position 924: 0.001073133895834822
Position 4666: 0.0009027953161355186
Position 22434: 0.0008813889968071416
Position 679: 0.0007865324848709632
Position 25206: 0.0007414228692470511
Position 18717: 0.0007327393443108827
Position 3165: 0.0007314315795744002
Position 7319: 0.0005916503431155693
Position 1787: 0.000518985664318018
Position 22613: 0.0005060159550529587
Position 5624: 0.0004884131431517969
Position 24707: 0.00048327545907910744
Position 2929: 0.00046079025174926817
Position 983: 0.00039616247060628927
Position 5683: 0.00039443808594531076
Position 3261: 0.0003928756191694324
Position 5178: 0.00038272626674907406
Position 7310: 0.00032680598002576876
Position 22479: 0.0003164783338170016
Position 1220: 0.0003139081673108451
Position 4212: 0.0003110902290154679
Position 3699: 0.0003027672660154671
Position 22625: 0.0002979646680262031
Position 25158: 0.0002745544627168391
Position 5431: 0.0002738652850488416
