Gene = Notum
index = 1327
Annotated 5SS: [ 440 6185 6764]
Annotated 3SS: [5790 6250 6827]
SMsplice 5SS: [ 440 6185 6764 6962]
SMsplice 3SS: [5790 6250 6827 8115]
top_k =  500
Partition function (log Z): 6.265211744887407

Sorted 5' Splice Sites (High to Low Probability):
Position 6185: 0.9994725796599461
Position 6764: 0.9985650629409568
Position 440: 0.9917199252315773
Position 6962: 0.6976942819676307
Position 8018: 0.10321628233044064
Position 8008: 0.04307930101557968
Position 7917: 0.0293102999110546
Position 8226: 0.02635049847382411
Position 1657: 0.023511502835458747
Position 8230: 0.02205821074474691
Position 1255: 0.020836156271998318
Position 3742: 0.020804239347867893
Position 7976: 0.015354612494854255
Position 2239: 0.011122480871700268
Position 3068: 0.009810689430278813
Position 7828: 0.007198905117468381
Position 8196: 0.006176993019325291
Position 8355: 0.004771798258925679
Position 7934: 0.004541149656512129
Position 471: 0.0044096065871143215
Position 7089: 0.0038555652421428787
Position 7902: 0.0034414939713417374
Position 4333: 0.0032010921323023427
Position 4053: 0.0023100326369991132
Position 5677: 0.0021980494508225474
Position 6993: 0.0018328189859654009
Position 8222: 0.001649772200619174
Position 6973: 0.001532061804811578
Position 6508: 0.0013981462671871843
Position 8928: 0.0011221391577034676
Position 8994: 0.0010375926632331452
Position 6768: 0.0010146524534787344
Position 6421: 0.0009001923118330194
Position 6971: 0.0006083461476265376
Position 8211: 0.0005914060281296081
Position 3136: 0.0005094109646560185
Position 7001: 0.000495616844318452
Position 7832: 0.0004595133870469634
Position 6580: 0.00033882214520900624
Position 3132: 0.00028947331592955004
Position 8243: 0.0002681021471981076
Position 8736: 0.000244943482187324
Position 8998: 0.00022349730655329508
Position 8348: 0.00018588347122216933
Position 7393: 0.0001449676288775448
Position 8593: 0.00011602214201383607
Position 7182: 0.00011023459941365744
Position 8625: 0.00010175922993755111
Position 1129: 9.667354831783889e-05
Position 6191: 9.63828860350982e-05
Position 1108: 8.656323887804573e-05
Position 9139: 7.412903814764682e-05
Position 7548: 7.258060246428599e-05
Position 1366: 7.236514577705692e-05
Position 6593: 7.178601926868723e-05
Position 7022: 6.898158649695083e-05
Position 7962: 6.786751129312159e-05
Position 6544: 6.545994499411036e-05
Position 7878: 6.500568683929492e-05
Position 1425: 6.428257685067597e-05
Position 6189: 5.7924264600452764e-05
Position 7597: 5.647820599698555e-05
Position 24: 5.484865577636159e-05
Position 6506: 5.078556340916587e-05
Position 1986: 4.527202729029175e-05
Position 1206: 3.849215895859897e-05
Position 7113: 3.755275509913484e-05
Position 2007: 3.630323604652874e-05
Position 1222: 3.1456069626148615e-05
Position 6393: 2.677359942768198e-05
Position 6497: 2.5846618963987272e-05
Position 876: 2.297694396110408e-05
Position 6442: 2.258046480757932e-05
Position 6649: 2.144711071636866e-05
Position 3484: 2.140793621073621e-05
Position 1680: 2.132462411999366e-05
Position 652: 1.9310589487702527e-05
Position 6704: 1.8431917982242467e-05
Position 6659: 1.5387399018499533e-05
Position 77: 1.5238185508260312e-05
Position 6089: 1.2544648167561375e-05
Position 6401: 1.0893453665277256e-05
Position 2287: 1.0616857443403254e-05
Position 6332: 1.0589306870931093e-05
Position 3839: 9.626365826768744e-06
Position 1630: 9.193698593763438e-06
Position 1169: 8.916348944357727e-06
Position 3109: 7.813958107989378e-06
Position 130: 7.3342889703011395e-06
Position 655: 7.095705870629347e-06
Position 252: 7.013158894121148e-06
Position 6984: 6.955279101045413e-06
Position 666: 6.735757126583757e-06
Position 1259: 6.48873600432348e-06
Position 2136: 6.487335321021822e-06
Position 6342: 6.278736981547468e-06
Position 6464: 5.299514277869547e-06
Position 264: 5.1342167178446006e-06
Position 6386: 4.595914664141393e-06
Position 1163: 3.9906525802104006e-06
Position 2028: 3.650519148185903e-06
Position 1143: 3.6160165560409114e-06
Position 6728: 3.072004553361345e-06
Position 6571: 3.066861293009897e-06
Position 7136: 3.058748719256943e-06
Position 7530: 2.9998376353563937e-06
Position 7790: 2.7180975124885683e-06
Position 6666: 2.7043016466381516e-06
Position 45: 2.6961002964833696e-06
Position 6772: 2.4344931058438926e-06
Position 7772: 2.1156680063213526e-06
Position 6457: 1.648272204798509e-06
Position 6884: 1.4958469025968544e-06
Position 193: 1.4696779717693623e-06
Position 5935: 1.437113609622656e-06
Position 8012: 1.3511957254155816e-06
Position 1183: 1.2775369101856528e-06
Position 6035: 1.1206005730920333e-06
Position 7647: 1.0587966936046645e-06
Position 1591: 1.0489384493969712e-06
Position 7068: 9.580405532891836e-07
Position 1111: 9.254786592768902e-07
Position 1386: 6.83025144366961e-07
Position 52: 6.453121404247765e-07
Position 7665: 6.302626275239765e-07
Position 1614: 5.469233411265309e-07
Position 6339: 4.7131363794062677e-07
Position 1352: 4.545675690765065e-07
Position 7625: 4.069228294239068e-07
Position 858: 3.9668634111214155e-07
Position 7320: 3.9590891527566066e-07
Position 6693: 3.9189929997153706e-07
Position 3967: 3.4958392092061323e-07
Position 4293: 3.4487629061595515e-07
Position 350: 2.850970404506672e-07
Position 3759: 2.6382799200781787e-07
Position 853: 2.5805797480489224e-07
Position 47: 2.4791821773018195e-07
Position 1310: 2.3904008982992596e-07
Position 201: 1.5767167325966427e-07
Position 6584: 1.3134163770037162e-07
Position 2457: 1.239226698586297e-07
Position 570: 7.669496223586811e-08
Position 6597: 5.531438966086864e-08
Position 6896: 5.076645095806888e-08
Position 6653: 4.454928470237753e-08
Position 6481: 4.3631889691123e-08
Position 6321: 3.3351613765413705e-08
Position 7616: 3.291832915419921e-08
Position 7095: 2.0787893037429168e-08
Position 348: 1.3000192591692507e-08
Position 6310: 8.257553019477585e-09
Position 34: 5.042625749466377e-09
Position 8: 1.6017532195798074e-09
Position 6669: 1.5796488943406727e-09
Position 724: 1.5478483187134717e-09
Position 874: 1.0081451121901127e-09
Position 6631: 8.90670787966515e-10
Position 610: 7.984131931998489e-10
Position 789: 7.638238441284845e-10
Position 4399: 5.748355835375937e-10
Position 4362: 5.516291257408889e-10
Position 444: 5.089392238902507e-10
Position 4357: 4.782397312053964e-10
Position 3740: 3.4771866098418615e-10
Position 3627: 2.5268684113680943e-10
Position 371: 1.6962406174249938e-10
Position 6875: 1.636354762060527e-10
Position 6839: 7.571189724529326e-11
Position 953: 5.998730179721568e-11
Position 603: 5.562015236637415e-11
Position 955: 5.292431597941809e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6250: 0.9998461685730142
Position 6827: 0.9985953271423438
Position 8115: 0.7128716861707568
Position 5790: 0.6814143637426009
Position 5818: 0.2476602053248433
Position 7058: 0.05864084488002732
Position 8076: 0.04778808020750306
Position 5828: 0.04022360234667155
Position 8782: 0.030932806428498553
Position 8813: 0.026949914125718965
Position 3337: 0.023143208073087677
Position 8137: 0.022020131843215177
Position 8652: 0.019398361756624415
Position 1498: 0.01781708983416798
Position 8317: 0.017572977426370984
Position 979: 0.013087765489622582
Position 7033: 0.01100676825909371
Position 1425: 0.008265624349388016
Position 4737: 0.006831991762492301
Position 9012: 0.005854347014865521
Position 5832: 0.00579009859432528
Position 8379: 0.005013590107721188
Position 6128: 0.004474090924632787
Position 8295: 0.004362003977777568
Position 5855: 0.0041590891240188875
Position 8668: 0.0040094356086407355
Position 9056: 0.0037524572530076715
Position 2048: 0.002994919244986453
Position 5728: 0.002652577691678002
Position 2027: 0.002310254110134331
Position 2912: 0.0022117833017224094
Position 6608: 0.0017803801690018063
Position 2220: 0.0017180149421920105
Position 701: 0.001617756728951249
Position 2597: 0.0015787170951166419
Position 3966: 0.0014874399678024852
Position 9240: 0.0014810453980750437
Position 9124: 0.0013184429596110523
Position 5437: 0.0013045931564754367
Position 5759: 0.0012615045459346461
Position 627: 0.0012570103879936236
Position 982: 0.0012449123791097795
Position 8989: 0.0012163078971963914
Position 3006: 0.0011744472899491258
Position 2972: 0.0010605504781623421
Position 8088: 0.0008441414153788063
Position 4835: 0.0008369190179107065
Position 2969: 0.0008038857479138132
Position 5162: 0.0007856241245562239
Position 7167: 0.0007392509309549522
Position 1316: 0.0007336939605390017
Position 3598: 0.0006873262446219305
Position 4006: 0.0006457853668537887
Position 2900: 0.0006110056159067469
Position 3241: 0.0006092628032702854
Position 1299: 0.0005949218255106671
Position 9079: 0.0005796446975095457
Position 3381: 0.0005682608318824191
Position 3553: 0.0005225304133246167
Position 1032: 0.0004913411638767978
Position 6564: 0.0004654079715584896
Position 7962: 0.00046418429795069805
Position 603: 0.00044446713468729537
Position 7148: 0.0004257965429371571
Position 606: 0.0004191730100916264
Position 4601: 0.00040225716187689144
Position 758: 0.00038638084235621535
Position 651: 0.00038567329953352304
Position 3291: 0.00034255658939289125
Position 7852: 0.00033183823785986683
Position 958: 0.0002986205105737832
Position 2669: 0.0002954516390876641
Position 985: 0.0002909849917226458
Position 3419: 0.00027480547274976174
Position 7300: 0.0002542289404187542
Position 7089: 0.0002533452933658093
Position 7237: 0.00024833422329820947
Position 582: 0.00024303341337631137
Position 5000: 0.00023882491904110586
Position 7969: 0.00022015349729987275
Position 2470: 0.000216520725837401
