Gene = Vajk1
index = 1592
Annotated 5SS: [ 205 1029]
Annotated 3SS: [ 554 1092]
SMsplice 5SS: [ 205 1029 1721]
SMsplice 3SS: [ 554 1092 1784]
top_k =  500
Partition function (log Z): 1.7409693744168444

Sorted 5' Splice Sites (High to Low Probability):
Position 1029: 0.9950552679422457
Position 205: 0.9877744508988183
Position 1721: 0.5068792685643453
Position 801: 0.40272131587866905
Position 1678: 0.2210770337027316
Position 1733: 0.16598106474584584
Position 2610: 0.05150410547013257
Position 1351: 0.01679174289329981
Position 2462: 0.01570054372884299
Position 1240: 0.010614356051923516
Position 1949: 0.006449497921433966
Position 1477: 0.006003051374537471
Position 1261: 0.00586419634765114
Position 1893: 0.004873570464829228
Position 1985: 0.0021193918443631657
Position 1660: 0.002095252015389795
Position 471: 0.002029776625296274
Position 262: 0.001979323441433239
Position 1147: 0.0019116412246501639
Position 921: 0.0018410956162640518
Position 1429: 0.0015027641246152142
Position 704: 0.0014219124938209407
Position 47: 0.0013646122933603615
Position 2086: 0.0009882009271232955
Position 2110: 0.000960046289083261
Position 1033: 0.0009273489276244365
Position 2614: 0.0008098141175650911
Position 229: 0.0007687032293586735
Position 1423: 0.0007490662239592233
Position 1453: 0.0007237136744530628
Position 305: 0.0005915297270120557
Position 1970: 0.00047822443836845907
Position 2538: 0.0004706880774733129
Position 807: 0.0004188384443839088
Position 2095: 0.00039129766026997485
Position 765: 0.0003700182880785376
Position 2103: 0.0003393797457921158
Position 879: 0.00033582298543049274
Position 501: 0.0003078369152009306
Position 2618: 0.0002888554423358046
Position 789: 0.00021399407563017512
Position 1255: 0.00020925538479297452
Position 813: 0.00020599451739181337
Position 1465: 0.0001913133707191282
Position 873: 0.0001569690787812866
Position 2645: 0.0001366824278242823
Position 1129: 0.00012795445045480448
Position 244: 0.00012534413544542066
Position 215: 0.00011132707741373875
Position 2576: 0.0001060654446156619
Position 209: 0.0001006343185001806
Position 420: 9.768867888704875e-05
Position 2641: 9.73927792149093e-05
Position 246: 9.601154935580863e-05
Position 750: 9.407040222331746e-05
Position 1339: 8.004068409905605e-05
Position 831: 7.395538603078738e-05
Position 1195: 7.231741098822635e-05
Position 2633: 5.462123988472575e-05
Position 951: 5.154702290284887e-05
Position 1471: 4.788873654109164e-05
Position 1593: 4.130101805874863e-05
Position 198: 4.104380607251524e-05
Position 1494: 2.9305623131359366e-05
Position 231: 2.894498483467531e-05
Position 2628: 2.701212137930389e-05
Position 44: 2.6777769069276248e-05
Position 315: 2.6430696434707046e-05
Position 56: 1.890883854617378e-05
Position 1207: 1.6715988312664233e-05
Position 297: 1.368833300159753e-05
Position 236: 1.3644147527672606e-05
Position 66: 1.2814476132663374e-05
Position 441: 1.2254549772823196e-05
Position 475: 1.2151603482542605e-05
Position 897: 1.1834259642713653e-05
Position 1369: 9.280606557017344e-06
Position 407: 9.180598857560451e-06
Position 15: 4.667723653984298e-06
Position 1093: 3.075681756310019e-06
Position 2320: 2.6254243022988956e-06
Position 933: 2.13918208024507e-06
Position 449: 1.2454754449979895e-06
Position 603: 1.1367435206916993e-06
Position 1531: 1.0520502978234556e-06
Position 113: 9.301659778912521e-07
Position 1501: 9.078596113125822e-07
Position 1141: 9.045623828264074e-07
Position 22: 8.825474918788644e-07
Position 1904: 8.715151065289363e-07
Position 1910: 8.68102757452069e-07
Position 1549: 8.555756218064491e-07
Position 1411: 5.370925998009246e-07
Position 1435: 4.957910467815391e-07
Position 939: 4.831569357876204e-07
Position 131: 4.827610671526941e-07
Position 30: 2.434720401375789e-07
Position 1153: 2.2825435276894417e-07
Position 58: 2.1540378223174884e-07
Position 107: 1.7655302241258976e-07
Position 1303: 1.628212761841164e-07
Position 1357: 1.6206123407386073e-07
Position 1171: 1.6088923886771603e-07
Position 2303: 1.5351642042124658e-07
Position 1399: 1.5075586490605805e-07
Position 2073: 1.4747449953404408e-07
Position 1279: 1.4683000746366644e-07
Position 118: 1.3036357885599894e-07
Position 981: 1.0802902949807448e-07
Position 167: 9.576609422920997e-08
Position 1023: 8.803677235616864e-08
Position 1213: 7.820365903849702e-08
Position 999: 6.30179790395503e-08
Position 1117: 5.299546706671164e-08
Position 1333: 4.586750004776146e-08
Position 1327: 4.5734920950133804e-08
Position 1017: 3.961279772150237e-08
Position 1135: 3.886042439123619e-08
Position 1183: 3.852520214203183e-08
Position 1393: 3.056331635397459e-08
Position 1231: 2.7609000343511978e-08
Position 1315: 1.8886149503682573e-08
Position 1061: 1.6099555249382056e-08
Position 1099: 1.7131605367548952e-09
Position 987: 1.6144432676313046e-09
Position 1063: 1.196458436760271e-09
Position 969: 8.74818892851872e-11
Position 843: 8.720122153540501e-11
Position 837: 8.289892620665674e-11
Position 861: 5.125302176135014e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1784: 0.9720844630180246
Position 1092: 0.9410362619638218
Position 554: 0.8853999513499391
Position 872: 0.4835782370704236
Position 2667: 0.05210909055793032
Position 598: 0.01582497477103321
Position 2515: 0.008960090653295314
Position 2025: 0.006808851190006879
Position 561: 0.006185292688006241
Position 1171: 0.005514110180100832
Position 2525: 0.005194752287643487
Position 1945: 0.005085506100145026
Position 1117: 0.004584999166130793
Position 491: 0.003464532491258668
Position 1506: 0.0030456102107151513
Position 1545: 0.0026990282257270434
Position 2160: 0.0025474821212223965
Position 2709: 0.0022211664227802415
Position 2048: 0.0020639244956406283
Position 977: 0.002018338155865958
Position 1407: 0.001671611415506863
Position 1327: 0.001508296019961236
Position 497: 0.0013355215941174402
Position 1303: 0.0012779608967917028
Position 1569: 0.000957087943632426
Position 1260: 0.0009541381131850172
Position 1239: 0.0006343841746893381
Position 878: 0.0005384327418042766
Position 475: 0.00052461488813982
Position 274: 0.0005041589080258358
Position 424: 0.0004748601689941064
Position 1521: 0.00041859506815723204
Position 851: 0.00041475171700519717
Position 107: 0.0004080048852135663
Position 2130: 0.000367036185317089
Position 118: 0.0003205415900099463
Position 1461: 0.0003139555091361507
Position 2836: 0.0002839360597759393
Position 980: 0.0002769106050947479
Position 800: 0.00020813094403546634
Position 2008: 0.00018608344117343202
Position 2139: 0.00018438186944109825
Position 2639: 0.00017056408193327364
Position 2730: 0.0001634352709454996
Position 255: 0.0001610886509914916
Position 441: 0.00015004814942089643
Position 2124: 0.00012901003875025847
Position 926: 0.00012427264502110001
Position 2001: 9.567041177734213e-05
Position 887: 9.494377039275422e-05
Position 2706: 9.157259045855625e-05
Position 177: 7.23059395809638e-05
Position 827: 6.872278584555219e-05
Position 1851: 5.9429542440007655e-05
Position 2797: 5.742477512761163e-05
Position 2173: 5.5291308813655714e-05
Position 1962: 5.448576594537995e-05
Position 929: 5.19506220660618e-05
Position 797: 4.314399227932193e-05
Position 2248: 4.0912200267598e-05
Position 920: 3.728755825564585e-05
Position 938: 3.639403630410335e-05
Position 293: 3.607538072883861e-05
Position 773: 3.3778033342688596e-05
Position 2494: 3.2464014514100635e-05
Position 2400: 3.189104508498938e-05
Position 315: 3.162033564401619e-05
Position 1404: 2.4732455309589222e-05
Position 1146: 2.1222470125130988e-05
Position 281: 1.8508631016114777e-05
Position 848: 1.4524652514727857e-05
Position 609: 1.0583469941469062e-05
Position 623: 1.0161102225374043e-05
Position 1128: 8.84403140820811e-06
Position 614: 8.667408981295082e-06
Position 647: 8.62398523168968e-06
Position 1605: 8.294636729370288e-06
Position 1428: 8.02791513528888e-06
Position 1017: 7.219883854970231e-06
Position 974: 6.32976026520032e-06
Position 650: 6.2058187673066225e-06
Position 950: 5.528416400543967e-06
Position 501: 4.862793998088986e-06
Position 776: 3.1254944696695297e-06
Position 262: 2.556501556734786e-06
Position 620: 2.2627330833412948e-06
Position 644: 2.0943846175586036e-06
Position 76: 1.5902028211350001e-06
Position 704: 1.5034020483407367e-06
Position 779: 1.4194215929049083e-06
Position 66: 1.2367268877257007e-06
Position 305: 7.589059808642219e-07
Position 957: 6.091516173277642e-07
Position 1179: 2.515212834349354e-07
Position 191: 1.6282367788818646e-07
Position 1221: 1.3189562889129172e-07
Position 1236: 7.379175750940415e-08
Position 188: 4.127827919586358e-08
Position 221: 1.4037609495269406e-08
Position 641: 2.624395829235231e-10
Position 198: 2.9939628285926675e-14
