Gene = IntS14
index = 1233
Annotated 5SS: [638]
Annotated 3SS: [695]
SMsplice 5SS: [638]
SMsplice 3SS: [695]
top_k =  500
Partition function (log Z): -8.419565088250456

Sorted 5' Splice Sites (High to Low Probability):
Position 638: 0.992783140185472
Position 919: 0.02641170156352939
Position 1517: 0.012143436520542448
Position 1346: 0.009715578258258176
Position 986: 0.007448111036439121
Position 625: 0.002967219162513549
Position 1360: 0.002791805359782192
Position 1340: 0.0024530351577747946
Position 851: 0.0017013498162797808
Position 307: 0.0008004812128626156
Position 1291: 0.0007713833941222359
Position 418: 0.0005273006637667891
Position 1090: 0.00031588414757204876
Position 328: 0.00029162198765733145
Position 668: 0.0002723743287122843
Position 1357: 0.0002448434254688851
Position 800: 0.0001197903587473593
Position 1350: 9.491941164396565e-05
Position 1598: 9.249996783753948e-05
Position 1439: 6.077480831269002e-05
Position 601: 5.332029553147668e-05
Position 1224: 4.443321901126806e-05
Position 280: 3.597347924123368e-05
Position 1189: 3.1581529464878693e-05
Position 843: 3.1224623498219144e-05
Position 1856: 1.9793122902576e-05
Position 1399: 1.6819354563865877e-05
Position 373: 1.0292449163945675e-05
Position 1801: 8.497662401080303e-06
Position 603: 8.12564336461264e-06
Position 1860: 5.04621453082822e-06
Position 241: 2.259018204364174e-06
Position 510: 2.1458229233071584e-06
Position 1058: 6.892742941331791e-07
Position 678: 4.2231218942152454e-07
Position 376: 3.76135873613523e-07
Position 393: 3.373140610700786e-07
Position 498: 2.439647708172315e-07
Position 1238: 2.004120076847359e-07
Position 319: 1.8468200862133714e-07
Position 893: 1.7878497639359243e-07
Position 145: 1.7442711132152257e-07
Position 931: 1.5954888378445325e-07
Position 421: 1.1919588462342891e-07
Position 337: 1.0154286748517937e-07
Position 1083: 5.196033381821136e-08
Position 680: 4.60288813073038e-08
Position 378: 3.197673753840346e-08
Position 1046: 2.3372142678526577e-08
Position 174: 2.059558169935244e-08
Position 688: 1.930110593688064e-08
Position 424: 1.2464570699866452e-08
Position 988: 1.0412674150456183e-08
Position 819: 2.0847548179273602e-09
Position 737: 1.4783567853288197e-09
Position 387: 6.243771507301127e-10
Position 990: 8.819090941534954e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 695: 0.9265853215711284
Position 771: 0.03266718321699534
Position 971: 0.03107817506095857
Position 1389: 0.015330462378755561
Position 1570: 0.013018911176204264
Position 1546: 0.009774156594120462
Position 700: 0.009246099692519862
Position 1267: 0.0074396058578027665
Position 1454: 0.0046954071206366885
Position 715: 0.0028667525735409103
Position 1457: 0.0015001542241848455
Position 1852: 0.0014998316891948853
Position 1058: 0.0009121504778424865
Position 729: 0.0008744208141194544
Position 724: 0.0006329716047037108
Position 1533: 0.0006106532281426726
Position 870: 0.0005938154505610709
Position 1582: 0.0005099463638395734
Position 417: 0.00044480214041463625
Position 1597: 0.0003392557987362489
Position 1594: 0.00030476474619044056
Position 1943: 0.00023624624742606376
Position 1551: 0.00017844445855855532
Position 1393: 0.0001571998553247578
Position 1780: 0.00014706213364500874
Position 1201: 8.88898240807881e-05
Position 1746: 7.791273720699358e-05
Position 780: 6.499898192404911e-05
Position 1575: 6.419981113507305e-05
Position 1334: 6.326126962115143e-05
Position 1271: 5.0406924907483547e-05
Position 1618: 3.876767222043249e-05
Position 590: 3.000430306842298e-05
Position 976: 2.7376268713394967e-05
Position 834: 2.5664669837064193e-05
Position 979: 1.977250824453524e-05
Position 525: 1.7632611410175733e-05
Position 480: 1.6684313423024755e-05
Position 1143: 1.4675383035196711e-05
Position 886: 9.438771348652528e-06
Position 495: 8.987521584560966e-06
Position 405: 4.36378899401671e-06
Position 612: 3.7642499035438466e-06
Position 504: 2.9339679352871713e-06
Position 306: 1.7365877275438204e-06
Position 498: 1.5050360664814639e-06
Position 369: 8.747871240872156e-07
Position 1136: 3.7623471830717506e-07
Position 609: 3.710996105343776e-07
Position 510: 3.5399759741198283e-07
Position 1109: 3.0831208464990215e-07
Position 1273: 2.0167823654312388e-07
Position 636: 1.6642420454979806e-07
Position 737: 1.4924909253981614e-07
Position 659: 1.1679964539737105e-07
Position 1112: 1.0378616100404584e-07
Position 315: 6.662844534479787e-08
Position 829: 6.412364847718061e-08
Position 841: 5.837421780751494e-08
Position 1211: 5.1745084287624183e-08
Position 726: 4.013237797845525e-08
Position 198: 3.939167459489405e-08
Position 345: 1.818423365246874e-08
Position 931: 1.2524395790230157e-08
Position 624: 1.2115418350678829e-08
Position 850: 7.825249259178945e-09
Position 327: 3.450870275023667e-09
Position 189: 1.7162311625754769e-09
Position 324: 4.4861792619528995e-10
Position 279: 3.727196670746092e-10
Position 359: 9.673401624077054e-12
Position 237: 7.362404875380462e-12
