Gene = Eip63F-1
index = 1150
Annotated 5SS: [ 2371  4660  4805 15734 21766 21992]
Annotated 3SS: [ 4620  4764 15589 21614 21842 23702]
SMsplice 5SS: [  132  4805 15734 21766 21992]
SMsplice 3SS: [ 4620 15589 21614 21842 23702]
top_k =  500
Partition function (log Z): 2.865608538037983

Sorted 5' Splice Sites (High to Low Probability):
Position 21992: 0.9828855610284774
Position 21766: 0.967689803616935
Position 4805: 0.7970998452202933
Position 2371: 0.7808972880198286
Position 132: 0.7739757204520297
Position 15734: 0.7168041640673515
Position 17150: 0.5163924807021303
Position 16842: 0.4926166327735383
Position 4707: 0.3016819581450465
Position 4703: 0.24230364262256857
Position 15685: 0.22169087981297989
Position 2678: 0.19139078451210842
Position 17157: 0.18858384495176775
Position 3775: 0.1738937194125037
Position 885: 0.16841087266576102
Position 3358: 0.16231743008643837
Position 4385: 0.11111471969613664
Position 6291: 0.09789323729568417
Position 6060: 0.06668249816064188
Position 3057: 0.04734561579042824
Position 4660: 0.046491453952044695
Position 16969: 0.031557244237222025
Position 987: 0.03101179283047572
Position 21770: 0.026717771821177457
Position 6054: 0.02429025922635939
Position 23554: 0.02345354352659883
Position 3204: 0.02114307803656465
Position 1350: 0.020948865541024132
Position 504: 0.02052003604199642
Position 1089: 0.019217923377118692
Position 24598: 0.018635922320255634
Position 19075: 0.017584584488643973
Position 6620: 0.017353978380435762
Position 17361: 0.017004039758653024
Position 17698: 0.014443712036053543
Position 4908: 0.013858957931953828
Position 24231: 0.012901703548220974
Position 22590: 0.011745069803952441
Position 3342: 0.010666888652170636
Position 22468: 0.010583964001640401
Position 5821: 0.010555982804697404
Position 25327: 0.009740926878912893
Position 3856: 0.009599642305645808
Position 23818: 0.009538555531323985
Position 5086: 0.009387405720313791
Position 998: 0.009178551909474308
Position 19784: 0.00846131688047784
Position 5164: 0.008398759991593651
Position 157: 0.007013767365403698
Position 3889: 0.0067565766061727026
Position 16016: 0.006642983619901392
Position 558: 0.006501059575991409
Position 5078: 0.006332692038046068
Position 2811: 0.006323999500774684
Position 23927: 0.004808802243026966
Position 2705: 0.004742341176568986
Position 22432: 0.004680486367354891
Position 19271: 0.003945337235747839
Position 22376: 0.0038266901508544806
Position 24388: 0.003804969997150679
Position 24773: 0.003613705437996684
Position 22878: 0.0034799631736906946
Position 25331: 0.0034461421551297785
Position 2842: 0.003434834867634793
Position 7067: 0.0033957744619583863
Position 24334: 0.003154381620836785
Position 149: 0.00286803492056451
Position 3711: 0.002601130128034392
Position 2152: 0.002534391278886771
Position 636: 0.0024007671947772536
Position 17329: 0.0022877054006508494
Position 22963: 0.0022623461982128495
Position 23376: 0.0020140149502847838
Position 22576: 0.0018998363167114921
Position 16374: 0.001891564940292907
Position 333: 0.0018097328175680266
Position 6276: 0.0017727808301825861
Position 22583: 0.0017609313799193007
Position 22417: 0.0016545389087065307
Position 3794: 0.0015807319786889321
Position 5180: 0.0015305689794315861
Position 3695: 0.0014232336509965703
Position 22488: 0.0013606183887501636
Position 4689: 0.0013562258261596931
Position 694: 0.0013460467260610924
Position 66: 0.0011852715559827372
Position 22641: 0.0009771621960835133
Position 23881: 0.0009087676289630239
Position 2765: 0.0008770875544093456
Position 328: 0.0008396689548469924
Position 541: 0.0007813220537333111
Position 68: 0.000695669283417978
Position 22476: 0.0006692547264570199
Position 70: 0.0005656995949171272
Position 946: 0.0005556691860188387
Position 16709: 0.000531057431673281
Position 1425: 0.0005282661082781514
Position 72: 0.0004895612403693026
Position 1597: 0.00034641446577392325
Position 2648: 0.0002985649588297054
Position 530: 0.00029017410826271653
Position 459: 0.00025858180020585587
Position 22092: 0.0002570323941850077
Position 1200: 0.00019355413355785447
Position 136: 0.00016972355292422815
Position 1372: 0.0001522092712312509
Position 2849: 0.0001509741532019669
Position 64: 0.00013727936467862367
Position 213: 0.00010974163295252198
Position 282: 8.65352194934758e-05
Position 314: 6.42283175894154e-05
Position 286: 6.17486198256588e-05
Position 4868: 3.119932176498341e-05
Position 24018: 2.7350332690649963e-05
Position 3061: 1.4649348197941412e-05
Position 346: 1.3149487264749077e-05
Position 929: 1.257222706238405e-05
Position 627: 8.437177831628769e-06
Position 416: 5.617877854331051e-06
Position 396: 4.154882312643787e-06
Position 22149: 3.952257071649187e-06
Position 219: 3.5539326784834145e-06
Position 890: 2.3359683210273176e-06
Position 115: 2.2901504112368083e-06
Position 22094: 2.0729113575023114e-06
Position 661: 1.9404953176962337e-06
Position 21996: 1.5052112531520022e-06
Position 232: 1.392912998601936e-06
Position 374: 7.459615173351242e-07
Position 757: 4.787325017938825e-07
Position 924: 3.947015764899923e-07
Position 2699: 2.9100653491969115e-07
Position 10: 3.7811200377241156e-08
Position 290: 2.3863702276560862e-08
Position 1064: 1.7622989171237082e-08
Position 284: 9.938615977915974e-09
Position 173: 9.418288132936614e-09
Position 15: 8.320601074904463e-09
Position 76: 6.872895382871534e-09
Position 279: 5.539677239204889e-09
Position 17: 3.900440807409832e-09
Position 185: 1.607062591199784e-09
Position 74: 1.4230462295441663e-09
Position 267: 9.991429673281704e-10
Position 387: 4.287496104720327e-10
Position 410: 3.033099655995859e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 15589: 1.000000000000001
