Gene = PAPLA1
index = 1352
Annotated 5SS: [  420 22759 22934 23484 23965 24797]
Annotated 3SS: [18859 22818 23006 23545 24020 24864]
SMsplice 5SS: [  420  1378  1636 22759 22934 23484 23965 24797]
SMsplice 3SS: [  588  1438 22464 22818 23006 23545 24020 24864]
top_k =  500
Partition function (log Z): -14.716113214045526

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.9809204041003473
Position 1378: 0.8419075729898062
Position 1636: 0.4303351177849081
Position 1640: 0.4050241513017464
Position 5147: 0.10442457160014963
Position 2493: 0.08087280849750708
Position 1179: 0.07159359506443988
Position 4652: 0.07024537848343042
Position 1344: 0.05400682781185991
Position 10855: 0.03354262249526442
Position 13138: 0.02847641732341226
Position 97: 0.023408066772918155
Position 424: 0.008619612141132965
Position 1108: 0.008120564548270925
Position 4956: 0.007658836153247921
Position 434: 0.00634451137047793
Position 609: 0.0060194684586009645
Position 1693: 0.0040677789293495515
Position 1376: 0.001614203367552921
Position 1387: 0.001239985157482319
Position 116: 0.001202855507718278
Position 76: 0.0010393814357744376
Position 1160: 0.0008531425281999138
Position 1532: 0.0006988596340298243
Position 2742: 0.0005800546906111985
Position 855: 0.0005784844964328824
Position 3118: 0.0005537799868910813
Position 2352: 0.0004904642319586665
Position 438: 0.0004869435365383931
Position 103: 0.00047125639118857044
Position 802: 0.0003691562992764684
Position 3: 0.0003112861586326548
Position 1382: 0.0002676567399905421
Position 4031: 0.00026529637361652513
Position 828: 0.0002639005492300289
Position 4283: 0.00025202027367253395
Position 895: 0.0001723311644772919
Position 101: 0.00014504180747413985
Position 225: 0.00013750191921014233
Position 777: 9.65728882428193e-05
Position 3244: 9.613567108497047e-05
Position 836: 9.327217142582526e-05
Position 1439: 8.753422683938108e-05
Position 705: 8.305028355283781e-05
Position 846: 7.425438767943776e-05
Position 2209: 7.116592755053632e-05
Position 66: 6.905874492825916e-05
Position 1183: 6.411463884852843e-05
Position 568: 6.377865990161654e-05
Position 639: 5.1254694159461765e-05
Position 94: 4.405780385435236e-05
Position 2719: 3.839522442672732e-05
Position 170: 3.580975896337957e-05
Position 3122: 3.3105781570128206e-05
Position 242: 3.2096081642493214e-05
Position 3126: 2.8256379274406622e-05
Position 442: 2.8154430110930604e-05
Position 771: 2.1825570371387194e-05
Position 208: 2.0437694061961195e-05
Position 458: 1.9778185693623997e-05
Position 2104: 1.858029143105591e-05
Position 114: 1.716294572432162e-05
Position 1339: 9.910526950845316e-06
Position 722: 8.061292634688647e-06
Position 590: 2.0797009506007044e-06
Position 1313: 1.8920326386683036e-06
Position 1213: 1.8149477478379613e-06
Position 1148: 1.7941105153447698e-06
Position 272: 1.6692964878036893e-06
Position 9038: 1.2448482348710402e-06
Position 780: 1.0494159758259415e-06
Position 9551: 9.633011727062825e-07
Position 428: 7.682085038454915e-07
Position 2515: 6.014258880008586e-07
Position 142: 5.63628960929025e-07
Position 604: 4.2047900984060515e-07
Position 267: 3.3953701272907175e-07
Position 1746: 2.92310779584047e-07
Position 232: 1.4892486376392146e-07
Position 269: 8.371511738478325e-08
Position 3726: 5.1875781440170326e-08
Position 312: 4.639646897168616e-08
Position 464: 4.212350381707029e-08
Position 230: 4.055139683277264e-08
Position 761: 9.964244223304203e-09
Position 362: 9.31006874010628e-09
Position 365: 8.73854664997943e-09
Position 471: 7.512129230125446e-09
Position 392: 2.751450464222961e-09
Position 3088: 1.8048810078675272e-09
Position 299: 1.5729967523328986e-09
Position 547: 5.052732807008845e-10
Position 588: 3.2480586295294405e-12
Position 684: 4.805988782986909e-17
Position 710: 4.2611233799792066e-17
Position 741: 6.45550417608395e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 18859: 0.9963925453541815
Position 1438: 0.8858174986720269
Position 588: 0.4015138775631129
Position 943: 0.14983514589965477
Position 877: 0.13136249403677522
Position 1230: 0.10227330592660908
Position 5030: 0.0588456743693767
Position 4149: 0.047966720811345134
Position 828: 0.04681480010498456
Position 10416: 0.04166811981967418
Position 777: 0.03601036520184433
Position 4998: 0.029757843786547913
Position 1303: 0.021796924735419165
Position 761: 0.020345234151192826
Position 4912: 0.018543238013130642
Position 174: 0.01602658216832286
Position 968: 0.01420281607094358
Position 894: 0.011948086131100077
Position 1500: 0.011264024072833619
Position 11894: 0.009102235482641087
Position 1696: 0.008593868330138235
Position 1235: 0.008457068943042023
Position 3816: 0.007543592367706142
Position 780: 0.006876544586920555
Position 11385: 0.006538312478661752
Position 974: 0.006121705417669058
Position 1213: 0.005730272037157787
Position 1167: 0.005653324128004391
Position 186: 0.005374669443009844
Position 11362: 0.004883927803038756
Position 2385: 0.004778816982467709
Position 1488: 0.004134546778336389
Position 2439: 0.003919031750197408
Position 4128: 0.0037785171865456716
Position 2208: 0.0034023666299536856
Position 5038: 0.0031788025358783817
Position 4193: 0.00300596631441542
Position 654: 0.0028751109552991984
Position 3616: 0.002849267009012592
Position 789: 0.002334660522219028
Position 2828: 0.002316602873343808
Position 698: 0.0022596129384074653
Position 4979: 0.0017580577467764006
Position 705: 0.001682502100383429
Position 1281: 0.0016650654591270793
Position 170: 0.0016638407181616302
Position 13201: 0.0016377844478588871
Position 15703: 0.0015665296688203375
Position 262: 0.0015619773386470514
Position 495: 0.0011390139823502048
Position 2768: 0.0010433098352694648
Position 684: 0.0009776598839814257
Position 595: 0.0009342012585870217
Position 3326: 0.000928102475109528
Position 1034: 0.0007777427611560393
Position 135: 0.0005228491725965844
Position 568: 0.0005112236010021108
Position 1925: 0.0004435420118309901
Position 192: 0.000419098526650041
Position 2618: 0.0003661873868504639
Position 224: 0.00033928484979718854
Position 2000: 0.0003315457569037445
Position 3185: 0.0002455596274433306
Position 3757: 0.00024065969900241192
Position 670: 0.00022942801374838275
Position 340: 0.00016485577274648526
Position 13676: 0.00014345231313257127
Position 1031: 0.00013954516167303976
Position 216: 0.0001276415987538452
Position 1210: 0.00012135244769629228
Position 608: 0.00011741736694360043
Position 3788: 9.620107052427083e-05
Position 1475: 9.558508014828547e-05
Position 2587: 8.549192032298718e-05
Position 334: 8.043396574049916e-05
Position 503: 7.648790630576267e-05
Position 1055: 7.052399633833326e-05
Position 13223: 4.8174836822440406e-05
Position 2610: 4.095470598407582e-05
Position 2943: 3.492948525837026e-05
Position 710: 3.402224566176509e-05
Position 1040: 3.0576755534028624e-05
Position 1505: 2.862685647228828e-05
Position 3007: 2.6675301259514647e-05
Position 2310: 2.256311313874486e-05
Position 13207: 2.227653082657891e-05
Position 2073: 2.1976973149505563e-05
Position 2351: 1.596442524561946e-05
Position 8882: 1.4399940764299557e-05
Position 1716: 1.3565922705570175e-05
Position 2863: 1.136835339490225e-05
Position 2973: 1.0465108027496959e-05
Position 1817: 5.745500427762385e-06
Position 291: 5.367618966367998e-06
Position 1193: 3.900916024298774e-06
Position 383: 3.850924386722494e-06
Position 1531: 2.093665620895591e-06
Position 512: 1.711511240105613e-06
Position 66: 1.5065197354173088e-06
Position 9907: 1.3870274112857017e-06
Position 350: 1.22435517748315e-06
Position 9273: 6.235688366369955e-07
Position 8273: 6.139594891953485e-07
Position 9100: 2.3860302925497154e-07
Position 1502: 2.11801440353996e-07
Position 5603: 1.5477958613209846e-07
Position 5337: 9.671096163964998e-08
Position 5606: 3.396019629419931e-08
Position 312: 2.824165468291542e-08
Position 3140: 2.270037518902286e-08
Position 597: 1.8427354036882925e-08
Position 47: 1.0032184030134464e-08
Position 5216: 7.103907354645283e-09
Position 3311: 3.693264938971505e-09
Position 1680: 3.4962369350672514e-09
Position 3002: 2.867914011326508e-09
Position 5231: 2.379188674926291e-09
Position 3161: 2.3433817589014527e-09
Position 2559: 1.3529564576436515e-09
Position 4780: 5.772869383537666e-10
Position 3400: 2.1266812729969672e-10
Position 2457: 1.7708700792757215e-10
Position 424: 1.6936765346808296e-10
Position 1959: 1.461913529185386e-10
Position 2076: 1.256686596508249e-10
