Gene = UQCR-C2
index = 1580
Annotated 5SS: [321 599 959]
Annotated 3SS: [ 464  654 1060]
SMsplice 5SS: [321 599 959]
SMsplice 3SS: [ 464  654 1060]
top_k =  500
Partition function (log Z): 4.447294895092714

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9980114915074945
Position 959: 0.9871641551322404
Position 321: 0.7824595384444503
Position 387: 0.051939016386196885
Position 773: 0.04309742468953438
Position 10: 0.03241375381137248
Position 197: 0.0032403053642531014
Position 347: 0.0024602903700505037
Position 1303: 0.0018415512994030602
Position 382: 0.0015043718405271685
Position 780: 0.0009661773804891465
Position 224: 0.0008509850417496795
Position 325: 0.0008018698218281088
Position 926: 0.0005235795776685064
Position 401: 0.00045950002304235736
Position 995: 0.00033711822859007836
Position 904: 0.0003150570191342319
Position 1901: 0.00027378085355872744
Position 119: 0.00025502041227092395
Position 380: 0.00023715595041265406
Position 33: 0.00019700960265829184
Position 283: 0.00018938976472019996
Position 824: 0.00018880910255940873
Position 168: 0.00015199697285384994
Position 425: 0.00014813774559644503
Position 546: 0.00012393815153128598
Position 947: 0.00010624579675351123
Position 112: 9.545807892169898e-05
Position 418: 8.235923958778198e-05
Position 1607: 7.519072284549763e-05
Position 591: 6.777871650009645e-05
Position 1826: 5.8650709822106125e-05
Position 543: 5.657830006086609e-05
Position 929: 5.4533381959963354e-05
Position 582: 5.338163384395876e-05
Position 525: 4.6364449157827846e-05
Position 1545: 3.320094426096253e-05
Position 1217: 2.5412204329367187e-05
Position 1308: 2.2318647227857066e-05
Position 158: 2.0869700036290186e-05
Position 259: 1.7077794891593194e-05
Position 812: 1.5111880696981901e-05
Position 908: 1.3001599481441249e-05
Position 603: 1.1513621738453952e-05
Position 1211: 1.0773375894884995e-05
Position 51: 1.0553545275500659e-05
Position 1704: 8.244194153235892e-06
Position 88: 6.203782350523509e-06
Position 1520: 5.7295701830932195e-06
Position 1499: 5.463177441645565e-06
Position 1751: 4.548038277668074e-06
Position 1138: 3.785999699619327e-06
Position 1633: 3.763097464574872e-06
Position 1707: 3.6287531108978556e-06
Position 1341: 2.735306047925589e-06
Position 102: 2.1358953830395836e-06
Position 1200: 1.939463891789389e-06
Position 1631: 1.816811678156332e-06
Position 519: 1.1606435757622675e-06
Position 573: 1.0907175900022991e-06
Position 1621: 1.0647857400368221e-06
Position 299: 8.780991674734304e-07
Position 1725: 8.315039792047482e-07
Position 1874: 7.283180183348272e-07
Position 1554: 6.929983821059195e-07
Position 1915: 4.987274835103011e-07
Position 632: 4.6914715716228744e-07
Position 121: 4.370827348637369e-07
Position 615: 9.154647583938868e-08
Position 708: 5.779839029712749e-08
Position 513: 1.3206274910269567e-09
Position 506: 1.318006380716681e-09
Position 490: 1.284539304667254e-09
Position 1549: 7.02098300944356e-10
Position 1079: 6.895459645527336e-10
Position 495: 4.2541594826773006e-10
Position 1355: 3.3629726092857746e-10
Position 454: 1.2014583096145082e-10
Position 1346: 1.0656114502270215e-10
Position 1208: 9.89633915797812e-11
Position 673: 9.302023108932823e-11
Position 1349: 1.9488025145443018e-11
Position 1150: 1.719089084460456e-11
Position 1696: 1.652401888749048e-11
Position 1175: 6.184306690243949e-12
Position 1335: 3.947569610647552e-12
Position 1264: 3.856334856998126e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 654: 0.9984791927690265
Position 1060: 0.9964126521522461
Position 464: 0.8453702901477196
Position 65: 0.02271334272025139
Position 836: 0.02093814579875671
Position 871: 0.007135243126361706
Position 839: 0.005736578655727687
Position 1138: 0.002569670169266318
Position 108: 0.002117085574961385
Position 102: 0.0015742627746474953
Position 401: 0.001389281965853663
Position 1366: 0.0008372098378268293
Position 429: 0.000775094524427212
Position 1804: 0.0005682938987697817
Position 239: 0.0004943814034220948
Position 369: 0.0004652988288953441
Position 292: 0.00046112366366203144
Position 688: 0.00043560114596437723
Position 432: 0.0003519401729120372
Position 1798: 0.00034365316043908424
Position 1960: 0.00034047542432073927
Position 471: 0.0002685445441469213
Position 524: 0.000213745204293276
Position 262: 0.0001928058562673641
Position 1420: 0.00017187703245304236
Position 1390: 9.823110840305041e-05
Position 1264: 8.41752253290241e-05
Position 1087: 8.269710879847897e-05
Position 375: 8.23878525282002e-05
Position 772: 6.189424388628252e-05
Position 656: 5.693210836384258e-05
Position 1732: 4.428138360047142e-05
Position 347: 3.9886290258315176e-05
Position 250: 2.6065361608825713e-05
Position 158: 2.0126781011332233e-05
Position 1579: 1.80643763424647e-05
Position 151: 1.5642415264080386e-05
Position 719: 1.540593963758063e-05
Position 769: 1.4465156155800421e-05
Position 1717: 1.200021333013612e-05
