Gene = Trp1
index = 1568
Annotated 5SS: [1177 2172 2528]
Annotated 3SS: [1355 2225 3018]
SMsplice 5SS: [ 156 1305 2172 2528]
SMsplice 3SS: [ 534 1355 2225 3018]
top_k =  500
Partition function (log Z): 10.020795803389275

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.9879943471690451
Position 156: 0.9177926485465965
Position 1305: 0.9129948376909549
Position 2528: 0.8597098153906283
Position 770: 0.44548812250821523
Position 2913: 0.39660139222346075
Position 41: 0.11627313073579894
Position 603: 0.07490978207432458
Position 1566: 0.07101015228087178
Position 1177: 0.06834560830973306
Position 3084: 0.041914862407787884
Position 3098: 0.032019325842549975
Position 446: 0.019124655958654056
Position 689: 0.01215842712424015
Position 616: 0.011722540670843194
Position 1771: 0.007808052991411395
Position 2136: 0.005334548121922595
Position 3231: 0.00497766798106066
Position 2621: 0.0040531767238517254
Position 206: 0.003460179097381337
Position 2451: 0.0033709251643970393
Position 2546: 0.0029032885652794534
Position 3583: 0.0027529081063883856
Position 3089: 0.0025412325469567876
Position 1202: 0.002518712912400651
Position 45: 0.002115382215400723
Position 2356: 0.0020395049829205945
Position 929: 0.0019430975827571285
Position 297: 0.0017508974058838616
Position 482: 0.001683666202792282
Position 762: 0.0012897984700877786
Position 2373: 0.0012785510028643454
Position 3319: 0.00125258179544691
Position 3057: 0.001186363077979215
Position 3593: 0.001183666558485678
Position 1232: 0.0011822297511133743
Position 716: 0.00109378036528018
Position 3636: 0.0008864849013599409
Position 2052: 0.0008271791723659584
Position 3579: 0.0008084702279783869
Position 2947: 0.00076027263668409
Position 202: 0.0007053545386231665
Position 731: 0.0005952312399936084
Position 1473: 0.0005583057714786824
Position 3397: 0.0005102316681432861
Position 2874: 0.00046459712349679533
Position 2582: 0.00043021627637572935
Position 240: 0.0004072618301852058
Position 939: 0.0003887462549912105
Position 800: 0.0003691255331083516
Position 1299: 0.0003024418634054114
Position 805: 0.0002990292343409271
Position 2618: 0.00027916264207395684
Position 3454: 0.0002752279740607983
Position 2689: 0.00025136644281315625
Position 728: 0.00024538402019436324
Position 1272: 0.00022485834459567871
Position 394: 0.00020779925122583687
Position 38: 0.0002076301106396373
Position 860: 0.0002016923285323666
Position 774: 0.00017945333484583768
Position 756: 0.0001781747828856519
Position 1517: 0.0001640627590537158
Position 607: 0.00014589695201446405
Position 924: 0.00012734419086199666
Position 471: 0.0001063803482090413
Position 943: 9.70491705668374e-05
Position 492: 9.28375239737596e-05
Position 238: 9.191179265862811e-05
Position 2361: 8.866874903062988e-05
Position 684: 8.436061279007911e-05
Position 2196: 7.653307481010578e-05
Position 278: 7.543794455784592e-05
Position 1383: 6.796459538411574e-05
Position 383: 6.138332327563409e-05
Position 1010: 5.978574114338154e-05
Position 210: 5.462024394019574e-05
Position 937: 5.241329333138413e-05
Position 875: 4.900932570431712e-05
Position 421: 4.709088335473654e-05
Position 47: 4.420355623975374e-05
Position 1047: 4.062722010746806e-05
Position 160: 3.8668051921691864e-05
Position 26: 3.617508728533453e-05
Position 347: 2.9308294124523498e-05
Position 2176: 2.5484494861532427e-05
Position 337: 2.3596353978313704e-05
Position 1623: 1.6729629233241644e-05
Position 2331: 1.6522146048878725e-05
Position 2798: 1.6251713633794928e-05
Position 1437: 1.2827326174161583e-05
Position 1421: 1.1223221747060002e-05
Position 204: 1.0712574473623358e-05
Position 1990: 9.813562977317629e-06
Position 32: 9.143679051037741e-06
Position 2862: 3.7842196578059715e-06
Position 722: 2.712903878963087e-06
Position 218: 2.639470416131971e-06
Position 1655: 2.5080320604446163e-06
Position 169: 2.1506799062818203e-06
Position 122: 2.0984067436968706e-06
Position 2884: 1.7511664730223046e-06
Position 372: 1.7248571550520693e-06
Position 244: 1.2575561436875967e-06
Position 251: 1.2506965550894861e-06
Position 719: 1.2372649770111178e-06
Position 2481: 1.1118122534805635e-06
Position 280: 1.0954849123064644e-06
Position 12: 1.0679670474156564e-06
Position 507: 7.274585025772717e-07
Position 3267: 6.409501711976927e-07
Position 3326: 5.71172671564807e-07
Position 2720: 5.086182571550921e-07
Position 2455: 5.080370261543354e-07
Position 388: 4.940426664253927e-07
Position 142: 4.826428941910072e-07
Position 49: 4.364217363911466e-07
Position 3078: 3.6996064019347503e-07
Position 3203: 2.6052383647060526e-07
Position 2443: 2.0273052663810678e-07
Position 2917: 1.363581515166703e-07
Position 3465: 9.764940533634166e-08
Position 3353: 5.9425184522710024e-08
Position 2894: 5.911953857311605e-08
Position 1574: 4.338627012174535e-08
Position 3272: 2.6405377574284174e-08
Position 1992: 9.335374396989126e-09
Position 2099: 1.7987485803342795e-09
Position 1584: 1.7902493838619154e-09
Position 1878: 1.184047042869753e-09
Position 2239: 3.7936298557190314e-10
Position 740: 3.27875926924891e-10
Position 743: 2.855206896203496e-10
Position 103: 2.5731215582394703e-11
Position 2056: 1.7281722231556355e-16
Position 2078: 1.018557598797414e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1355: 0.9995256044351211
Position 2225: 0.9892593158086923
Position 3018: 0.9833553885850874
Position 534: 0.8521537358545429
Position 987: 0.48599989525418635
Position 2679: 0.13251394070489822
Position 99: 0.09417712896538642
Position 3165: 0.07494160612257801
Position 2787: 0.059156770397775955
Position 1065: 0.05000925450473709
Position 2654: 0.046443405250711334
Position 1622: 0.04637374877010795
Position 929: 0.03144738813359943
Position 2873: 0.024195433225735696
Position 1619: 0.022888697797132665
Position 1275: 0.01877413271309395
Position 868: 0.016187884047988377
Position 2988: 0.012961095699822605
Position 1072: 0.012216788860305175
Position 963: 0.011305086113036617
Position 655: 0.008879831567492662
Position 2884: 0.008243002616213255
Position 1850: 0.005869992740645778
Position 567: 0.00400135574413563
Position 2264: 0.0034210123291871816
Position 3523: 0.0033839654286144123
Position 265: 0.002619024311179897
Position 1116: 0.002403114248127402
Position 2288: 0.0023212935122944377
Position 3645: 0.002247541271227373
Position 3356: 0.002071125682976051
Position 995: 0.0019414055614338955
Position 1080: 0.0017930150883353983
Position 3288: 0.0017797479938383783
Position 688: 0.0017060228947765673
Position 2239: 0.001537586261133828
Position 218: 0.0014421506293676777
Position 2956: 0.0013684185655834001
Position 3454: 0.0013319957980523205
Position 3706: 0.0011897158454190623
Position 2412: 0.0011608746893428203
Position 3710: 0.0010853426179030117
Position 2432: 0.0009897995955136386
Position 3183: 0.0009560344046904049
Position 3752: 0.0007747992592339824
Position 383: 0.0007193278544389553
Position 445: 0.0007130430709071386
Position 1119: 0.0006747958324848924
