Gene = mio
index = 1791
Annotated 5SS: [ 255  482  792 1815 2427 2969]
Annotated 3SS: [ 307  539  883 1870 2486 3029]
SMsplice 5SS: [ 255  792 1815 2427 2969]
SMsplice 3SS: [ 307  883 1870 2486 3029]
top_k =  500
Partition function (log Z): 6.493632367772576

Sorted 5' Splice Sites (High to Low Probability):
Position 1815: 0.9976373580318232
Position 2969: 0.987381963621042
Position 255: 0.9554605695934753
Position 2427: 0.9479386328500681
Position 792: 0.9424565346520302
Position 482: 0.4532506874367155
Position 990: 0.08407008653798372
Position 979: 0.03798063057553396
Position 814: 0.017431531605034637
Position 1171: 0.014657199177823424
Position 2594: 0.013780291539972123
Position 477: 0.010094023701255294
Position 830: 0.00966720808293074
Position 224: 0.003971780669126512
Position 833: 0.0023951406589401685
Position 796: 0.0018177284293470859
Position 412: 0.001586378155726197
Position 29: 0.001528438049075503
Position 260: 0.0008879664213506747
Position 743: 0.0007469888436115244
Position 3: 0.0005327966725280084
Position 1227: 0.00046219522390669466
Position 486: 0.00028765773075303136
Position 937: 0.0002498146200975581
Position 3259: 0.00023180540413500817
Position 191: 0.0002281358830107122
Position 1626: 0.0002215147353848101
Position 433: 0.000202508361796901
Position 2693: 0.0001873428734460491
Position 2433: 0.0001873018854692516
Position 1949: 0.0001794471365927051
Position 2063: 0.00017920266103303912
Position 2963: 0.00016566467957091876
Position 887: 0.00012434057826888494
Position 3236: 0.0001210526747729862
Position 2829: 0.00011656302111991952
Position 778: 0.0001135647799497029
Position 92: 0.00010787679343237049
Position 1221: 8.55133028632633e-05
Position 1964: 7.942938983827118e-05
Position 1762: 7.241777389033844e-05
Position 7: 6.868232030750713e-05
Position 1136: 6.430585290506557e-05
Position 2960: 5.16781770124249e-05
Position 922: 4.323605816870218e-05
Position 2030: 4.186590890858237e-05
Position 3270: 3.909717402396926e-05
Position 3268: 3.182531149857872e-05
Position 1231: 2.9952083167475826e-05
Position 3204: 2.8109302436548148e-05
Position 2421: 2.7854669834440306e-05
Position 392: 2.601740683260592e-05
Position 32: 2.573853313664128e-05
Position 1013: 2.537499540084644e-05
Position 1214: 2.4698932307615223e-05
Position 2335: 2.448733431625879e-05
Position 88: 2.1777634469744475e-05
Position 970: 2.0249468024673198e-05
Position 348: 1.6872797590430042e-05
Position 5: 1.639819638527406e-05
Position 416: 1.546414968164828e-05
Position 2980: 1.2877204137661213e-05
Position 2113: 1.2829405026074959e-05
Position 37: 1.27487011091696e-05
Position 2490: 1.1726697773757973e-05
Position 3182: 8.666381828664074e-06
Position 2549: 8.664740526808482e-06
Position 2903: 7.551664975775498e-06
Position 660: 7.517931066352083e-06
Position 695: 7.187990153705569e-06
Position 522: 5.302428650966723e-06
Position 39: 4.603600578400844e-06
Position 1819: 4.488043974221239e-06
Position 2973: 4.28649276412834e-06
Position 50: 4.180482626715443e-06
Position 308: 3.779383360320126e-06
Position 3253: 3.5774674394184108e-06
Position 3123: 3.5115997374236954e-06
Position 1487: 3.390481524521601e-06
Position 2664: 3.070739252811684e-06
Position 2917: 2.8034453837798714e-06
Position 166: 2.6206613947572924e-06
Position 536: 2.557681383863511e-06
Position 3227: 2.555032792768997e-06
Position 703: 2.4276389399959928e-06
Position 1556: 1.743721615969784e-06
Position 95: 1.7242407923383832e-06
Position 1639: 1.5967631188095657e-06
Position 1873: 1.5251174206625908e-06
Position 3185: 1.5083535463800655e-06
Position 1490: 1.4194083559235353e-06
Position 104: 1.1092877876512472e-06
Position 3229: 9.802586176999299e-07
Position 328: 7.207329810424854e-07
Position 56: 5.996504689892535e-07
Position 3193: 4.784338353774028e-07
Position 546: 3.068456219424493e-07
Position 665: 1.9836693664779552e-07
Position 899: 5.97305098547051e-08
Position 559: 4.2969027774972424e-08
Position 373: 2.521127793353592e-08
Position 1064: 1.9599698408544324e-09
Position 2452: 5.571397429132774e-11
Position 1543: 2.3963066278206045e-13
Position 1373: 2.2127590403974296e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1870: 0.9962481232684606
Position 3029: 0.9854247255711268
Position 307: 0.9589467145539603
Position 2486: 0.850474994554804
Position 883: 0.8402470319351861
Position 539: 0.4457972685327463
Position 1053: 0.24498931261050605
Position 2653: 0.09870377319985726
Position 965: 0.014698272319173745
Position 1371: 0.007356149372137869
Position 1285: 0.0072355790619994
Position 2584: 0.006909333386658574
Position 1667: 0.006350329475314045
Position 553: 0.003514526237670098
Position 1073: 0.0024230884958394015
Position 2523: 0.0023351502774136717
Position 412: 0.002316760526780894
Position 3329: 0.0016678232536132915
Position 3040: 0.0013166417007820837
Position 2693: 0.000970637099812913
Position 922: 0.0009226992703596249
Position 905: 0.0008335173447600467
Position 88: 0.0007440811845774654
Position 2755: 0.0007133776796568891
Position 1692: 0.0007049521388030273
Position 2563: 0.0006386679650640379
Position 918: 0.0006200244721290603
Position 1318: 0.0005997378239335549
Position 550: 0.0005615161713387776
Position 2250: 0.0005151929846590723
Position 2092: 0.00040220864443572395
Position 2773: 0.00036432780227737226
Position 2493: 0.000347642263751221
Position 2540: 0.00032877235155318567
Position 1340: 0.00027797549021434944
Position 2885: 0.00027177760797124194
Position 2312: 0.0002696984597519944
Position 1202: 0.00024489219452202444
Position 1182: 0.0002353001321025727
Position 2103: 0.0002177489908260966
Position 95: 0.00013175940058163948
Position 1761: 0.0001268653537454559
Position 1022: 0.0001080256246865199
Position 2549: 9.817670883796753e-05
Position 1026: 9.054054676548508e-05
Position 2173: 9.047914581228457e-05
Position 2220: 8.563671468955997e-05
Position 522: 8.409292556965611e-05
Position 509: 8.283673218042334e-05
Position 676: 8.097428344490985e-05
Position 1880: 7.827142667165184e-05
Position 927: 6.034085753176169e-05
Position 392: 5.5631257736985843e-05
Position 3182: 5.5442416059790226e-05
Position 470: 4.968329349950528e-05
Position 3120: 4.787797806826301e-05
Position 2603: 4.2122103544213637e-05
Position 1941: 4.096216479501982e-05
Position 2903: 3.83208238067492e-05
