Gene = NimC2
index = 1322
Annotated 5SS: [ 149  315  432 1409]
Annotated 3SS: [ 211  375  489 1551]
SMsplice 5SS: [ 315  432 1409]
SMsplice 3SS: [ 375  489 1551]
top_k =  500
Partition function (log Z): -1.9507860375175778

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9887121239482324
Position 1409: 0.8993228502504539
Position 432: 0.646808376537672
Position 1486: 0.20260099605561688
Position 149: 0.056359127949018296
Position 1923: 0.021250971643928782
Position 1179: 0.01853837304802871
Position 612: 0.016287611946078976
Position 1413: 0.012238776666412666
Position 572: 0.011054370867722306
Position 962: 0.004890665626464429
Position 1803: 0.004216622861145706
Position 702: 0.0038344758569670524
Position 1401: 0.003373455813229507
Position 1017: 0.002955772071042359
Position 2727: 0.0027402559988928795
Position 2133: 0.0024805190577038816
Position 2490: 0.0020198715876860104
Position 1380: 0.001870096523797644
Position 1531: 0.0018327456246276257
Position 353: 0.0017975076184037198
Position 2815: 0.0016151868718929647
Position 3006: 0.001404615531376656
Position 294: 0.0012295453427052217
Position 1781: 0.001078429381909409
Position 2045: 0.0010334090913523266
Position 1975: 0.000984039784720349
Position 2359: 0.0009397284998419698
Position 1371: 0.0006733392254100631
Position 597: 0.0005946675140757277
Position 548: 0.0005931886788685056
Position 1742: 0.000577037489612638
Position 579: 0.0004070212321023012
Position 1120: 0.00034601298331351555
Position 1089: 0.00029866536913807415
Position 3042: 0.0002349546279809242
Position 123: 0.0002325722438929915
Position 16: 0.00021158836186517576
Position 1986: 0.00020336520127082276
Position 2455: 0.00017832604322615464
Position 1980: 0.00017628871115544435
Position 153: 0.0001512208057257795
Position 1094: 0.00010686931152855939
Position 161: 9.416315249682337e-05
Position 1161: 8.005520296739379e-05
Position 2946: 7.940477122036723e-05
Position 954: 7.737877432574732e-05
Position 654: 5.030115189652375e-05
Position 1834: 4.837844182738186e-05
Position 2613: 3.777578662413644e-05
Position 247: 3.6899948859812845e-05
Position 404: 3.6113418110977404e-05
Position 1382: 3.410173656895289e-05
Position 397: 2.540322387890986e-05
Position 350: 1.7801078377558774e-05
Position 33: 1.731847710588839e-05
Position 237: 1.5140084880353128e-05
Position 680: 1.2092428391642047e-05
Position 1374: 6.543807983551326e-06
Position 46: 4.178430833626781e-06
Position 135: 3.34753664497414e-06
Position 213: 3.142016392877381e-06
Position 197: 2.767102249560204e-06
Position 102: 2.2480353421414706e-06
Position 229: 1.994452571286804e-06
Position 177: 1.8740721089852575e-06
Position 1535: 8.857705964583775e-07
Position 636: 5.830859103398706e-07
Position 493: 2.2153210369557237e-07
Position 283: 2.028003621496509e-07
Position 216: 1.9473641049772853e-07
Position 1675: 1.8059956055101236e-07
Position 735: 1.6885242178301025e-07
Position 804: 1.6738549217032453e-07
Position 652: 1.6467233374800995e-07
Position 552: 7.833942535607067e-08
Position 133: 4.9276996435695183e-08
Position 1143: 3.6111709918844344e-08
Position 9: 3.377840976921534e-08
Position 567: 2.6640049600292e-08
Position 763: 9.880772738823406e-09
Position 495: 1.2545001526354959e-09
Position 964: 8.212819233236611e-10
Position 556: 2.6167064443808134e-10
Position 516: 2.5931291440741434e-10
Position 497: 4.486762748866154e-11
Position 465: 2.3642043561757274e-11
Position 505: 1.783181889233344e-11
Position 550: 8.630781472367334e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 375: 0.9691435315467624
Position 1551: 0.8317534183126344
Position 489: 0.6648759232237877
Position 1457: 0.20447061333161728
Position 211: 0.05308015142316266
Position 1607: 0.04003232512011625
Position 3137: 0.02858294026048466
Position 1274: 0.025969644434906028
Position 1579: 0.023077237718831446
Position 2574: 0.018689596919561034
Position 820: 0.007355295347804773
Position 2529: 0.006450912727057676
Position 2106: 0.003753032993988193
Position 1088: 0.0032194451894603936
Position 1433: 0.0030611756621812284
Position 1131: 0.003043464937833205
Position 2189: 0.0029586107489810694
Position 2871: 0.0028314266466405455
Position 257: 0.0026785682888760304
Position 1317: 0.002532347818625575
Position 1013: 0.0022807435275860534
Position 2814: 0.0021276788166190463
Position 1164: 0.001959873435192438
Position 2784: 0.0017580180368052367
Position 1472: 0.001484244398779242
Position 2844: 0.0014673428987312526
Position 2081: 0.001329037827635726
Position 886: 0.0012491793638964579
Position 1531: 0.0011831126331106126
Position 1834: 0.0010584824540892286
Position 493: 0.0009038520954653906
Position 1800: 0.000860008320884551
Position 2192: 0.0007002494580698651
Position 1729: 0.0006944135412191536
Position 251: 0.0003042073660316101
Position 347: 0.0002720228949528302
Position 1475: 0.00025597781905508456
Position 781: 0.0002071094035703436
Position 1661: 0.00020059997962062811
Position 1252: 0.00018703294788822116
Position 952: 0.00018230190722246377
Position 452: 0.0001668581262852311
Position 1694: 0.00015723235523137759
Position 122: 0.00011467234373648877
Position 465: 0.00010824442424128501
Position 2221: 8.975165851547968e-05
Position 607: 6.254118896032284e-05
Position 859: 5.212820963386398e-05
Position 1626: 4.981292245713217e-05
Position 612: 3.5340376331223214e-05
Position 565: 2.835239610278619e-05
Position 927: 2.1115633910717518e-05
Position 67: 1.3615987871704873e-05
Position 307: 9.06081475453991e-06
Position 748: 7.791638450703393e-06
Position 128: 2.2686652527052385e-06
Position 264: 1.9504325270777508e-06
Position 301: 8.039111475127502e-07
Position 149: 2.7553820326836485e-07
Position 144: 6.45192052728742e-08
Position 432: 1.7602781556454442e-08
Position 436: 1.6154963403508182e-08
Position 319: 1.693487405642695e-09
Position 314: 4.0172305919802194e-10
Position 112: 3.3898968858720664e-10
Position 153: 2.061518610025877e-11
Position 56: 6.928582940465568e-12
