Gene = Ncoa6
index = 1312
Annotated 5SS: [ 732 1958 3337 8173 8751]
Annotated 3SS: [1773 2019 3453 8246 8808]
SMsplice 5SS: [ 732 1958 3337 4108 8173 8751]
SMsplice 3SS: [1773 2019 3453 7965 8246 8808]
top_k =  500
Partition function (log Z): 1.3443991432500273

Sorted 5' Splice Sites (High to Low Probability):
Position 8751: 0.9961752371357298
Position 1958: 0.9954725031155364
Position 3337: 0.9778247800286306
Position 8173: 0.9344003107785999
Position 732: 0.8516821231995225
Position 4108: 0.622004643519846
Position 4096: 0.1741516941402486
Position 396: 0.094589039096026
Position 420: 0.08339148828623105
Position 1532: 0.04816271399564909
Position 127: 0.013188481464860222
Position 2881: 0.011802641260560506
Position 2319: 0.004989492390384608
Position 9500: 0.004749497022363292
Position 2640: 0.004695676726033864
Position 1720: 0.004617640013282489
Position 386: 0.0044449294804907325
Position 2472: 0.004376550440042622
Position 9470: 0.004231549763923191
Position 2667: 0.0035192926462624874
Position 10203: 0.003181222314821735
Position 10950: 0.003034338936703361
Position 12: 0.0026179413189741842
Position 2280: 0.0025970855292475194
Position 392: 0.002370610656193396
Position 436: 0.0022279775947955985
Position 390: 0.0020954873370400574
Position 1512: 0.0019252030462211405
Position 1887: 0.0016930156980585905
Position 1927: 0.0015643978431636027
Position 1451: 0.0015414666430158188
Position 4113: 0.0014497435671742942
Position 400: 0.0014373293493665613
Position 4089: 0.0014056004483660892
Position 9534: 0.0013123709836182127
Position 2104: 0.0012904658766202763
Position 3398: 0.0012005792395034362
Position 528: 0.0011746576907269146
Position 402: 0.001112075135078075
Position 3343: 0.001057227338177222
Position 10300: 0.0009716069035755546
Position 1319: 0.0009118418173522471
Position 3969: 0.0008869064229417535
Position 388: 0.0008737100671615704
Position 9046: 0.0008727355202415557
Position 802: 0.0008110633374153114
Position 10050: 0.000716973955199901
Position 2419: 0.0007111198696510587
Position 1962: 0.0006994742140791672
Position 1340: 0.000660260586229519
Position 8465: 0.0006556773658654808
Position 404: 0.0006076568491954887
Position 9156: 0.0005755671453050563
Position 949: 0.0005679773315583543
Position 2340: 0.0005637558660453514
Position 4069: 0.0005406067173989652
Position 9580: 0.00053869393919393
Position 924: 0.0005379280835057384
Position 8460: 0.0005361932317102206
Position 424: 0.0005350025947708802
Position 426: 0.0005097054103159632
Position 3139: 0.00043887709619463733
Position 1193: 0.0004352117932687604
Position 2614: 0.00042141500697967044
Position 3574: 0.0004024465552016302
Position 9701: 0.0003992760794992101
Position 936: 0.0003814398086406433
Position 428: 0.00037721653311709603
Position 1557: 0.0003520836824700406
Position 3810: 0.0003510133700688303
Position 9538: 0.0003452212855926769
Position 891: 0.0003309957075142002
Position 10872: 0.0003259370390700326
Position 266: 0.00031338324173595133
Position 161: 0.00029270492149278016
Position 8684: 0.0002832702621390192
Position 91: 0.00027944538990664524
Position 8462: 0.00025795843972768024
Position 9478: 0.0002443535536487641
Position 460: 0.00023360084339706734
Position 2409: 0.00023205818195177485
Position 2484: 0.00021516978115555525
Position 9862: 0.0002132136300429193
