Gene = ND-30
index = 1297
Annotated 5SS: [170 305]
Annotated 3SS: [229 362]
SMsplice 5SS: [170 305]
SMsplice 3SS: [229 362]
top_k =  500
Partition function (log Z): -6.582260504318411

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.6378238497075891
Position 170: 0.40183660350522604
Position 174: 0.3469062749715122
Position 309: 0.20410643909532897
Position 724: 0.002414783071650048
Position 748: 0.002273702815703291
Position 732: 0.001906270648362928
Position 989: 0.001583781752515966
Position 442: 0.00040434465627986135
Position 485: 0.0003954752210002909
Position 611: 0.00036854362217600704
Position 704: 0.00015607331778906712
Position 455: 0.00013432517877789757
Position 343: 4.289123337440685e-05
Position 614: 2.667918057246809e-05
Position 315: 2.2921697972222404e-05
Position 156: 2.2826032899247177e-05
Position 269: 1.748363549847156e-05
Position 131: 1.4069912485050468e-05
Position 509: 1.1224516568817559e-05
Position 280: 1.0263608538114536e-05
Position 59: 6.205984226563298e-06
Position 97: 4.491062044842477e-06
Position 1018: 3.5563279337260035e-06
Position 78: 1.5176459417975808e-06
Position 145: 5.215825996852768e-07
Position 137: 4.565904652237399e-07
Position 101: 3.497966741720478e-07
Position 506: 4.427923325514463e-08
Position 757: 3.333409825088676e-08
Position 563: 2.4212134863923097e-08
Position 232: 1.9475703913102655e-08
Position 578: 5.9992820728974366e-09
Position 550: 5.5430334660987945e-09
Position 584: 4.811371596072825e-09
Position 446: 1.7878952678983835e-09
Position 229: 1.7447369394644253e-09
Position 523: 9.373494329501823e-10
Position 332: 7.270223054382152e-11
Position 330: 4.847628144534716e-11
Position 368: 2.1281482062325724e-13
Position 386: 2.5497319842448496e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 362: 0.8417647706241951
Position 229: 0.7416925954642871
Position 823: 0.005963662058269258
Position 376: 0.005034263428256692
Position 1051: 0.0017045620069004936
Position 811: 0.0015663870705045462
Position 661: 0.0013570015337156895
Position 854: 0.0003754722534568856
Position 544: 0.000358278502737949
Position 386: 0.00018984635450094588
Position 523: 0.00015955056933496343
Position 347: 0.00011995623829386708
Position 269: 8.881875077088035e-05
Position 451: 2.679901689770118e-05
Position 442: 2.22762033885743e-05
Position 550: 1.916538157816305e-05
Position 532: 1.6368096101284072e-05
Position 192: 1.2581381350710647e-05
Position 308: 8.86347856798887e-06
Position 500: 4.253511410110889e-06
Position 122: 4.208974604523086e-06
Position 1076: 3.556327933726007e-06
Position 104: 1.5133962984345788e-06
Position 145: 7.160206115702511e-07
Position 280: 3.484612557692503e-07
Position 291: 7.909721867851907e-08
Position 598: 7.543728901126974e-08
Position 454: 3.5275925888351324e-08
Position 294: 3.037852682693737e-08
Position 676: 2.5204247521205708e-08
Position 303: 6.938757852402588e-09
Position 194: 1.1005372175461985e-09
Position 460: 4.771620641798574e-11
Position 285: 2.4856482851585943e-11
Position 315: 6.906635410835907e-12
Position 430: 7.572975575693097e-13
