Gene = nompB
index = 1819
Annotated 5SS: [  197   447  2231  3024  7805 10693 10834]
Annotated 3SS: [  249  2004  2302  7606  9798 10746 10893]
SMsplice 5SS: [  197   447  7807  8084 10693]
SMsplice 3SS: [  249  7606  7868  9785 10893]
top_k =  500
Partition function (log Z): 0.7490022163487673

Sorted 5' Splice Sites (High to Low Probability):
Position 197: 0.984360195746852
Position 10693: 0.9763542768653769
Position 447: 0.9341627327544756
Position 7807: 0.8403913045525417
Position 8084: 0.8251736463150892
Position 2231: 0.5913368102035242
Position 3024: 0.2910425449642087
Position 10389: 0.24896650576066637
Position 3053: 0.17475778419865828
Position 10834: 0.10983874412108736
Position 451: 0.05524269824809765
Position 3638: 0.035207177841343064
Position 2490: 0.023671640612680865
Position 2406: 0.0235770460244647
Position 1669: 0.017601278307588515
Position 10176: 0.015359037638237417
Position 2657: 0.013650885497713724
Position 10968: 0.0135744404610915
Position 2847: 0.009767099710551135
Position 3264: 0.009464345601566287
Position 4159: 0.00791494339669699
Position 6093: 0.005868999835006309
Position 3267: 0.00555792331829587
Position 1513: 0.00537285288015648
Position 3296: 0.005372734853195341
Position 1508: 0.005370155648086806
Position 442: 0.004814190620719386
Position 366: 0.002425916484496943
Position 1003: 0.002093086559616488
Position 1495: 0.0015982202604304977
Position 2427: 0.0011188476297901262
Position 57: 0.0010621008540098785
Position 2193: 0.0010085245517190353
Position 9968: 0.000909086034378977
Position 1409: 0.0008869906510024179
Position 941: 0.0008414999896811247
Position 541: 0.0007774792759608636
Position 2930: 0.0006704242977847826
Position 11053: 0.0005259131221339911
Position 2494: 0.00047017962835044013
Position 983: 0.0003899103719432957
Position 526: 0.0003825452597197874
Position 10673: 0.0003778815552003836
Position 1751: 0.0003703168961131654
Position 3398: 0.00029884103694985295
Position 2133: 0.0001788678706998368
Position 1320: 0.0001741302310548084
Position 1747: 0.00013395727952170237
Position 11042: 9.426058429183246e-05
Position 2721: 8.469741631743611e-05
Position 1644: 6.303112338039574e-05
Position 49: 5.730004749527728e-05
Position 3076: 5.223668051750537e-05
Position 1482: 5.051317232346435e-05
Position 201: 1.8840560151208698e-05
Position 783: 1.4576172852562276e-05
Position 134: 1.193104717894471e-05
Position 1350: 4.995880053757127e-06
Position 2381: 4.565188192968428e-06
Position 2949: 4.029455905364994e-06
Position 2201: 1.6158042557066177e-06
Position 47: 1.1956372481686793e-06
Position 52: 1.1937163827252343e-06
Position 503: 4.927265763902798e-07
Position 476: 4.6546310603247935e-07
Position 5440: 4.332977119804657e-07
Position 16: 3.8297173583970483e-07
Position 788: 2.800784811510704e-07
Position 328: 2.1376755083362685e-07
Position 296: 1.6577520303351017e-07
Position 232: 1.6416046428082718e-07
Position 4246: 1.2998750273817741e-07
Position 720: 1.0063437735603147e-07
Position 778: 7.547771516678827e-08
Position 794: 7.10277883993663e-08
Position 241: 5.895592731124633e-08
Position 615: 4.7466967775104336e-08
Position 706: 3.737439286622443e-08
Position 490: 2.0361113597434697e-08
Position 351: 1.3005278533962546e-08
Position 1345: 1.0490728387246004e-08
Position 319: 9.122384851340997e-09
Position 116: 8.250706137394143e-09
Position 1162: 3.3484773469789403e-09
Position 1184: 2.177242311458419e-09
Position 230: 3.5580557052216355e-10
Position 269: 2.861172144745722e-10
Position 411: 1.5432057208213536e-11
Position 2452: 6.039872475986637e-12
Position 424: 2.5487403873796227e-12
Position 1293: 1.868609450165873e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9651898965355379
Position 7606: 0.9327237024479584
Position 10893: 0.8536647221282017
Position 9785: 0.7890007871259382
Position 2004: 0.5531144214680473
Position 7868: 0.46805651389794295
Position 2281: 0.42988501818075353
Position 7883: 0.2152093412226238
Position 10469: 0.17471225267813817
Position 10746: 0.16443140090690606
Position 10435: 0.16441855566129568
Position 10926: 0.054017178508962815
Position 7973: 0.046156338838049586
Position 3120: 0.041940807526908874
Position 9789: 0.03521589487098308
Position 2030: 0.02478885283613623
Position 9824: 0.02327054679622091
Position 2749: 0.02310113299459353
Position 2555: 0.018656100050398087
Position 269: 0.018580622201702104
Position 11037: 0.01775203119170084
Position 10901: 0.016419909467521046
Position 9536: 0.015387105988567462
Position 10244: 0.015016458886255832
Position 3173: 0.010166898728306084
Position 2984: 0.009840303776630683
Position 1407: 0.009574444092568185
Position 1422: 0.008632446514035982
Position 2752: 0.007985229149186592
Position 10753: 0.007765417899932511
Position 9509: 0.007413256011771014
Position 1564: 0.007362934598669446
Position 9568: 0.007292218751274747
Position 1926: 0.007056530833887624
Position 1240: 0.006971949911999205
Position 9837: 0.006642290887116873
Position 2066: 0.005328432366671671
Position 1602: 0.005308995150571528
Position 838: 0.00480490734747254
Position 9189: 0.004770295071433519
Position 5817: 0.0043947855097379055
Position 1002: 0.004020341625872519
Position 2349: 0.003791494418363899
Position 2482: 0.0035655135178913476
Position 2017: 0.0034259527599335114
Position 7239: 0.0034187162882620033
Position 3414: 0.003324875598083896
Position 761: 0.0032187313257134916
Position 3161: 0.0029453080308826157
Position 1362: 0.002391473173542218
Position 10757: 0.0020555693071759406
Position 1147: 0.001924496189425988
Position 2568: 0.00192335050518154
Position 2440: 0.0017033796192477703
Position 3469: 0.0015238626989734908
Position 8986: 0.001512082031349986
Position 2421: 0.001504613522301076
Position 850: 0.001477685886793551
Position 5349: 0.0014773622128809389
Position 2906: 0.0014593880913565717
Position 1941: 0.001352685005037548
Position 1605: 0.0013209216538103733
Position 961: 0.0012025705920630876
Position 8884: 0.0010359671141330368
Position 4046: 0.0010180616696873076
Position 9312: 0.0009721715958144991
Position 9710: 0.0009673938773547287
Position 1472: 0.000953779066119387
Position 1127: 0.0008614646933722785
Position 891: 0.0008333207495131883
Position 1259: 0.0007771113640245081
Position 11110: 0.0007420912790386768
Position 1356: 0.0007419783465855317
Position 266: 0.0007351865898077237
Position 8066: 0.0006962803296072214
Position 10801: 0.0006137271819406008
Position 521: 0.0005829953777608358
Position 1014: 0.00045495977884752695
Position 3963: 0.0004478469715206636
Position 1199: 0.00035485331714045655
Position 1796: 0.0003375583835990783
Position 1868: 0.00032428899125405334
Position 2163: 0.00031637292904169263
Position 2705: 0.0003152268395389525
Position 3151: 0.0003006558039799858
Position 861: 0.0002592605631550585
Position 741: 0.0002577444323481359
Position 1899: 0.00025385632516300416
Position 1584: 0.0002403191188414394
Position 3873: 0.00023959242471638804
Position 3693: 0.00022389786869100392
Position 602: 0.0002227037020522742
Position 2047: 0.0002055051160724647
Position 2081: 0.0002042234369623082
Position 2183: 0.0002011151836499134
Position 1525: 0.0001875433482483184
Position 316: 0.0001608461391794216
Position 102: 0.00015576604818490458
Position 3008: 0.0001528456595400041
Position 595: 0.0001372757432110701
Position 717: 0.00010039915059059406
Position 1891: 9.194678644586574e-05
Position 8995: 8.565351487182618e-05
Position 1874: 8.291030038019194e-05
Position 936: 7.171550173534923e-05
Position 2389: 5.854054551491969e-05
Position 295: 4.580159923511621e-05
Position 1955: 4.347585698586932e-05
Position 2699: 3.846913028633491e-05
Position 8333: 3.661891440600226e-05
Position 8533: 2.9400525200311948e-05
Position 8467: 2.8371842882101114e-05
Position 8406: 2.7677688564462835e-05
Position 1079: 2.5928718028765416e-05
Position 1063: 2.5451725783742422e-05
Position 319: 2.0214353562161007e-05
Position 131: 2.0067861657802905e-05
Position 365: 1.8073140436178255e-05
Position 416: 1.365282906273281e-05
Position 280: 1.1577226288988859e-05
Position 390: 7.530665543154932e-06
Position 187: 6.046964172725554e-07
Position 283: 4.912178210107329e-07
Position 5508: 4.3329771198046526e-07
Position 5097: 4.014756711833817e-07
Position 720: 3.3586181999742065e-07
Position 4321: 2.9306287623877696e-07
Position 305: 2.8595552240697123e-07
Position 773: 2.668883421820674e-07
Position 656: 2.412830788085738e-07
Position 901: 1.9664983804990977e-07
Position 659: 1.6366101388484912e-07
Position 540: 1.449644237266115e-07
Position 525: 1.3633866503813013e-07
Position 692: 8.474284081972109e-08
Position 894: 7.658316035442268e-08
Position 534: 4.780173910822687e-08
Position 794: 3.962923882632477e-08
Position 197: 3.62868305471541e-08
Position 387: 2.827214134383751e-08
Position 469: 2.3922488033489974e-09
Position 438: 2.2260393199750077e-09
Position 165: 2.009399612875077e-09
Position 3840: 7.773692445916818e-10
Position 171: 3.6383066799361956e-10
Position 396: 9.733584659466247e-11
Position 351: 2.671075264640134e-11
Position 112: 2.509384466632363e-11
Position 418: 2.9236490673320897e-12
Position 447: 2.590238357014899e-13
Position 201: 3.0403975020333444e-14
Position 61: 1.617315763157788e-14
