Gene = nbs
index = 1814
Annotated 5SS: [  90  977 2569]
Annotated 3SS: [ 154 1033 2628]
SMsplice 5SS: [ 977 1583 2321 2569]
SMsplice 3SS: [1033 2110 2368 2628]
top_k =  500
Partition function (log Z): -5.3531101584533864

Sorted 5' Splice Sites (High to Low Probability):
Position 2569: 0.9908144714317911
Position 2321: 0.5776183538781516
Position 1583: 0.3855412239550585
Position 977: 0.3626143493122787
Position 94: 0.22278399085100706
Position 918: 0.14482390883008056
Position 975: 0.11791111268539316
Position 962: 0.11157528970549928
Position 373: 0.08040053514147223
Position 1337: 0.0484946772783264
Position 1612: 0.03138545188030116
Position 448: 0.024786845926735534
Position 103: 0.01965828277716485
Position 2271: 0.01716108883014341
Position 819: 0.013626834404346814
Position 1283: 0.008164702513271695
Position 73: 0.007788999949437541
Position 2288: 0.007596341127972211
Position 872: 0.007042413132265108
Position 2045: 0.005295729245851277
Position 1264: 0.00519884707326114
Position 1168: 0.004414370590572649
Position 1874: 0.004265080988637984
Position 1261: 0.003413679270194083
Position 904: 0.0031936284794463307
Position 462: 0.0029295607126106327
Position 26: 0.002787365474746193
Position 2318: 0.002740778573785289
Position 1954: 0.0024829913266113876
Position 761: 0.001894094762267398
Position 1134: 0.001549089180312784
Position 1558: 0.001518465102052263
Position 1164: 0.001369415816108307
Position 165: 0.0013371383484250788
Position 899: 0.001293072093155519
Position 1071: 0.0012587346536854604
Position 595: 0.0011268342309566054
Position 54: 0.001071121884612096
Position 1008: 0.0008496750367828982
Position 1903: 0.0008295695113608788
Position 1058: 0.000790297078078647
Position 1519: 0.0007513208420629322
Position 1395: 0.0006262619531817958
Position 2559: 0.0006038637334628952
Position 60: 0.000573299159595676
Position 2690: 0.00053782545074962
Position 589: 0.0004287409765656499
Position 466: 0.00041633754627611844
Position 2563: 0.00036175089570329895
Position 2695: 0.00030519119384757565
Position 541: 0.0002538867501612792
Position 874: 0.0001861170005790963
Position 190: 0.00017226291949505555
Position 403: 0.00013296918573724493
Position 829: 9.901136112062893e-05
Position 1052: 9.17413672267899e-05
Position 910: 8.87377254108038e-05
Position 242: 8.621354749252845e-05
Position 564: 7.898982613334415e-05
Position 77: 7.696040460941507e-05
Position 45: 5.8950542583962924e-05
Position 125: 5.43342878828115e-05
Position 1018: 5.254911277732399e-05
Position 499: 3.957430898480175e-05
Position 601: 3.830263835588067e-05
Position 852: 3.173354390528033e-05
Position 640: 2.509304775652911e-05
Position 226: 2.411500548651873e-05
Position 248: 2.0609741349422947e-05
Position 1002: 1.5695589370026522e-05
Position 922: 1.002499374038427e-05
Position 832: 7.748518012574026e-06
Position 752: 6.443980548227146e-06
Position 171: 4.365929976064759e-06
Position 790: 3.974687830411668e-06
Position 2573: 3.5608429124421708e-06
Position 2455: 3.5572687136169366e-06
Position 169: 2.813113411758942e-06
Position 192: 1.1831044564992112e-06
Position 936: 6.588892363535908e-07
Position 691: 6.993807778122595e-08
Position 174: 1.7260713427509026e-08
Position 767: 7.246790992729381e-09
Position 203: 5.776182831354208e-09
Position 491: 1.1441770317197814e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2628: 0.9611573384686702
Position 1033: 0.6861022055426993
Position 2368: 0.5862880943868288
Position 2110: 0.5630457611498719
Position 154: 0.23678126976291328
Position 2374: 0.048331788937205584
Position 1047: 0.033827695767180505
Position 2652: 0.030315105745016023
Position 1111: 0.02382460052380728
Position 1887: 0.021667105876751823
Position 2403: 0.014660008504719131
Position 447: 0.0037528628276257674
Position 2380: 0.003712909783786501
Position 2192: 0.0036477359404363343
Position 189: 0.0036254091563892353
Position 234: 0.0026487268564925684
Position 2493: 0.002359862153133408
Position 1666: 0.0022846002538040957
Position 1068: 0.0018787236575966426
Position 1000: 0.001203453445395052
Position 504: 0.0010140215289963952
Position 1675: 0.0009468220191211575
Position 2746: 0.0008844171382978927
Position 2114: 0.0008549285874692163
Position 2336: 0.0006000675205485995
Position 1320: 0.0005157727420028943
Position 1801: 0.0003843247584131797
Position 2670: 0.0003366148085443604
Position 351: 0.00018473727505918022
Position 739: 0.00015074109752409093
Position 829: 0.00011675235494728788
Position 165: 0.00011064946671663035
Position 1446: 0.00011018850765128799
Position 1341: 0.00010341090721084013
Position 1641: 7.301363470310778e-05
Position 672: 3.732905139655286e-05
Position 89: 3.379579124634086e-05
Position 783: 3.259803532893748e-05
Position 663: 3.222509754714899e-05
Position 699: 1.0691465120203801e-05
Position 264: 9.371029613860491e-06
Position 696: 4.670240260527735e-06
Position 363: 4.18018358861472e-06
Position 589: 2.8342069770150117e-06
Position 115: 2.336706386285403e-06
Position 1401: 2.076382252096522e-06
Position 633: 1.4103019443702124e-06
Position 125: 1.4483940610742507e-08
Position 242: 1.3155245557387946e-08
Position 507: 9.589037892567299e-09
Position 283: 4.2600899305653745e-09
Position 326: 2.3142450928369625e-09
Position 312: 1.1361327816604768e-09
Position 372: 4.5934703679070246e-10
Position 248: 3.2488823216101114e-10
Position 117: 9.473889141486145e-11
