Gene = Cand1
index = 1052
Annotated 5SS: [ 245  694 1042 1286 2705 3997 4206]
Annotated 3SS: [ 309  751 1122 1345 2768 4058 4269]
SMsplice 5SS: [ 245  694 1042 1286 1496 2705 3997 4206]
SMsplice 3SS: [ 309  751 1122 1345 2182 2768 4058 4269]
top_k =  500
Partition function (log Z): 29.105518930938025

Sorted 5' Splice Sites (High to Low Probability):
Position 1042: 0.9997652596077161
Position 4206: 0.997920951279542
Position 1286: 0.9954552860665691
Position 2705: 0.9943982341862603
Position 3997: 0.9939461614103068
Position 694: 0.9934060000953454
Position 245: 0.9772896238313097
Position 1496: 0.5665164684500528
Position 2096: 0.13538627072365003
Position 92: 0.06087018044308354
Position 1447: 0.05587028162819979
Position 1712: 0.05191281541460863
Position 3639: 0.029114119055971267
Position 2090: 0.028912699140140437
Position 2327: 0.01943920527251191
Position 3088: 0.015420051501328183
Position 249: 0.010147060535682697
Position 1458: 0.008918256884614301
Position 2439: 0.008739485197294903
Position 4383: 0.006872276723223465
Position 4366: 0.0060318941161394135
Position 3540: 0.005307020542227013
Position 2128: 0.004178904077335674
Position 3261: 0.004069460327472787
Position 2709: 0.004003846713394575
Position 3987: 0.003741664127254163
Position 1719: 0.002934100927539536
Position 1608: 0.00284939894285194
Position 3049: 0.002464918675588367
Position 502: 0.002228174447516084
Position 1851: 0.001635968953639412
Position 4210: 0.0014921083698415365
Position 4001: 0.001442661940172886
Position 3747: 0.001314623195209214
Position 104: 0.0013067813094616082
Position 3525: 0.0012705878578231986
Position 1465: 0.001217514762768928
Position 1619: 0.0012127486971710228
Position 3003: 0.0011421558721315418
Position 4462: 0.0010575044841498766
Position 2928: 0.0009579817308910566
Position 4413: 0.0008920685067079857
Position 2213: 0.0008565137870946329
Position 2021: 0.0008087862937327644
Position 2288: 0.0007308719164559161
Position 517: 0.000683176809522711
Position 2923: 0.0006453788566978703
Position 2086: 0.0005834983476199421
Position 1757: 0.0005741135085587286
Position 1624: 0.000558085361255587
Position 3278: 0.0004820775798421772
Position 1293: 0.00040357641413171666
Position 4396: 0.00038774482743350884
Position 2543: 0.00037160686881994125
Position 2024: 0.0003624151572136196
Position 412: 0.00034475646176354883
Position 3675: 0.00034289331860933725
Position 15: 0.00032429880421997067
Position 415: 0.00031874500379727727
Position 3771: 0.00029459120424783303
Position 1732: 0.0002942492897777361
Position 3324: 0.0002850774163181398
Position 2033: 0.00028188480503474306
Position 51: 0.00025267297924306056
Position 1470: 0.0002484199985705776
