Gene = TfAP-2
index = 1552
Annotated 5SS: [12511 22822 23059 24523 25357 25682 25953]
Annotated 3SS: [22590 22872 24314 25166 25416 25784 26015]
SMsplice 5SS: [   69 22822 23059 24523 25357 25682 25953]
SMsplice 3SS: [22590 22890 24314 25166 25416 25784 26015]
top_k =  500
Partition function (log Z): 16.4148537128217

Sorted 5' Splice Sites (High to Low Probability):
Position 25357: 0.9994565314180209
Position 25953: 0.9984792954495814
Position 23059: 0.997035943562428
Position 25682: 0.9954252170051279
Position 69: 0.9945760444922376
Position 24523: 0.9931274399198348
Position 22822: 0.9916087801027036
Position 25009: 0.47542955986107543
Position 24234: 0.18472787004653368
Position 4350: 0.12043857642480113
Position 24768: 0.11472167206772821
Position 26101: 0.009939065445551159
Position 24001: 0.00963606636015334
Position 24789: 0.009232624417278167
Position 26420: 0.008906362691329366
Position 24134: 0.008651725624328407
Position 26226: 0.006722575694874301
Position 25529: 0.006360042466587798
Position 25110: 0.0058916390842021086
Position 24957: 0.005775195079216481
Position 565: 0.00510694406808552
Position 23328: 0.004180494818074058
Position 25048: 0.003934580671632602
Position 25488: 0.003765450361712811
Position 24677: 0.0035885340260735795
Position 26283: 0.0032110874452339756
Position 25701: 0.0025998091573840834
Position 25108: 0.0023877077408087036
Position 26250: 0.0015755508084022525
Position 23888: 0.0014761179011351746
Position 24970: 0.001229621616249632
Position 25031: 0.0007927647689145987
Position 26138: 0.0007738572957373653
Position 25964: 0.0006726724515702575
Position 25645: 0.000318252589409154
Position 24961: 0.00030287497711765996
Position 24685: 0.00027978010518437855
Position 24500: 0.0002775056220389099
Position 25967: 0.0002774858415286692
Position 25650: 0.00024473040430829834
Position 24817: 0.00024352517724555018
Position 26269: 0.0002323223966114799
Position 25707: 0.0002311382137458163
Position 24757: 0.00017289313710173887
Position 26165: 0.0001484397670649008
Position 24963: 0.00012770160460415407
Position 26243: 8.592367282643401e-05
Position 25609: 7.377474923242361e-05
Position 1391: 7.284501618276957e-05
