Gene = Rbfox1
index = 1410
Annotated 5SS: [   534  25152  87194  89835  92743  93077  94000  95064  95913  98918
 104128 106276 106485 107320 108105 108979]
Annotated 3SS: [ 24657  86716  89636  92037  93022  93906  95008  95870  98896 103403
 106214 106430 107247 107943 108914 109108]
SMsplice 5SS: [   534  25152  87194  92743  93077  94000 108105 108979]
SMsplice 3SS: [ 24657  86716  92037  93022  93935 107943 108604 109108]
top_k =  500
Partition function (log Z): -108.1506497712574

Sorted 5' Splice Sites (High to Low Probability):
Position 534: 0.9999999999999716
Position 25152: 0.9999998435469288
Position 1042: 2.6906118694959095e-16
Position 1226: 2.150311184419771e-16
Position 7407: 1.356984555135128e-16
Position 1393: 1.309645363347793e-16
Position 1158: 1.2649011837568672e-16
Position 8649: 1.111566297970598e-16
Position 866: 7.581931748559176e-17
Position 78: 1.2806167289409406e-17
Position 309: 8.977870255409592e-18
Position 6122: 8.702297848549676e-18
Position 758: 6.455607054660939e-18
Position 1680: 6.4260779817231074e-18
Position 1204: 4.944526739731163e-18
Position 5092: 4.761875883286541e-18
Position 730: 4.487081262728831e-18
Position 348: 3.771465219969461e-18
Position 1726: 3.633419327997372e-18
Position 6118: 3.273680463835514e-18
Position 23: 3.1176045338941456e-18
Position 73: 3.1114469744190543e-18
Position 1413: 2.6806931340705765e-18
Position 1616: 2.4669333841006565e-18
Position 477: 1.3693204387279595e-18
Position 4727: 1.2996955709484544e-18
Position 221: 1.1036186646051708e-18
Position 313: 7.011208898320099e-19
Position 1056: 6.601686487018485e-19
Position 1210: 6.371312523533298e-19
Position 801: 5.8828510311777495e-19
Position 1190: 4.112401359577222e-19
Position 794: 3.663230811846044e-19
Position 449: 3.250172584538927e-19
Position 234: 1.9019171765154114e-19
Position 333: 1.828507255635957e-19
Position 2387: 1.609332188364776e-19
Position 571: 1.342810827193553e-19
Position 148: 1.0469360044714585e-19
Position 215: 9.792614627835154e-20
Position 525: 9.570149396224954e-20
Position 1005: 9.565832413972567e-20
Position 180: 6.869852654736321e-20
Position 462: 6.722869043624273e-20
Position 773: 3.480446483987288e-20
Position 91: 3.3694496972272696e-20
Position 352: 3.2454577239295974e-20
Position 335: 2.7462367098265974e-20
Position 89: 1.9940798291112967e-20
Position 223: 1.8742233722165266e-20
Position 133: 1.576277635652321e-20
Position 453: 1.5089583056626955e-20
Position 307: 1.478333021203834e-20
Position 106: 1.0572843612775945e-20
Position 247: 6.906021001788919e-21
Position 756: 6.822290466856916e-21
Position 236: 6.626133861912896e-21
Position 1011: 5.8866424715188525e-21
Position 592: 5.635450918942786e-21
Position 225: 4.917723164263213e-21
Position 15: 4.153262583720609e-21
Position 205: 2.6939685301486776e-21
Position 343: 2.9524069604210926e-22
Position 207: 1.8401730481767425e-22
Position 825: 1.2024334615343369e-22
Position 345: 9.14923049531809e-23
Position 340: 8.941228367284475e-23
Position 245: 7.805843806968767e-23
Position 257: 6.392090076750403e-23
Position 254: 5.575565643834575e-23
Position 623: 4.39368557564345e-23
Position 238: 2.7702998765734105e-23
Position 457: 2.207623978899504e-23
Position 413: 2.104301465344964e-23
Position 382: 8.562412848591272e-28
Position 703: 7.66212323620753e-28
Position 464: 7.942541848344579e-29
Position 451: 6.483866210763148e-29
Position 466: 4.728062345534855e-29

Sorted 3' Splice Sites (High to Low Probability):
Position 24657: 0.9999999999085674
Position 38199: 0.9811470816053363
Position 34472: 0.018852380979516487
Position 25716: 2.335907101592721e-07
Position 25218: 1.473713712435904e-07
Position 19820: 9.005257505431507e-11
Position 16293: 1.3067113026526942e-12
Position 13513: 3.509488013301885e-14
Position 12471: 1.679013206448962e-14
Position 11633: 5.4359404627380846e-15
Position 8329: 1.6946252820654536e-15
Position 9214: 3.9772269722979097e-16
Position 847: 3.369375563450882e-16
Position 8173: 3.0787481668619766e-16
Position 5823: 2.690959532996582e-16
Position 583: 2.6705352834906665e-16
Position 9234: 2.040480662170545e-16
Position 1101: 1.591438881866414e-16
Position 7225: 1.5809511747078083e-16
Position 9127: 1.3067672335591789e-16
Position 8714: 1.111566297970598e-16
Position 608: 8.019417455777695e-17
Position 8067: 4.2468667878951895e-17
Position 8138: 3.734138793774905e-17
Position 8037: 3.58194432504362e-17
Position 4602: 2.722463285656057e-17
Position 6187: 1.1975978312385284e-17
Position 1269: 8.43066088034756e-18
Position 1035: 7.93974056870091e-18
Position 133: 6.9825725093084e-18
Position 895: 6.1200617320915356e-18
Position 5072: 6.030917534506683e-18
Position 5707: 5.4422323693869854e-18
Position 5013: 4.84388454806218e-18
Position 4940: 4.7656137373127895e-18
Position 6371: 4.745269765270626e-18
Position 592: 4.613278822518889e-18
Position 1257: 4.336361929303568e-18
Position 5733: 3.9374011270828354e-18
Position 2487: 3.9185218950943506e-18
Position 5375: 3.627238815325611e-18
Position 5244: 3.5723424072262666e-18
Position 4793: 3.0581836649766836e-18
Position 3443: 2.8197572567725252e-18
Position 5965: 2.6009881368308055e-18
Position 4013: 2.386386670453506e-18
Position 3212: 2.1332128980698104e-18
Position 2656: 2.1133130122013586e-18
Position 406: 1.94873719203858e-18
Position 98: 1.898244752993297e-18
Position 1533: 1.4154433044549031e-18
Position 148: 1.3570697153112118e-18
Position 1340: 1.3559225897431859e-18
Position 4877: 1.2211330088871659e-18
Position 3289: 9.422172000702072e-19
Position 1328: 8.903982706624902e-19
Position 901: 5.61263472512115e-19
Position 4029: 5.5589446618666815e-19
Position 1527: 4.689997076888229e-19
Position 2441: 4.0231663118054126e-19
Position 2499: 3.7756762062516455e-19
Position 1563: 3.6229128260312e-19
Position 3269: 3.5031943252234077e-19
Position 3544: 2.8489173870419256e-19
Position 1852: 2.426415839710212e-19
Position 279: 1.995621814534494e-19
Position 1787: 1.498234309877338e-19
Position 809: 1.4191121321751476e-19
Position 623: 1.411289528172415e-19
Position 3494: 1.1252991904271735e-19
Position 2811: 1.0170642409397319e-19
Position 735: 8.3056987017614e-20
Position 477: 6.514743381078487e-20
Position 942: 6.268369468214514e-20
Position 853: 5.715217316851569e-20
Position 1811: 4.7730228156923134e-20
Position 2536: 4.672689935649305e-20
Position 2695: 4.618469127769014e-20
Position 413: 4.234853807548986e-20
Position 2113: 3.7384074424020814e-20
Position 391: 3.714540694434745e-20
Position 317: 3.6646473111362186e-20
Position 1040: 3.631494516017775e-20
Position 435: 3.55785398670898e-20
Position 1488: 3.183738791909422e-20
Position 199: 2.08162182215711e-20
Position 276: 1.932645714248562e-20
Position 2081: 1.90217358757176e-20
Position 489: 1.2021159235782634e-20
Position 422: 8.293067832351475e-21
Position 869: 5.802069609448546e-21
Position 519: 2.1604563204644855e-21
Position 205: 2.0045689882084213e-21
Position 73: 6.110464729927361e-22
Position 560: 5.979043030153665e-22
Position 1042: 3.4741727621561236e-22
Position 521: 5.1101961423813975e-24
Position 333: 9.126602066260843e-28
Position 326: 5.8016310823043305e-28
