Gene = D
index = 1118
Annotated 5SS: [52]
Annotated 3SS: [127]
SMsplice 5SS: [52]
SMsplice 3SS: [127]
top_k =  500
Partition function (log Z): -10.589104148424495

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.8308485537307508
Position 934: 0.3065403999560241
Position 2444: 0.06896486613094958
Position 984: 0.02541048286019952
Position 1153: 0.024155225939003905
Position 2589: 0.014894579878395542
Position 2375: 0.009910263117132822
Position 156: 0.009449010252565409
Position 81: 0.00749590290973956
Position 896: 0.007313334120788404
Position 2522: 0.0072681021368209255
Position 215: 0.003595955514787563
Position 432: 0.0016358591819363812
Position 2457: 0.0013880108181871461
Position 489: 0.0013581252978633964
Position 2450: 0.001049084746691797
Position 350: 0.000480218087867137
Position 990: 0.00047141393288622433
Position 532: 0.0003513675271937937
Position 1225: 0.00030581398622389497
Position 624: 0.0002856243769610623
Position 638: 0.00018302987866020647
Position 978: 0.00014798658027675722
Position 900: 0.00014304913310425973
Position 8: 0.00012523179660061946
Position 1254: 0.00010242281366458215
Position 381: 6.893456989005564e-05
Position 228: 3.4684067139555073e-05
Position 1469: 2.1425096839442023e-05
Position 189: 1.8655214154382013e-05
Position 613: 1.7242152475523644e-05
Position 402: 1.4413973877974421e-05
Position 416: 9.723328475992286e-06
Position 352: 2.5377148960556857e-06
Position 360: 1.7124441827018753e-06
Position 579: 1.500953301046464e-06
Position 139: 8.302818380656937e-07
Position 56: 6.478279019935158e-07
Position 998: 4.310250807727051e-07
Position 29: 6.041199331336627e-08
Position 259: 6.276043123445947e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 127: 0.6037207842431455
Position 1329: 0.1383632766226287
Position 2558: 0.12325530428740904
Position 228: 0.08728003215301959
Position 132: 0.05973136832484974
Position 2515: 0.05947369571859496
Position 1221: 0.052009798857541145
Position 2157: 0.04216347706502766
Position 2579: 0.036113997994360145
Position 1571: 0.01731580781486499
Position 2717: 0.015489065644714008
Position 2652: 0.015376411041930544
Position 707: 0.01045252072819062
Position 1276: 0.01038930837088285
Position 983: 0.00708061733054927
Position 567: 0.006633598065067242
Position 1592: 0.006545850244676693
Position 1749: 0.0044838749506178
Position 2161: 0.004013130995721956
Position 98: 0.003660969260056521
Position 414: 0.0031238788493642006
Position 1052: 0.0023697014345188025
Position 442: 0.0015085020642944369
Position 1554: 0.0014123087928741623
Position 402: 0.0012122287449056004
Position 2847: 0.0011651885787093293
Position 1424: 0.0011253576574687834
Position 832: 0.0010017749779122264
Position 1205: 0.0009235247578955825
Position 1959: 0.0009204637074664793
Position 738: 0.00045625623324564414
Position 2618: 0.0004236091943241991
Position 1508: 0.00038850244224270154
Position 1101: 0.00038566552206370096
Position 1536: 0.0003753083653982939
Position 481: 0.0003538421503335354
Position 1087: 0.00034374736881527854
Position 1432: 0.00034101131076316634
Position 215: 0.00033473050876172664
Position 2767: 0.0003088437757760417
Position 439: 0.00026400285734048013
Position 1248: 0.0002442725594408152
Position 161: 0.00021855409536354506
Position 1365: 0.00020411497378396344
Position 2240: 0.0001824488014408216
Position 743: 0.00017622612663710594
Position 134: 0.00015946709065398467
Position 1060: 0.00015622546856542216
Position 245: 0.0001234780749931193
Position 425: 8.01634396184726e-05
Position 1098: 7.130773912468213e-05
Position 1114: 6.422569609183622e-05
Position 252: 5.359346066057021e-05
Position 93: 1.8502589274195534e-05
Position 381: 8.511158225854462e-06
Position 849: 3.720638888185839e-06
Position 281: 3.173304181902091e-06
Position 835: 2.452562346661921e-06
Position 449: 2.248619522550137e-06
Position 416: 1.547746801139104e-06
Position 853: 7.901611941756596e-07
Position 879: 1.3821043150544875e-07
Position 51: 8.86325481965573e-08
Position 933: 3.157981606554121e-08
Position 269: 2.9495940191197007e-08
Position 291: 2.805876777951937e-08
Position 886: 2.1499121818938845e-08
Position 311: 1.2365690845453011e-08
Position 256: 5.088808600532942e-10
Position 288: 1.1425511214447936e-10
Position 259: 4.785804595001982e-11
Position 326: 1.3119248022231849e-12
Position 339: 3.156775962983808e-13
Position 319: 9.904316827799532e-15
Position 348: 4.422241069563522e-15
