Gene = enc
index = 1694
Annotated 5SS: [  242 11183 13865 14080 14331 14720 14992 15949 18256 18927 20683 20845]
Annotated 3SS: [10739 13041 13922 14176 14392 14776 15591 17342 18319 18982 20744 20953]
SMsplice 5SS: [  242 11183 13865 14080 14331 14720 14992 18256 18927 20683 20845]
SMsplice 3SS: [10739 13041 13922 14176 14392 14776 17342 18319 18988 20744 20953]
top_k =  500
Partition function (log Z): 37.331071798096076

Sorted 5' Splice Sites (High to Low Probability):
Position 18256: 0.9994900182460426
Position 14331: 0.997889609606345
Position 242: 0.9976820299243976
Position 13865: 0.9932244577387536
Position 20683: 0.989990262519891
Position 18927: 0.9860851773944023
Position 14992: 0.979625197895732
Position 20845: 0.9767920847796228
Position 14720: 0.972763207675246
Position 14080: 0.9631761832982194
Position 11183: 0.8595746649959812
Position 21019: 0.47575691065477255
Position 21260: 0.2864712143339662
Position 1133: 0.20312721680039034
Position 529: 0.1651294436458039
Position 21006: 0.16469279843821133
Position 15949: 0.11122497717912325
Position 21464: 0.0995605524950396
Position 18748: 0.0689302096963702
Position 12769: 0.06830881894250782
Position 22966: 0.0511709314277562
Position 12292: 0.04933616027039429
Position 11673: 0.045358680892010554
Position 12225: 0.04308109380773921
Position 13715: 0.04305694210487661
Position 691: 0.04302988502596576
Position 8321: 0.04081389316668935
Position 21238: 0.03983119626962094
Position 14468: 0.036885142331702064
Position 2266: 0.033862322474279005
Position 18019: 0.03293231072071746
Position 14099: 0.03156590270028277
Position 680: 0.030955130309698136
Position 18714: 0.0307620246884117
Position 19775: 0.03005352563380095
Position 11929: 0.02942130939511622
Position 17144: 0.027282165783457
Position 19903: 0.026396310775542574
Position 19765: 0.02375329619711765
Position 17974: 0.015685211595925855
Position 11894: 0.015065052803197233
Position 12457: 0.014706427631033189
Position 21694: 0.014690828354169039
Position 18028: 0.013878310784537091
Position 19298: 0.013440333947627588
Position 14988: 0.011793813790611268
Position 20993: 0.011667652846870623
Position 19417: 0.011452269141608304
Position 18917: 0.01024390681891387
Position 12652: 0.010022350383639649
Position 2078: 0.008827439323396599
Position 22944: 0.007109549111575467
Position 16845: 0.007019180935086914
Position 19771: 0.00681884859045768
Position 19295: 0.005856739215311442
Position 20658: 0.005627258617660714
Position 17126: 0.004685129372159791
Position 11902: 0.0046533916467314486
Position 6541: 0.004481220625935669
Position 22790: 0.004295973007747884
Position 7946: 0.004197250099646145
Position 8317: 0.003513027079670813
Position 13400: 0.0034933385934944753
Position 676: 0.0033899100245531476
Position 18848: 0.003277262609647643
Position 19084: 0.0032288573995355226
Position 19793: 0.0026889228420307284
Position 7969: 0.002639008781701587
Position 3198: 0.0025848090915234043
Position 1517: 0.0025806492611049354
Position 5867: 0.0023237656090630485
Position 455: 0.0020069846101725204
Position 16057: 0.00191482868004765
Position 4216: 0.0016051257521525093
Position 15007: 0.0014406199632978403
Position 459: 0.0013815303045374744
Position 14128: 0.0013530927142845724
Position 14631: 0.000994463087685155
Position 14288: 0.0009919583065160745
Position 6275: 0.0009749188568192783
Position 19420: 0.0007795674712900516
Position 18383: 0.0007428181363674288
Position 547: 0.0007043213381348202
Position 1378: 0.0006364398812275437
